Kood;Nimetus eesti keeles;Kehtiv alates
NBT99;Muu operatsioon õlal või õlavarrel;1.1.2003
NBU00;"Osalise proteesi eemaldamine õlaliigesest; mõlemad osad";1.1.2003
NBU01;"Osalise proteesi eemaldamine õlaliigesest; üks osa  - proksimaalne";1.1.2003
NBU02;"Osalise proteesi eemaldamine õlaliigesest; üks osa - distaalne";1.1.2003
NBU03;"Osalise proteesi eemaldamine õlaliigesest; üks osa - muu";1.1.2003
NBU09;"Osalise proteesi eemaldamine õlaliigesest; muu või määratlemata";1.1.2003
NBU10;"Totaalse proteesi eemaldamine õlaliigesest; mõlemad osad";1.1.2003
NBU11;"Totaalse proteesi eemaldamine õlaliigesest; üks osa  - proksimaalne";1.1.2003
NBU12;"Totaalse proteesi eemaldamine õlaliigesest; üks osa - distaalne";1.1.2003
NBU13;"Totaalse proteesi eemaldamine õlaliigesest; üks osa - muu";1.1.2003
NBU19;"Totaalse proteesi eemaldamine õlaliigesest; muu või määratlemata";1.1.2003
NBU20;"Proteesi eemaldamine akromioklavikulaarliigesest; mõlemad osad";1.1.2003
NBU21;"Proteesi eemaldamine akromioklavikulaarliigesest; üks osa  - proksimaalne";1.1.2003
NBU22;"Proteesi eemaldamine akromioklavikulaarliigesest; üks osa - distaalne";1.1.2003
NBU23;"Proteesi eemaldamine akromioklavikulaarliigesest; üks osa - muu";1.1.2003
NBU29;"Proteesi eemaldamine akromioklavikulaarliigesest; muu või määratlemata";1.1.2003
NBU39;Välise fiksatsioonivahendi eemaldamine õlalt või õlavarrelt;1.1.2003
NBU49;Sisemise fiksatsioonivahendi eemaldamine õlalt või õlavarrelt;1.1.2003
NBU69;Proteessideme eemaldamine õlalt või õlavarrelt;1.1.2003
NBU89;Terapeutilise implantaadi eemaldamine õla või õlavarre infektsiooni ravi korral;1.1.2003
NBU99;Muu implantaadi eemaldamine õlalt või õlavarrelt;1.1.2003
NBW49;Haava dehistsentsi korrektsioon õla või õlavarre kirurgias;1.1.2003
NBW59;Kordusoperatsioon pindmise infektsiooni korral õla või õlavarre kirurgias;1.1.2003
NBW69;Kordusoperatsioon süvainfektsiooni korral õla või õla õlavarre kirurgias;1.1.2003
NBW79;Kordusoperatsioon pindmise verejooksu korral õla või õlavarre kirurgias;1.1.2003
NBW89;Kordusoperatsioon sisemise verejooksu korral õla või õlavarre kirurgias;1.1.2003
NBW99;Muu kordusoperatsioon õla või õlavarre kirurgias;1.1.2003
NCA00;"Küünarliigese piirkonna või küünarvarre pehme koe eksploratsioon; perkutaanne";1.1.2003
NCA01;"Küünarliigese piirkonna või küünarvarre pehme koe eksploratsioon; artroskoopiline";1.1.2003
NCA02;"Küünarliigese piirkonna või küünarvarre pehme koe eksploratsioon; lahtine";1.1.2003
NCA09;"Küünarliigese piirkonna või küünarvarre pehme koe eksploratsioon; määratlemata";1.1.2003
NCA10;"Küünarliigese või küünarvarre eksploratsioon; perkutaanne";1.1.2003
NCA11;"Küünarliigese või küünarvarre eksploratsioon; artroskoopiline";1.1.2003
NCA12;"Küünarliigese või küünarvarre eksploratsioon; lahtine";1.1.2003
NCA19;"Küünarliigese või küünarvarre eksploratsioon; määratlemata";1.1.2003
NCA20;"Küünarliigese piirkonna või küünarvarre pehme koe või liigese biopsia; perkutaanne";1.1.2003
NCA21;"Küünarliigese piirkonna või küünarvarre pehme koe või liigese biopsia; artroskoopiline";1.1.2003
NCA22;"Küünarliigese piirkonna või küünarvarre pehme koe või liigese biopsia; lahtine";1.1.2003
NCA29;"Küünarliigese piirkonna või küünarvarre pehme koe või liigese biopsia; määratlemata";1.1.2003
NCA30;"Küünarliigese- või küünarvarreluu biopsia; perkutaanne";1.1.2003
NCA31;"Küünarliigese- või küünarvarreluu biopsia; artroskoopiline";1.1.2003
NCA32;"Küünarliigese- või küünarvarreluu biopsia; lahtine";1.1.2003
NCA39;"Küünarliigese- või küünarvarreluu biopsia; määratlemata";1.1.2003
NCB00;"Küünarliigese esmane proteesimine osalise proteesiga ilma tsemendita; kõik osad";1.1.2003
NCB01;"Küünarliigese esmane proteesimine osalise proteesiga ilma tsemendita; üks osa  - proksimaalne";1.1.2003
NCB02;"Küünarliigese esmane proteesimine osalise proteesiga ilma tsemendita; üks osa - distaalne";1.1.2003
NCB03;"Küünarliigese esmane proteesimine osalise proteesiga ilma tsemendita; üks osa - muu";1.1.2003
NCB04;"Küünarliigese esmane proteesimine osalise proteesiga ilma tsemendita; kaks distaalset või kaks proksimaalset ja üks distaalne osa";1.1.2003
NCB09;"Küünarliigese esmane proteesimine osalise proteesiga ilma tsemendita; muu või määratlemata";1.1.2003
NCB10;"Küünarliigese esmane proteesimine osalise proteesiga kasutades tsementi; kõik osad";1.1.2003
NCB11;"Küünarliigese esmane proteesimine osalise proteesiga kasutades tsementi; üks osa  - proksimaalne";1.1.2003
NCB12;"Küünarliigese esmane proteesimine osalise proteesiga kasutades tsementi; üks osa - distaalne";1.1.2003
NCB13;"Küünarliigese esmane proteesimine osalise proteesiga kasutades tsementi; üks osa - muu";1.1.2003
NCB14;"Küünarliigese esmane proteesimine osalise proteesiga kasutades tsementi; kaks distaalset või kaks proksimaalset ja üks distaalne osa";1.1.2003
NCB19;"Küünarliigese esmane proteesimine osalise proteesiga kasutades tsementi; muu või määratlemata";1.1.2003
NCB20;Küünarliigese esmane proteesimine totaalse proteesiga ilma tsemendita;1.1.2003
NCB30;Küünarliigese esmane proteesimine totaalse proteesiga hübriid-meetodil;1.1.2003
NCB40;Küünarliigese esmane proteesimine totaalse proteesiga kasutades tsementi;1.1.2003
NCB59;Küünarliigese esmane interpositsiooni proteesimine;1.1.2003
NCB99;Küünarliigese muu esmane proteesimine;1.1.2003
NCC00;"Küünarliigese teisene proteesimine osalise proteesiga ilma tsemendita; kõik osad";1.1.2003
NCC01;"Küünarliigese teisene proteesimine osalise proteesiga ilma tsemendita; üks osa - proksimaalne";1.1.2003
NCC02;"Küünarliigese teisene proteesimine osalise proteesiga ilma tsemendita; üks osa - distaalne";1.1.2003
NCC03;"Küünarliigese teisene proteesimine osalise proteesiga ilma tsemendita; üks osa - muu";1.1.2003
NCC04;"Küünarliigese teisene proteesimine osalise proteesiga ilma tsemendita; kaks distaalset või kaks proksimaalset ja üks distaalne osa";1.1.2003
NCC09;"Küünarliigese teisene proteesimine osalise proteesiga ilma tsemendita; muu või määratlemata";1.1.2003
NCC10;"Küünarliigese teisene proteesimine osalise proteesiga kasutades tsementi; kõik osad";1.1.2003
NCC11;"Küünarliigese teisene proteesimine osalise proteesiga kasutades tsementi; üks osa - proksimaalne";1.1.2003
NCC12;"Küünarliigese teisene proteesimine osalise proteesiga kasutades tsementi; üks osa - distaalne";1.1.2003
NCC13;"Küünarliigese teisene proteesimine osalise proteesiga kasutades tsementi; üks osa - muu";1.1.2003
NCC14;"Küünarliigese teisene proteesimine osalise proteesiga kasutades tsementi; kaks distaalset või kaks proksimaalset ja üks distaalne osa";1.1.2003
NCC19;"Küünarliigese teisene proteesimine osalise proteesiga kasutades tsementi; muu või määratlemata";1.1.2003
NCC20;"Küünarliigese teisene proteesimine totaalse proteesiga ilma tsemendita; kõik osad";1.1.2003
NCC21;"Küünarliigese teisene proteesimine totaalse proteesiga ilma tsemendita; üks osa - proksimaalne";1.1.2003
NCC22;"Küünarliigese teisene proteesimine totaalse proteesiga ilma tsemendita; üks osa - distaalne";1.1.2003
NCC23;"Küünarliigese teisene proteesimine totaalse proteesiga ilma tsemendita; üks osa - muu";1.1.2003
NCC24;"Küünarliigese teisene proteesimine totaalse proteesiga ilma tsemendita; kaks distaalset või kaks proksimaalset ja üks distaalne osa";1.1.2003
NCC29;"Küünarliigese teisene proteesimine totaalse proteesiga ilma tsemendita; muu või määratlemata";1.1.2003
NCC30;"Küünarliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; kõik osad";1.1.2003
NCC31;"Küünarliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; üks osa - proksimaalne";1.1.2003
NCC32;"Küünarliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; üks osa - distaalne";1.1.2003
NCC33;"Küünarliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; üks osa - muu";1.1.2003
NCC34;"Küünarliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; kaks distaalset või kaks proksimaalset ja üks distaalne osa";1.1.2003
NCC39;"Küünarliigese teisene proteesimine totaalse proteesiga hübriid-meetodil; muu või määratlemata";1.1.2003
NCC40;"Küünarliigese teisene proteesimine totaalse proteesiga kasutades tsementi; kõik osad";1.1.2003
NCC41;"Küünarliigese teisene proteesimine totaalse proteesiga kasutades tsementi; üks osa - proksimaalne";1.1.2003
NCC42;"Küünarliigese teisene proteesimine totaalse proteesiga kasutades tsementi; üks osa - distaalne";1.1.2003
NCC43;"Küünarliigese teisene proteesimine totaalse proteesiga kasutades tsementi; üks osa - muu";1.1.2003
NCC44;"Küünarliigese teisene proteesimine totaalse proteesiga kasutades tsementi; kaks distaalset või kaks proksimaalset ja üks distaalne osa";1.1.2003
NCC49;"Küünarliigese teisene proteesimine totaalse proteesiga kasutades tsementi; muu või määratlemata";1.1.2003
NCC59;Küünarliigese teisene interpositsiooni proteesimine;1.1.2003
NCC99;Küünarliigese muu teisene proteesimine;1.1.2003
NCE01;"Küünarliigese kapsli intsisioon või suturatsioon; artroskoopiline";1.1.2003
NCE02;"Küünarliigese kapsli intsisioon või suturatsioon; lahtine";1.1.2003
NCE09;"Küünarliigese kapsli intsisioon või suturatsioon; määratlemata";1.1.2003
NCE11;"Küünarliigese sideme transtsisioon või ekstsisioon; artroskoopiline";1.1.2003
NCE12;"Küünarliigese sideme transtsisioon või ekstsisioon; lahtine";1.1.2003
NCE19;"Küünarliigese sideme transtsisioon või ekstsisioon; määratlemata";1.1.2003
NCE21;"Küünarliigese sideme suturatsioon või tagasikinnitamine; artroskoopiline";1.1.2003
NCE22;"Küünarliigese sideme suturatsioon või tagasikinnitamine; lahtine";1.1.2003
NCE29;"Küünarliigese sideme suturatsioon või tagasikinnitamine; määratlemata";1.1.2003
NCE31;"Küünarliigese sideme transpositsioon; artroskoopiline";1.1.2003
NCE32;"Küünarliigese sideme transpositsioon; lahtine";1.1.2003
NCE39;"Küünarliigese sideme transpositsioon; määratlemata";1.1.2003
NCE41;"Küünarliigese sideme plastiline korrektsioon ilma proteesimaterjali kasutamiseta; artroskoopiline";1.1.2003
NCE42;"Küünarliigese sideme plastiline korrektsioon ilma proteesimaterjali kasutamiseta; lahtine";1.1.2003
NCE49;"Küünarliigese sideme plastiline korrektsioon ilma proteesimaterjali kasutamiseta; määratlemata";1.1.2003
NCE59;Küünarliigese sideme plastiline korrektsioon proteesimaterjali kasutamisega;1.1.2003
NCE99;Muu operatsioon küünarliigese kapslil või sidemel;1.1.2003
NCF01;"Küünarliigese totaalne sünovektoomia; artroskoopiline";1.1.2003
NCF02;"Küünarliigese totaalne sünovektoomia; lahtine";1.1.2003
NCF09;"Küünarliigese totaalne sünovektoomia; määratlemata";1.1.2003
NCF11;"Küünarliigese osaline sünovektoomia; artroskoopiline";1.1.2003
NCF12;"Küünarliigese osaline sünovektoomia; lahtine";1.1.2003
NCF19;"Küünarliigese osaline sünovektoomia; määratlemata";1.1.2003
NCF21;"Küünarliigese liigespinna fragmendi fiksatsioon; artroskoopiline";1.1.2003
NCF22;"Küünarliigese liigespinna fragmendi fiksatsioon; lahtine";1.1.2003
NCF29;"Küünarliigese liigespinna fragmendi fiksatsioon; määratlemata";1.1.2003
NCF31;"Küünarliigese kõhre osaline ekstsisioon; artroskoopiline";1.1.2003
NCF32;"Küünarliigese kõhre osaline ekstsisioon; lahtine";1.1.2003
NCF39;"Küünarliigese kõhre osaline ekstsisioon; määratlemata";1.1.2003
NCF91;"Muu operatsioon küünarliigese sünoviaalmembraanil  või liigespinnal; artroskoopiline";1.1.2003
NCF92;"Muu operatsioon küünarliigese sünoviaalmembraanil  või liigespinnal; lahtine";1.1.2003
NCF99;"Muu operatsioon küünarliigese sünoviaalmembraanil  või liigespinnal; määratlemata";1.1.2003
NCG09;Küünarliigese ekstsisiooni artroplastika;1.1.2003
NCG19;Küünarliigese interpositsiooni artroplastika;1.1.2003
NCG29;Küünarliigese muu artroplastika ilma proteesimiseta;1.1.2003
NCG39;Küünarliigese artrodees ilma fiksatsioonita;1.1.2003
NCG49;Küünarliigese artrodees sisemise fiksatsiooniga;1.1.2003
NCG59;Küünarliigese artrodees välise fiksatsiooniga;1.1.2003
NCG99;Küünarliigese muu ekstsisioon, rekonstruktsioon või artrodees;1.1.2003
NCH00;"Küünarliigese luksatsiooni paigaldamine; kinnine";1.1.2003
NCH01;"Küünarliigese luksatsiooni paigaldamine; artroskoopiline";1.1.2003
NCH02;"Küünarliigese luksatsiooni paigaldamine; lahtine";1.1.2003
NCH09;"Küünarliigese luksatsiooni paigaldamine; määratlemata";1.1.2003
NCH20;"Küünarliigese proteesi luksatsiooni paigaldamine; kinnine";1.1.2003
NCH21;"Küünarliigese proteesi luksatsiooni paigaldamine; artroskoopiline";1.1.2003
NCH22;"Küünarliigese proteesi luksatsiooni paigaldamine; lahtine";1.1.2003
NCH29;"Küünarliigese proteesi luksatsiooni paigaldamine; määratlemata";1.1.2003
NCH30;"Küünarliigese piirkonna liidete vabastamine; kinnine";1.1.2003
NCH31;"Küünarliigese piirkonna liidete vabastamine; artroskoopiline";1.1.2003
NCH32;"Küünarliigese piirkonna liidete vabastamine; lahtine";1.1.2003
NCH39;"Küünarliigese piirkonna liidete vabastamine; määratlemata";1.1.2003
NCH40;"Võõrkeha või vaba keha eemaldamine küünarliigesest; kinnine";1.1.2003
NCH41;"Võõrkeha või vaba keha eemaldamine küünarliigesest; artroskoopiline";1.1.2003
NCH42;"Võõrkeha või vaba keha eemaldamine küünarliigesest; lahtine";1.1.2003
NCH49;"Võõrkeha või vaba keha eemaldamine küünarliigesest; määratlemata";1.1.2003
NCH50;"Küünarliigese-sisese eksostoosi või osteofüüdi ekstsisioon; kinnine";1.1.2003
NCH51;"Küünarliigese-sisese eksostoosi või osteofüüdi ekstsisioon; artroskoopiline";1.1.2003
NCH52;"Küünarliigese-sisese eksostoosi või osteofüüdi ekstsisioon; lahtine";1.1.2003
NCH59;"Küünarliigese-sisese eksostoosi või osteofüüdi ekstsisioon; määratlemata";1.1.2003
NCH70;"Operatsioon küünarliigese habituaalse luksatsiooni korral; kinnine";1.1.2003
NCH71;"Operatsioon küünarliigese habituaalse luksatsiooni korral; artroskoopiline";1.1.2003
NCH72;"Operatsioon küünarliigese habituaalse luksatsiooni korral; lahtine";1.1.2003
NCH79;"Operatsioon küünarliigese habituaalse luksatsiooni korral; määratlemata";1.1.2003
NCH90;"Muu operatsioon küünarliigesel; kinnine";1.1.2003
NCH91;"Muu operatsioon küünarliigesel; artroskoopiline";1.1.2003
NCH92;"Muu operatsioon küünarliigesel; lahtine";1.1.2003
NCH99;"Muu operatsioon küünarliigesel; määratlemata";1.1.2003
NCJ00;"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; küünarluu proksimaalne osa";1.1.2003
NCJ01;"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine;";1.1.2003
NCJ02;"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; küünarluu distaalne osa";1.1.2003
NCJ03;"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; kodarluu proksimaalne osa";1.1.2003
NCJ04;"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; kodarluu keskosa";1.1.2003
NCJ05;"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; kodarluu distaalne osa";1.1.2003
NCJ06;"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; küünarluu keskosa ja kodarluu";1.1.2003
NCJ07;"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; kodarluu distaalne osa ja küünarluu";1.1.2003
NCJ08;"Küünarliigese- või küünarvarreluu murru kinnine paigaldamine; muu koht";1.1.2003
NCJ10;"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; küünarluu proksimaalne osa";1.1.2003
NCJ11;"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; küünarluu keskosa";1.1.2003
NCJ12;"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; küünarluu distaalne osa";1.1.2003
NCJ13;"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; kodarluu proksimaalne osa";1.1.2003
NCJ14;"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; kodarluu keskosa";1.1.2003
NCJ15;"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; kodarluu distaalne osa";1.1.2003
NCJ16;"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; küünarluu keskosa ja kodarluu";1.1.2003
NCJ17;"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; kodarluu distaalne osa ja küünarluu";1.1.2003
NCJ18;"Küünarliigese- või küünarvarreluu murru lahtine paigaldamine; muu koht";1.1.2003
NCJ20;"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; küünarluu proksimaalne osa";1.1.2003
NCJ21;"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; küünarluu keskosa";1.1.2003
NCJ22;"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; küünarluu distaalne osa";1.1.2003
NCJ23;"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; kodarluu proksimaalne osa";1.1.2003
NCJ24;"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; kodarluu keskosa";1.1.2003
NCJ25;"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; kodarluu distaalne osa";1.1.2003
NCJ26;"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; küünarluu keskosa ja kodarluu";1.1.2003
NCJ27;"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; kodarluu distaalne osa ja küünarluu";1.1.2003
NCJ28;"Küünarliigese- või küünarvarreluu murru väline fiksatsioon; muu koht";1.1.2003
NCJ30;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; küünarluu proksimaalne osa";1.1.2003
NCJ31;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; küünarluu keskosa";1.1.2003
NCJ32;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; küünarluu distaalne osa";1.1.2003
NCJ33;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; kodarluu proksimaalne osa";1.1.2003
NCJ34;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; kodarluu keskosa";1.1.2003
NCJ35;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; kodarluu distaalne osa";1.1.2003
NCJ36;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; küünarluu keskosa ja kodarluu";1.1.2003
NCJ37;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; kodarluu distaalne osa ja küünarluu";1.1.2003
NCJ38;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon bioimplantaadiga; muu koht";1.1.2003
NCJ40;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; küünarluu proksimaalne osa";1.1.2003
NCJ41;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; küünarluu keskosa";1.1.2003
NCJ42;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; küünarluu distaalne osa";1.1.2003
NCJ43;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; kodarluu proksimaalne osa";1.1.2003
NCJ44;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; kodarluu keskosa";1.1.2003
NCJ45;"Küünarliigese- või küünarvarreluu murru sisemine fiksatsioon traadi, varda, lingu või nõelaga; kodarluu distaalne osa";1.1.2003
