Copyright, Sundhedsstyrelsen
Sundhedsstyrelsens SKS-koder opdateres månedligt.
Dette udtræk modsvarer opdateringen d 01/04-2004 15:15:02.

"Kode";"Tekst"
"BWAA60";"Medicingivning ved intravenøs injektion"
"BWAA61";"Medicingivn. v. intravenøs inj. gennem permanent venekateter"
"BWAA62";"Medicingivning ved intravenøs infusion"
"BWAA7";"Medicingivning i kropshulrum"
"BWAA70";"Medicingivning ved intrathekal injektion"
"BWAA71";"Medicingivning ved intraspinal injektion"
"BWAA72";"Installatio epiduralis"
"BWAA73";"Medicingivning ved intraperitoneal injektion"
"BWAA74";"Medicingivning ved intraartikulær injektion"
"BWAA8";"Medicingivning på anden specifiseret måde"
"BWAA80";"Medicingivning via pumpe"
"BWD";"Medicinadministration"
"BWDA";"Recepter"
"BWDA0";"Receptudstedelse"
"BWDA00";"Receptfornyelse"
"BWDA01";"Telefonisk receptudstedelse"
"BWDB";"Medicinudlevering som led i behandling"
"BWDB0";"Udlevering af medicin"
"BWDB00";"Udlevering af medicin til akut brug"
"BWDB01";"Udlevering af medicin som led i spec. behandling"
"BWDB02";"Udlevering af medicin som led i kontroll.forsøg"
"BWDC";"Ophældning mm. af medicin"
"BWDC0";"Doseret ophældning af medicin"
"BWDC00";"Ophældning af medicin i engangsdosis"
"BWDC01";"Ophældning af medicin i doseringsæske til et døgn"
"BWDC02";"Ophældning af medicin i doseringsæske til en uge"
"BWDC2";"Tilsætning af medicin til infusionsvæske"
"BWDC5";"Tilsætning af medicin til peritonealdialysevæske"
"BWE";"Medikamentel behandling"
"BWF";"Interventioner ved symptombehandling af generel karakter"
"BWFA";"Symptombehandling med akupunktur"
"BWFL";"Løbetræning"
"BWG";"Strålebehandling"
"BWGA";"Simulering af strålebehandling"
"BWGA1";"Simpel simulering (ikke CT-vejledt)"
"BWGA2";"CT-vejledt dosisplanlægning"
"BWGA9";"Fremstilling af behandlingsskal"
"BWGC";"Ekstern strålebehandling"
"BWGC1";"Konventionel ekstern strålebehandling"
"BWGC2";"Stereotaktisk strålebehandling"
"BWGC21";"Cerebral stereotaktisk strålebehandling"
"BWGC22";"Stereotaktisk strålebehandling af lever"
"BWGC23";"Stereotaktisk strålebehandling af lunger"
"BWGC24";"Stereotaktisk strålebehandling af pankreas"
"BWGC29";"Stereotaktisk strålebehandling af andet organ eller væv"
"BWGC3";"Helkropsbestråling (TBI)"
"BWGC31";"Foton helkropsbestråling (foton-TBI)"
"BWGC32";"Elektron helkropsbestråling (elektron-TBI)"
"BWGC4";"Intensitetsmoduleret radioterapi (IMRT)"
"BWGE";"Brachyterapi"
"BWGE1";"Intrakavitær strålebehandling"
"BWGE2";"Interstitiel strålebehandling"
"BWGG";"Isotopterapi"
"BWGG1";"Radiojodbehandling"
"BWGG2";"Isotopterapi med ytrium"
"BWGG3";"Isotopterapi med indium"
"BWGG4";"Isotopterapi med strontium"
"BWGG9";"Isotopterapi med anden isotop"
"BWH";"Særlige medicinske behandlinger og behandlingsprincipper"
"BWHA";"Cytostatisk behandling"
"BWHA1";"Basis cytostatisk behandling"
"BWHA101";"Behandling med treosulfan"
"BWHA102";"Behandling med doxorubicin"
"BWHA103";"Behandling med epirubicin"
"BWHA104";"Behandling med mitoxantron"
"BWHA105";"Behandling med cyclofosfamid"
"BWHA106";"Behandling med ifosfamid"
"BWHA107";"Behandling med cisplatin"
"BWHA108";"Behandling med oxaliplatin"
"BWHA109";"Behandling med carboplatin"
"BWHA110";"Behandling med 5-fluorouracil"
"BWHA111";"Behandling med etoposid"
"BWHA112";"Behandling med carboplatin+etoposid"
"BWHA113";"Behandling med vinorelbin"
"BWHA114";"Behandling med gemcitabin"
"BWHA115";"Behandling med methotrexat"
"BWHA116";"Behandling med fludarabin"
"BWHA117";"Behandling med cyclofosfamid+methotrexat+5-fluorouracil (CMF)"
"BWHA118";"Behandling med cyclofosfamid+epirubicin+5-fluorouracil (CEF)"
"BWHA119";"Behandling med CHOP"
"BWHA120";"Behandling med MIME"
"BWHA121";"Behandling med actinomycin-D"
"BWHA122";"Behandling med actinomycin-D+methotrexat"
"BWHA123";"Behandling med capecitabin"
"BWHA124";"Behandling med ftorafur (UFT)"
"BWHA125";"Behandling med hexalen"
"BWHA126";"Behandling med cisplatin+vinorelbine"
"BWHA127";"Behandling med carboplatin+vincristin+etoposid"
"BWHA128";"Behandling med cisplatin+gemcitabin"
"BWHA129";"Behandling med carboplatin+gemcitabin"
"BWHA130";"Behandling med carboplatin+methotrexat+vinblastin"
"BWHA131";"Behandling med vinblastin+epirubicin"
"BWHA132";"Behandling med cisplatin+5-fluorouracil"
"BWHA133";"Behandling med cisplatin+etoposid+BCNU"
"BWHA134";"Behandling med COP"
"BWHA135";"Behandling med VCR"
"BWHA136";"Behandling med M2"
"BWHA137";"Behandling med NOP"
"BWHA138";"Behandling med BEACOPP"
"BWHA140";"Behandling med cisplatin+etoposid"
"BWHA141";"Behandling med tegafur/uracil"
"BWHA142";"Behandling med tegafur/uracil+mitomycin"
"BWHA143";"Behandling med cyclofosfamid+adriamycin+vincristin (CAV)"
"BWHA144";"Behandling med cyclofosfamid+doxorubicin+vincristin"
"BWHA145";"Behandling med darcarbazin"
"BWHA146";"Behandling med 5-fluorouracil+doxorubicin"
"BWHA150";"Behandling med bleomycin"
"BWHA2";"Kompleks cytostatisk behandling"
"BWHA201";"Behandling med cisplatin+etoposid+bleomycin"
"BWHA202";"Behandling med paclitaxel"
"BWHA203";"Behandling med carboplatin+paclitaxel"
"BWHA204";"Behandling med pacliatxel+epirubicin"
"BWHA205";"Behandling med paclitaxel+capecitabin"
"BWHA206";"Behandling med cisplatin+gemcitabin+paclitaxel"
"BWHA207";"Behandling med paclitaxel+cisplatin+etoposid+bleomycin"
"BWHA208";"Behandling med docetaxel"
"BWHA209";"Behandling med cisplatin+docetaxel"
"BWHA210";"Behandling med docetaxel+epirubicin"
"BWHA211";"Behandling med docetaxel+gemcitabin"
"BWHA212";"Behandling med irinotecan"
"BWHA213";"Behandling med topotecan"
"BWHA214";"Behandling med topotecan+cisplatin+etoposid+carboplatin"
"BWHA215";"Behandling med temozolomid"
"BWHA216";"Behandling med VAD"
"BWHA217";"Behandling med fludarabin i forb. m. helkropsbestråling (konditionering)"
"BWHA218";"Behandling med cyklofosfamid (med forceret alkaliniseret diurese)"
"BWHA219";"Behandling med methotrexat (med forceret alkaliniseret diurese)"
"BWHA221";"Behandling med rituximab+CHOP (R-CHOP)"
"BWHA222";"Behandling med capecitabin+oxaliplatin"
"BWHA223";"Behandling med oxaliplatin+capecitabin+epirubicin"
"BWHA224";"Behandling med cisplatin+carboplatin+bleomycin"
"BWHA225";"Behandling med cisplatin+irinotecan"
"BWHA226";"Behandling med cisplatin+topotecan"
"BWHA231";"Behandling med 5-fluorouracil+oxaliplatin"
"BWHA232";"Behandling med 5-fluorouracil+doxorubicin"
"BWHA233";"Behandling med 5-fluorouracil+irinotecan"
"BWHA235";"Behandling med gemcitabin+paclitaxel"
"BWHA236";"Behandling med gemcitabin+capecitabin"
"BWHA237";"Behandling med doxorubicin (liposomal)"
"BWHA238";"Behandling med carboplatin+gemcitabin+paclitaxel"
"BWHA250";"Behandling med doxorubicin (Caelyx)"
"BWHA3";"Behandling med højdosis cytostatika"
"BWHA30";"Højdosis cytostatisk behandling"
"BWHA301";"Behandling med højdosis Ara-C"
"BWHA302";"Behandling med mitoxantron+Ara-C"
"BWHA303";"Behandling med daunorubicin+Ara-C (""3+7"" og ""2+5"")"
"BWHA304";"Behandling med FLAG-Idarubicin"
"BWHA305";"Behandling med mAMSA+etoposid"
"BWHA306";"Behandling med højdosis etoposid"
"BWHA307";"Behandling med Codox M"
"BWHA308";"Behandling med IVAC"
"BWHA309";"Behandling med højdosis melfalan (konditionering)"
"BWHA31";"Konditionering til behandling med stamcellestøtte"
"BWHA310";"Behandling med BEAM (konditionering)"
"BWHA311";"Behandling med cyklofosfamid i forb. m. helkropsbestråling (konditionering)"
"BWHA312";"Behandling med busulfex+cyklofosfamid (konditionering)"
"BWHA32";"Konditionering til minitransplantation"
"BWHA4";"Specifik cytostatisk behandling"
"BWHA41";"Behandling med imatinib"
"BWHB";"Behandling med biologisk modificerende stoffer"
"BWHB1";"Behandling med interferoner"
"BWHB10";"Behandling med alfa-interferon"
"BWHB10A";"Behandling med interferon alfa-2A"
"BWHB10B";"Behandling med interferon alfa-2B"
"BWHB11";"Behandling med beta-interferon"
"BWHB2";"Behandling med interleukiner"
"BWHB20";"Behandling med interleukin-2"
"BWHB28";"Behandling med andet interleukin"
"BWHB3";"Beh.m.biologisk modific.stof m.indvirk.p.myoloide forstadier"
"BWHB30";"Behandling med retinoider"
"BWHB31";"Behandling med STI"
"BWHB4";"Beh m biologisk modific. stof m indvirk på knogleresorption"
"BWHB40";"Behandling med bisfosfonat"
"BWHB8";"Behandling med andre biologisk modificerende stoffer"
"BWHB81";"Behandling med thalidomid"
"BWHC";"Hormonel/antihormonel antineoplastisk behandling"
"BWK";"Pædagogiske interventioner med relation til div. behandling"
"BWKA";"Instruktion i medicintagning"
"BWKB";"Oplæring i injektionsteknik"
"BZ";"Tillægskoder til Behandlings- og Plejeklassifikationen"
"BZA";"Administrationsvej for lægemidler"
"BZAA";"via det perifere nervesystem"
"BZAA0";"epiduralt"
"BZAA1";"intrathekalt"
"BZAA2";"perineuralt"
"BZAC";"via øjet"
"BZAC0";"okulært"
"BZAC1";"intraokulært"
"BZAC2";"retrobulbært"
"BZAC3";"subkonjunktivalt"
"BZAD";"via næse og øre"
"BZAD0";"nasalt"
"BZAD1";"aurikulært"
"BZAD2";"endosinusialt"
"BZAE";"i mundhulen"
"BZAE0";"oralt"
"BZAE1";"oromukosalt"
"BZAE2";"dentalt"
"BZAE3";"gingivalt"
"BZAF";"i hjertet"
"BZAF0";"intrakardialt"
"BZAF1";"intrakoronart"
"BZAG";"via luftveje"
"BZAG0";"inhalation"
"BZAG00";"inhalation med spray"
"BZAG2";"endotrakeopulmonal installation"
"BZAG3";"intrapleuralt"
"BZAJ";"via gastrointestinalkanalen"
"BZAJ0";"peroralt"
"BZAJ1";"rektalt"
"BZAJ2";"gastrointestinal installation"
"BZAJ3";"intraperitonealt"
"BZAK";"via urinveje"
"BZAK0";"uretralt"
"BZAK1";"intravesikalt"
"BZAL";"via kvindelige kønsorganer eller fosterhinder"
"BZAL0";"vaginalt"
"BZAL1";"intrauterint"
"BZAL2";"endocervikalt"
"BZAL3";"intraamnionalt"
"BZAL4";"intracervikalt"
"BZAL5";"ekstraamnionalt"
"BZAM";"via led-, sene- eller knoglehulrum"
"BZAM0";"intramuskulært"
"BZAM1";"intraartikulært"
"BZAM2";"periartikulært"
"BZAM3";"intrabursalt"
"BZAM4";"intradiskalt"
"BZAM5";"intrasternalt"
"BZAN";"via blod- eller lymfekar"
"BZAN0";"intravenøst"
"BZAN1";"intraarterielt"
"BZAN2";"intralymfatisk"
"BZAQ";"via huden"
"BZAQ0";"kutant"
"BZAQ1";"intrakutant"
"BZAQ2";"subkutant"
"BZAQ3";"transdermalt"
"BZAQ4";"subkutant depot"
"BZAX";"indgift andre veje"
"BZAX0";"intrakavernalt"
"BZAX1";"intralæsionalt"
"BZC";"Administrationsmængde af lægemiddel"
"BZCB";"administration af lægemiddel som portion"
"BZCB1";"antal portioner"
"BZF";"behandlingsform"
"BZFA";"behandling på hold"
"BZFA00";"hjertehold"
"BZFA01";"lungehold"
"BZFA02";"mammahold"
"BZFA03";"RIB-træningshold"
"BZFA04";"hemiplegihold"
"BZFA05";"osteoporosehold"
"BZFA06";"bækkenløsningshold"
"BZFA07";"bækkenbundshold"
"BZFA08";"hoftealloplastikhold"
"BZFA09";"amputationshold"
"BZFA10";"knæhold"
"BZFA11";"knæalloplastikhold"
"BZFA12";"korsbåndsplastikhold"
"BZFA13";"korsbåndslæsionshold"
"BZFA14";"svangrehold"
"BZFA15";"efter fødselshold"
"BZFA16";"geriatrisk hold"
"BZFA17";"ADL-hold"
"BZFA18";"skulderhold"
"BZFB";"gruppebehandling"
"BZFB0";"behandling i gruppe"
"BZFB00";"behandling i blandet gruppe"
"BZFB1";"behandling i familiegruppe"
"BZFB10";"behandling i familiegruppe med børn"
"BZFB11";"behandling sammen med flere familiegrupper inkl børn"
"BZFC";"behandling i skole"
"BZFC0";"astmaskole"
"BZFC1";"gigtskole"
"BZFC2";"rygskole"
"BZFC3";"diabetesskole"
"BZFC4";"nyreskole"
"BZFD";"individuel behandling"
"BZFD0";"patient alene"
"BZFD1";"patient og pårørende"
"BZFD2";"patient og andet behandlingspersonale"
"BZFD3";"patient og netværksperson"
"BZFD4";"patient og arbejdspladsrepræsentant"
"BZFD8";"to behandlere om samme procedure"
"BZFD89";"flere behandlere om samme procedure"
"BZFD9";"pårørende uden patient"
"BZFE";"behandling af par"
"BZP";"Behandlingsprincip"
"BZPA";"ABC-koncept"
"BZPA0";"bobath-koncept"
"BZPB";"craniosacralterapi"
"BZPC";"danseterapi"
"BZPD";"janda-koncept"
"BZPE";"Kaltenborn-koncept"
"BZPF";"labanprincip-koncept"
"BZPG";"Maitland mobiliseringsteknik"
"BZPH";"McKenzie-koncept"
"BZPJ";"motor control-koncept"
"BZPK";"motorisk udvikling-koncept"
"BZPL";"MTT, medicinsk træningsterapi"
"BZPM";"Petö"
"BZPN";"PNF (proprioceptiv neuromuskulær facilitering)"
"BZPP";"trille-krybe-kravle-koncept"
"BZT";"Behandlingsteknik"
"BZTB";"ANT-teknik (Abnormal Neural Tension)"
"BZTC";"bassintræning"
"BZTC0";"selvstændig bassintræning"
"BZTC1";"individuel assisteret bassintræning"
"BZTC2";"hold-bassintræning"
"BZTD";"MET-teknik (muscle-energy-technique)"
"BZTE";"MFR-teknik (myofascial release)"
"BZTF";"mobiliseringsteknik (high-velocity-trust)"
"BZTG";"sport, boldspil"

