Kode	Tekst
KGEC03	Excisio probatoria thymii endoscopica percutanea
KGEC10	Resectio thymii, transcervicalis
KGEC13	Resectio thymii, transsternalis
KGEC14	Torakoskopisk resektion af thymus
KGEC16	Resectio thymii endoscopica percutanea
KGEC20	Thymectomia transcervicalis
KGEC23	Thymectomia transsternalis
KGEC24	Torakoskopisk tymektomi
KGEC26	Thymectomia endoscopica percutanea
KGEC96	Operation på thymus, anden
KGEC97	Anden torakoskopisk operation på thymus
KGEW	Andre operationer på mediastinum
KGEW99	Operation på mediastinum, anden
KGW	Reopr. for postopr. kompl. efter opr. på brystvæg, pleura, mediastinum, diafragma, trachea, b
KGWA	Sutur ved sårruptur efter thoraxkirurgisk operation
KGWA00	Sutur ved sårruptur efter operation i thorax
KGWB	Reop.for overflad.sårinfektion eft. thoraxkirurgisk operat.
KGWB00	Reoperation for overfladisk sårinfektion efter op. i thorax
KGWC	Reoperation for dyb infektion eft. thoraxkirurgisk operatio
KGWC00	Reoperation for dyb infektion efter operation i thorax
KGWC01	Reop. for infektion efter op. i thorax, perkutan endoskopis
KGWD	Reoperat. for overfladisk blødning eft. thoraxkirurgisk op.
KGWD00	Reoperation for overfladisk blødning efter op. i thorax
KGWE	Reoperation for dyb blødning efter thoraxkirurgisk operatio
KGWE00	Reoperation for dyb blødning efter operation i thorax
KGWE01	Reop. for blødning efter op. i thorax, perkutan endoskopisk
KGWE02	Rømning af subkutant hæmatom
KGWF	Reop. for sutur/anastomoseinsuffic. eft. thoraxkirurgisk op
KGWF00	Reop. for sut/anastomoseinsufficiens eft operation i thorax
KGWF01	Reop. for sut/anast.insuff eft op. i thorax, perkutan endos
KGWW	Anden reoperation efter thoraxkirurgisk operation
KGWW96	Reoperation efter operation i thorax, anden
KGWW97	Reop. efter operation i thorax, anden perkutan endoskopisk
KGWW98	Reop. efter op. i thorax, anden transluminal endoskopisk
KH	Operationer på mammae
KHA	Operationer på mammae
KHAA	Biopsi, sutur og incision af mammae
KHAA00	Incisio mammae
KHAA01	Sutura mammae
KHAA10	Excisio probatoria mammae
KHAB	Resektion af mammae
KHAB00	Excisio tumoris mammae
KHAB00A	Excisio tumoris mammae, med nålemarkering
KHAB10	Mikroductektomi af mammae
KHAB20	Excision af ductus lactiferus
KHAB30	Excisio areola/papilla mammae
KHAB40	Resectio segmentalis mammae
KHAB99	Resektion af mammae, anden
KHAC	Mastektomi
KHAC10	Mastectomia subcutanea med bevarelse af papillae mammae
KHAC15	Mastectomia subcutanea inkl. excision af papillae mammae
KHAC20	Mastektomi, total
KHAC25	Mastektomi, radikal
KHAC30	Excision af abberrant brystkirtel
KHAC99	Mastektomi, anden
KHAD	Korrigerende operationer på mammae
KHAD00	Augmentatio mammae
KHAD10	Augmentatio mammae med protese
KHAD20	Liposuctio mammae
KHAD30	Reductio mammae cum transpositione areolae
KHAD35	Reductio mammae cum transplantatione areolae
KHAD40	Operatio pro ptosi mammae
KHAD45	Operatio pro inversione papillae mammae
KHAD50	Amotio prostheseos mammae
KHAD55	Incisio capsulae periprostheticae mammae
KHAD60	Udskiftning af brystimplantat
KHAD99	Korrigerende  operation på mammae, anden
KHAD99A	Korrektion af modsidige bryst efter mammarekonstruktion
KHAE	Rekonstruktion af mammae
KHAE00	Rekonstruktion af mamma med protese
KHAE05	Rekonstruktion af mamma med bløddele og protese
KHAE10	Rekonstruktion af mamma med graft eller lap
KHAE20	Rekonstr. af areola/papilla mammae m lap/hudtransplantat
KHAE25	Mammiltatovering
KHAE99	Rekonstruktion af mammae, anden
KHAE99A	Korrektion af rekonstrueret bryst
KHAF	Operationer ved lokalrecidiv af mammacancer
KHAF00	Excision af mammacancerrecidiv, lokal
KHAF10	Rekonstr. eft excision af mammacancerrecidiv m hudtransplan
KHAF20	Rekonstruktion eft excision af mammacancerrecidiv m protese
KHAF99	Operation, lokalrecidiv af mammacancer, anden
KHW	Reoperationer ved operationer på mammae
KHWA	Sutur af sårruptur efter mammaoperation
KHWA00	Sutur af sårruptur efter mammaoperation
KHWB	Reop. for overfladisk sårinfektion efter mammaoperation
KHWB00	Reoperation, overfladisk sårinfektion efter mammaoperation
KHWC	Reoperation for dyb infektion efter mammaoperation
KHWC00	Reoperation, dyb infektion efter mammaoperation
KHWD	Reoperation for overfladisk blødning efter mammaoperation
KHWD00	Reoperation, overfladisk blødning efter mammaoperation
KHWE	Reoperation for dyb blødning efter mammaoperation
KHWE00	Reoperation, dyb blødning efter mammaoperation
KHWF	Reop. for anastomosesuturinsufficiens efter mammaoperation
KHWF00	Reoperation, anastomosesuturinsuff. efter mammaoperation
KHWW	Anden reoperation efter mammaoperation
KHWW99	Reoperation efter mammaoperation, anden
KJ	Operationer på fordøjelsesorganer og milt
KJA	Operationer på bugvæg, peritoneum, mesenterium og oment
KJAA	Lokale operationer på bugvæggen
KJAA00	Incisio parietis abdominis
KJAA00A	Drænage af peritonealhule, perkutan
KJAA10	Excision af tumor i bugvæg
KJAA11	Excisio probatoria parietis abdominis laparoscopica
KJAA96	Operation på bugvæg, anden lokal
KJAA97	Operation på bugvæg, anden laparoskopisk lokal
KJAB	Operationer for hernia inguinalis
KJAB00	Herniotomia ingvinalis
KJAB10	Herniotomia inguinalis med plastik
KJAB11	Herniotomia ingvinalis laparoscopica
KJAB20	Herniotomia ingvinalis cum transplantatione fasciae
KJAB30	Herniotomia ingvinalis cum implantatione protheseos
KJAB40	Laparotomi med bugvægsplastik ved inguinalt hernie
KJAB96	Herniotomia inguinalis aliae
KJAB97	Herniotomia inguinalis aliae laparoscopica
KJAC	Operationer for hernia femoralis
KJAC10	Herniotomia femoralis
KJAC11	Herniotomia femoralis laparoscopica
KJAC30	Herniotomia femoralis med protese
KJAC40	Herniotomia femoralis med bugvægsplastik
KJAC96	Herniotomia femoralis aliae
KJAC97	Herniotomia femoralis aliae laparoscopica
KJAD	Operationer for cicatricielle hernier
KJAD10	Herniotomia cicatricialis
KJAD20	Herniotomia cicatricialis cum transplantatione fasciae
KJAD30	Herniotomia cicatricialis cum implantatione protheseos
KJAD96	Herniotomia cicatricialis aliae
KJAD97	Herniotomia cicatricialis laparoscopica
KJAE	Operationer for hernia epigastrica
KJAE10	Herniotomia epigastrica
KJAF	Operationer for hernia umbilicalis
KJAF10	Herniotomia umbilicalis
KJAF20	Herniotomia umbilicalis cum transplantatione fasciae
KJAF30	Herniotomia umbilicalis cum implantatione prostheseos
KJAF96	Herniotomia umbilicalis aliae
KJAF97	Herniotomia umbilicalis laparoscopica
KJAG	Operationer for andre typer brok og bugvægsdefekter
KJAG00	Herniotomia aliae
KJAG01	Herniotomia aliae laparoscopica
KJAG10	Operation for gastroschisis
KJAG20	Operation for omphalocele
KJAG30	Bugvægsrekonstruktion med transplantat
KJAG60	Bugvægsrekonstruktion med protese
KJAG70	Korrektion af rectusdiastase
KJAG96	Operation for andre typer brok og bugvægsdefekter, anden
KJAH	Laparotomi eller thoracolaparotomi, laparoskopi
KJAH00	Laparotomia explorativa
KJAH01	Laparoscopia
KJAH01A	Laparoskopi med biopsi uden specifikation
KJAH20	Eksplorativ laparotomi m systematiserede lymfeknudebiopsier
KJAH21	Laparoskopi med systematiserede lymfeknudebiopsier
KJAH24	Second look-operation, laparoskopisk
KJAH30	Laparostomia
KJAH33	Laparostomi, åbning af
KJAH40	Thoracolaparotomia explorativa
KJAH50	Laporotomi m implant./fleksible applikatorer t. stråleterapi
KJAH51	Laporoskopisk implant./fleksible applikatorer t.stråleterapi
KJAH96	Laparotomia aliae
KJAJ	Drænage af bækkenabsces til rectum
KJAJ00	Incision og drænage af bækkenabsces per rectum
KJAK	Peritoneal drænage og lavage
KJAK00	Laparotomi og drænage af bughule
KJAK01	Laparoskopisk drænage af bughule
KJAK03	Laparotomi og peritoneal lavage
KJAK04	Laparoskopi og peritoneal lavage
KJAK10	Laparotomi med indlæggelse af kateter til peritonealdialyse
KJAK11	Laparoskopisk indlæggelse af kateter til peritonealdialyse
KJAK13	Laparotomi med omlejring af kateter til peritonealdialyse
KJAK14	Laparoskopisk omlejring af kateter til peritonealdialyse
KJAL	Biopsia et excisio peritonei
KJAL00	Excisio probatoria peritonei
KJAL01	Excisio probatoria peritonei laparoscopica
KJAL10	Amotio corporis alieni peritonei
KJAL11	Amotio corporis alieni peritonei laparoscopica
KJAL20	Excisio tumoris peritonei
KJAL21	Excisio tumoris peritonei laparoscopica
KJAL30	Omentectomia
KJAL31	Omentectomia laparoscopica
KJAL96	Excisio tumoris peritonei aliae
KJAL97	Excisio tumoris peritonei aliae laparoscopica
KJAM	Transpositioner af oment og mesenterium
KJAM00	Transpositio omenti
KJAM10	Operatio pro malrotatio intestini
KJAN	Peritovenøse shuntoperationer
KJAN00	Peritovenøs shunt, anlæggelse af
KJAN10	Peritovenøs shunt, revision af
KJAN20	Peritovenøs shunt, fjernelse af
KJAP	Adhærenceløsninger i bughulen
KJAP00	Adhærenceløsning i bughulen
KJAP01	Laparoskopisk adhærenceløsning i bughulen
KJAW	Andre operat. på bugvæg, peritoneum, mesenterium og oment
KJAW96	Op. på bugvæg, peritoneum, mesenterium eller oment, anden
KJAW97	Op. på bugvæg, perit, mesent. el oment, anden laparoskopisk
KJB	Opr. på diafragmaregionen og ved gastro-oesophageal reflux
KJBA	Lokale operat. på diafragma ved laparotomi og laparoskopi
KJBA00	Sutura ruptura diafragmatis transabdominalis
KJBA01	Sutura ruptura diafragmatis laparoscopica
KJBA10	Excisio probatoria diafragmatis transabdominalis
KJBA11	Excisio probatoria diafragmatis laparoscopica
KJBB	Operationer ved hernia diafragmatica
KJBB00	Herniotomia paraoesophagealis
KJBB01	Herniotomia paraoesophagealis laparoscopica
KJBB10	Herniotomi ved kongenit diafragmahernie
KJBB11	Herniotomia diafragmatis congenita laparoscopica
KJBB96	Herniotomia diafragmatis (anden type)
KJBB97	Herniotomia diafragmatis aliae laparoscopica
KJBC	Operationer ved gastro-oesophageal reflux
KJBC00	Gastro-oesophageal antirefluxoperation
KJBC01	Gastro-oesophageal antirefluxoperation, laparoskopisk
KJBC02	Gastro-oesophageal antirefluxoperation, endoskopisk
KJBW	Andre transabdom. op. på diafragmaregion og ved G-O-reflux
KJBW96	Op. diafragmareg ved gastro-oesoph. reflux, anden transabdo
KJBW97	Op. diafragmareg ved gastro-oesoph. reflux, anden laparosko
KJC	Operationer på oesophagus
KJCA	Lokale operationer på oesophagus
KJCA00	Oesophagotomia
KJCA01	Excisio tumoris oesophagi endoscopica
KJCA05	Polypectomia oesophagi endoscopica
KJCA08	Amotio corporis alieni oesophagi endoscopica
KJCA20	Ligatur af øsofagusvaricer
KJCA22	Endoskopisk ligatur af øsofagusvaricer
KJCA32	Injektionsbehandling/skleroterapi i oesophagus, endoskopisk
KJCA35	Kontaktkoagulation i oesophagus, endoskopisk
KJCA38	Laserterapi i oesophagus, endoskopisk
KJCA52	Op. med diatermi eller varme i oesophagus, andet endoskopis
KJCA55	Dilatation af oesophagus/oesophagusanastomose, endoskopisk
KJCA55A	Dilatation af esophagus med selvekspanderende stent
KJCA60	Excisio diverticulum oesophagi transcervicalis
KJCA96	Operation, oesophagus, anden lokal
KJCA97	Op. på oesophagus, anden lokal laparoskopisk/thoracoskopisk
KJCA98	Operation, oesophagus, anden lokal endoskopisk
KJCB	Oesophagostomi
KJCB00	Oesophagostomia
KJCB01	Oesophagostomia laparoscopica/thoracoscopica
KJCC	Resektion af oesophagus
KJCC00	Resectio oesophagi transhiatalis
KJCC10	Resectio oesophagi transthoracalis
KJCC11	Resectio oesophagi, torakoskopisk assisteret
KJCC12	Resectio oesophagi endoscopica
KJCC20	Resectio oesophagi c interpositione intestini transhiatalis
KJCC30	Resectio oesophagi transthor. cum interpositione intestini
KJCC96	Resektion af oesophagus, anden
KJCD	Oesophagus-anastomose uden resektion
KJCD00	Oesophago-oesophagostomia subcutanea
KJCD03	Oesophago-oesophagostomia subcutanea cum interpos. intestin
KJCD10	Oesophago-oesophagostomia subcutanea intrathoracalis
KJCD11	Oesophago-oesophagostomia laparoskopisk/thoracoscopica
KJCD13	Oesophago-oesophagostomia intrathor. c interpos. intestini
KJCD20	Transsectio oesophagei
KJCD96	Oesophagus-anastomose uden resektion, anden
KJCD97	Oesophagus-anastomose uden resektion, anden endoskopisk
KJCE	Rekonstruktive operationer på oesophagus
KJCE00	Oesophagorrhaphia
KJCE01	Oesophagorrhaphia endoscopica
KJCE10	Operatio plastica pro stenosis cardiae
KJCE20	Cardiomyotomia
KJCE21	Cardiomyotomia laparoscopica
KJCE30	Operation for oesophagusatresi eller kongenit stenose
KJCE30A	Operation for oesophagusatresi
KJCE30B	Operation for kongenit oesophagusstenose
KJCE33	Lukning af erhvervet tracheo- el broncho-oesophageal fistel
KJCE40	Reconstructio oesophagi med transplantat
KJCE50	Reconstructio oesophagi med frit mikrovaskulært transplanta
KJCE96	Rekonstruktiv operation på oesophagus, anden
KJCE97	Rekonstruktiv operation på oesophagus, anden endoskopisk
KJCF	Nedlæggelse af oesphagustube
KJCF00	Tubulatio oesophagi
KJCF12	Tubulatio oesophagi endoscopica
KJCW	Andre operationer på oesophagus
KJCW96	Operation på oesophagus, anden
KJCW97	Operation på oesophagus, anden laparoskopisk/thoracoskopisk
KJCW98	Operation på oesophagus, anden transluminal endoskopisk
KJD	Operationer på ventrikel og duodenum
KJDA	Gastrotomi og lokale operationer på ventriklen
KJDA00	Gastrotomia
KJDA05	Polypectomia ventrikuli endoscopica
KJDA08	Amotio corporis alieni ventriculi endoscopica
KJDA22	Ligatura varices fundus ventriculi endoscopica
KJDA32	Inj.beh./skleroterapi i ventrikel og pylorus, endoskopisk
KJDA35	Kontaktkoagulation i ventrikel og pylorus, endoskopisk
KJDA38	Laserterapi i ventrikel og pylorus, endoskopisk
KJDA42	Hæmostatisk procedure i ventrikel/pylorus, anden endoskopis
KJDA52	Op. i ventr/pylorus m diatermi/varme, anden endoskop. lokal
KJDA55	Dilatation af ventrikel/pylorus/ventrikelanast, endoskopisk
KJDA60	Gastrorrhaphia
KJDA61	Gastrorrhaphia endoscopica
KJDA63	Excisio tumoris ventriculi
KJDB	Gastrostomi
KJDB00	Gastrostomia
KJDB01	Gastrostomia laparoscopica
KJDB10	Gastrostomia percutanea
KJDB10A	Gastrostomia percutanea m. jejunalsonde
KJDB10B	Gastrostomia percutanea endoscopica
KJDB10C	Gastrostomia percutanea, ultralydsvejledt
KJDC	Resectio ventriculi
KJDC00	Resectio ventriculi cum gastroduodenostomia, Billroth I
KJDC10	Resectio ventriculi cum gastrojejunostomia, Billroth II
KJDC11	Resectio ventriculi cum gastrojejenostomia laparoscopica
KJDC20	Resectio ventriculi cum gastrojejunostomia a.m. Roux
KJDC30	Resectio ventriculi cum interpositione jejuni
KJDC40	Resectio ventriculi et oesophagogastrostomia
KJDC96	Resectio ventriculi aliae
KJDC97	Resectio ventriculi aliae laparoscopica
KJDD	Gastrectomia
KJDD00	Gastrectomia et oesophagojejunostomia a.m. Roux
KJDD99	Gastrectomia aliae
KJDE	Ventrikelanastomose uden samtidig resektion
KJDE00	Gastrojejunostomia
KJDE01	Gastrojejunostomia laparoscopica
KJDE10	Konvertering af gastrojejunostomi til Roux anastomose
KJDE20	Konvertering, gastrojejunostomi til gastroduodenostomi
KJDE99	Ventrikelanastomose uden samtidig resektion
KJDF	Volumenindskrænkende operationer på ventriklen
KJDF00	Gastroplastik
KJDF01	Gastroplastica laparoscopica
KJDF10	Gastric bypass
KJDF11	Gastric bypass, laparoskopisk
KJDF20	Gastric banding
KJDF21	Gastric banding, laparoskopisk
KJDF32	Indføring af ekspand. fremmedleg. i ventriklen, endoskopisk
KJDF96	Volumenindskrænkende operation på ventriklen, anden
KJDF97	Volumenindskrænkende op. på ventriklen, anden laparoskopisk
KJDF98	Volumenindskrænkende op. på ventriklen, anden gastroskopisk
KJDG	Vagotomi
KJDG00	Vagotomia truncalis
KJDG01	Vagotomia truncalis laparoscopica/thoracoscopica
KJDG10	Vagotomia proximalis gastrica
KJDG11	Vagotomia proximalis gastrica laparoscopica
KJDG96	Vagotomia alia
KJDG97	Vagotomia aliae laparoscopica
KJDH	Operationer på pylorus og bulbus duodeni
KJDH00	Duodenotomia
KJDH05	Polypektomi duodeni endoscopica
KJDH08	Amotio corporis alieni duodeni endoscopica
KJDH15	Injektionsbehandling/skleroterapi i duodenum, endoskopisk
KJDH18	Kontaktkoagulation i duodenum, endoskopisk
KJDH22	Laserterapi i duodenum, endoskopisk
KJDH25	Hæmostatisk procedure i duodenum, anden ndoskopisk
KJDH28	Op. i duodenum m diatermi el varme, anden endoskopisk lokal
KJDH32	Dilatatio duodeni endoscopica
KJDH32A	Endoskopisk dilatation af duodenum m. selvekspand. stent.
KJDH40	Duodenostomia bulbus duodeni
KJDH41	Duodenostomia bulbus duodeni laparoscopica
KJDH50	Excision af tumor i bulbus duodeni
KJDH60	Pyloromyotomia
KJDH61	Pyloromyotomia laparoscopica
KJDH63	Pylorusplastik
KJDH70	Duodenorrhaphia
KJDH71	Duodenorrhaphia laparoscopica
KJDW	Andre operationer på ventrikel og bulbus duodeni
KJDW96	Operation på ventrikel og duodenum, anden
KJDW97	Operation på ventrikel og duodenum, anden laparoskopisk
KJDW98	Op. på ventrikel og duodenum, anden transluminal endoskopis
KJE	Operationer på appendix
KJEA	Appendectomia
KJEA00	Appendectomia
KJEA01	Appendectomia laparoscopica
KJEA10	Appendektomi med drænage
KJEW	Andre operationer på appendix
KJEW96	Operation på appendix, anden
KJEW97	Operation på appendix, anden laparoskopisk
KJF	Operationer på tyndtarm og colon
KJFA	Lokale operation på tarm
KJFA00	Enterotomia
KJFA02	Endoskopisk fjernelse af fremmedlegeme fra tyndtarm
KJFA05	Polypectomia intestinim tenuis endoscopica
KJFA10	Colotomia
KJFA12	Endoskopisk fjernelse af fremmedlegeme fra kolon
KJFA15	Polypectomia coli endoscopica
KJFA16	Biopsi af tarmvæg uden åbning af tarm
KJFA17	Excisio probatoria coli endoscopica
KJFA22	Injektion i tyndtarm, endoskopisk
KJFA25	Coagulatio intestini tenuis endoscopica
KJFA28	Laserterapi i tyndtarm, endoskopisk
KJFA32	Hæmostatisk procedure i tyndtarm, anden
KJFA35	Op. m diatermi el varme i tyndtarm, andet lokal endoskopisk
KJFA38	Dilatation af tyndtarm, endoskopisk
KJFA42	Injektion i colon, endoskopisk
KJFA45	Coagulatio coli endoscopica
KJFA48	Laserterapia coli endoscopica
KJFA52	Hæmostatisk procedure i colon, anden endoskopisk
KJFA55	Op. med diatermi ell varme i colon, anden lokal endoskopisk
KJFA58	Endoskopisk dilatation af colon
KJFA58A	Endoskopisk dilatation af colon m. selvekspand. stent
KJFA68	Koloskopisk indsættelse af protese (stent) i tyktarm
KJFA70	Enterorrhaphia
KJFA71	Enterorrhaphia laparoscopica
KJFA73	Excision af tumor i tyndtarm
KJFA74	Excisio tumoris intestini tenuis laparoscopica
KJFA76	Occlusio fistula intestini tenuis
KJFA80	Colorrhaphia
KJFA81	Colorrhaphia laparoscopica
KJFA83	Excisio tumoris coli
KJFA84	Excision af tumoris i colon, laparoskopisk
KJFA86	Occlusio fistula coli
KJFA96	Tarmoperation, anden lokal
KJFA97	Tarmoperation, anden laparoskopisk lokal
KJFA98	Tarmoperation, anden transluminal endoskopisk
KJFB	Tarmresektion
KJFB00	Resectio intestini tenuis
KJFB01	Resectio intestini tenuis endoscopica
KJFB10	Reversering af tyndtarmssegment
KJFB13	Forlængelsesplastik på tyndtarm
