V0100  Fotg„ngare skadad i kollision med cykel, fotg„ngare skadad i olycka, ej trafik-idrott
W1238  Fall p† och fr†n byggnadsst„llning-idrottsanl„ggning-andra aktiviteter
W1239  Fall p† och fr†n byggnadsst„llning-idrottsanl„ggning-ospec aktiviteter
W1240  Fall p† och fr†n byggnadsst„llning-gata-idrott
W1241  Fall p† och fr†n byggnadsst„llning-gata-lek,fritid
W1242  Fall p† och fr†n byggnadsst„llning-gata-f”rv„rvsarbete
W1243  Fall p† och fr†n byggnadsst„llning-gata-annan syssels„ttning
W1244  Fall p† och fr†n byggnadsst„llning-gata-vitalaktivitet
W1248  Fall p† och fr†n byggnadsst„llning-gata-andra aktiviteter
W1249  Fall p† och fr†n byggnadsst„llning-gata-ospec aktiviteter
W1250  Fall p† och fr†n byggnadsst„llning-serviceomr†de-idrott
W1251  Fall p† och fr†n byggnadsst„llning-serviceomr†de-lek,fritid
W1252  Fall p† och fr†n byggnadsst„llning-serviceomr†de-f”rv„rvsarbete
W1253  Fall p† och fr†n byggnadsst„llning-serviceomr†de-annan syssels„ttning
W1254  Fall p† och fr†n byggnadsst„llning-serviceomr†de-vitalaktivitet
W1258  Fall p† och fr†n byggnadsst„llning-serviceomr†de-andra aktiviteter
W1259  Fall p† och fr†n byggnadsst„llning-serviceomr†de-ospec aktiviteter
W1260  Fall p† och fr†n byggnadsst„llning-industriomr†de-idrott
W1261  Fall p† och fr†n byggnadsst„llning-industriomr†de-lek,fritid
W1262  Fall p† och fr†n byggnadsst„llning-industriomr†de-f”rv„rvsarbete
W1263  Fall p† och fr†n byggnadsst„llning-industriomr†de-annan syssels„ttning
W1264  Fall p† och fr†n byggnadsst„llning-industriomr†de-vitalaktivitet
W1268  Fall p† och fr†n byggnadsst„llning-industriomr†de-andra aktiviteter
W1269  Fall p† och fr†n byggnadsst„llning-industriomr†de-ospec aktiviteter
W1270  Fall p† och fr†n byggnadsst„llning-lantbruksomr†de-idrott
W1271  Fall p† och fr†n byggnadsst„llning-lantbruksomr†de-lek,fritid
W1272  Fall p† och fr†n byggnadsst„llning-lantbruksomr†de-f”rv„rvsarbete
W1273  Fall p† och fr†n byggnadsst„llning-lantbruksomr†de-annan syssels„ttning
W1274  Fall p† och fr†n byggnadsst„llning-lantbruksomr†de-vitalaktivitet
W1278  Fall p† och fr†n byggnadsst„llning-lantbruksomr†de-andra aktiviteter
W1279  Fall p† och fr†n byggnadsst„llning-lantbruksomr†de-ospec aktiviteter
W1280  Fall p† och fr†n byggnadsst„llning-andra omr†den-idrott
W1281  Fall p† och fr†n byggnadsst„llning-andra omr†den-lek,fritid
W1282  Fall p† och fr†n byggnadsst„llning-andra omr†den-f”rv„rvsarbete
W1283  Fall p† och fr†n byggnadsst„llning-andra omr†den-annan syssels„ttning
W1284  Fall p† och fr†n byggnadsst„llning-andra omr†den-vitalaktivitet
W1288  Fall p† och fr†n byggnadsst„llning-andra omr†den-andra aktiviteter
W1289  Fall p† och fr†n byggnadsst„llning-andra omr†den-ospec aktiviteter
W1290  Fall p† och fr†n byggnadsst„llning-ospec omr†de-idrott
W1291  Fall p† och fr†n byggnadsst„llning-ospec omr†de-lek,fritid
W1292  Fall p† och fr†n byggnadsst„llning-ospec omr†de-f”rv„rvsarbete
W1293  Fall p† och fr†n byggnadsst„llning-ospec omr†de-annan syssels„ttning
W1294  Fall p† och fr†n byggnadsst„llning-ospec omr†de-vitalaktivitet
W1298  Fall p† och fr†n byggnadsst„llning-ospec omr†de-andra aktiviteter
W1299  Fall p† och fr†n byggnadsst„llning-ospec omr†de-ospec aktiviteter
W1300  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-bostad-idrott
W1301  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-bostad-lek,fritid
W1302  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-bostad-f”rv„rvsarbete
W1303  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-bostad-annan syssels„ttning
W1304  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-bostad-vitalaktivitet
W1308  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-bostad-andra aktiviteter
W1309  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-bostad-ospec aktiviteter
W1310  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-institutionellt boende-idrott
W1311  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-institutionellt boende-lek,fritid
W1312  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-institutionellt boende-f”rv„rvsarbete
W1313  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-institutionellt boende-annan syssels„ttning
W1314  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-institutionellt boende-vitalaktivitet
W1318  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-institutionellt boende-andra aktiviteter
W1319  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-institutionellt boende-ospec aktiviteter
W1320  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-skola, offentlig lokal-idrott
W1321  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-skola, offentlig lokal-lek,fritid
W1322  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-skola, offentlig lokal-f”rv„rvsarbete
W1323  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-skola, offentlig lokal-annan syssels„ttning
W1324  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-skola, offentlig lokal-vitalaktivitet
W1328  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-skola, offentlig lokal-andra aktiviteter
W1329  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-skola, offentlig lokal-ospec aktiviteter
W1330  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-idrottsanl„ggning-idrott
W1331  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-idrottsanl„ggning-lek,fritid
W1332  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-idrottsanl„ggning-f”rv„rvsarbete
W1333  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-idrottsanl„ggning-annan syssels„ttning
W1334  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-idrottsanl„ggning-vitalaktivitet
W1338  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-idrottsanl„ggning-andra aktiviteter
W1339  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-idrottsanl„ggning-ospec aktiviteter
W1340  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-gata-idrott
W1341  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-gata-lek,fritid
W1342  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-gata-f”rv„rvsarbete
W1343  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-gata-annan syssels„ttning
W1344  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-gata-vitalaktivitet
W1348  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-gata-andra aktiviteter
W1349  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-gata-ospec aktiviteter
W1350  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-serviceomr†de-idrott
W1351  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-serviceomr†de-lek,fritid
W1352  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-serviceomr†de-f”rv„rvsarbete
W1353  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-serviceomr†de-annan syssels„ttning
W1354  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-serviceomr†de-vitalaktivitet
W1358  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-serviceomr†de-andra aktiviteter
W1359  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-serviceomr†de-ospec aktiviteter
W1360  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-industriomr†de-idrott
W1361  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-industriomr†de-lek,fritid
W1362  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-industriomr†de-f”rv„rvsarbete
W1363  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-industriomr†de-annan syssels„ttning
W1364  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-industriomr†de-vitalaktivitet
W1368  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-industriomr†de-andra aktiviteter
W1369  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-industriomr†de-ospec aktiviteter
W1370  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-lantbruksomr†de-idrott
W1371  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-lantbruksomr†de-lek,fritid
W1372  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-lantbruksomr†de-f”rv„rvsarbete
W1373  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-lantbruksomr†de-annan syssels„ttning
W1374  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-lantbruksomr†de-vitalaktivitet
W1378  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-lantbruksomr†de-andra aktiviteter
W1379  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-lantbruksomr†de-ospec aktiviteter
W1380  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-andra omr†den-idrott
W1381  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-andra omr†den-lek,fritid
W1382  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-andra omr†den-f”rv„rvsarbete
W1383  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-andra omr†den-annan syssels„ttning
W1384  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-andra omr†den-vitalaktivitet
W1388  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-andra omr†den-andra aktiviteter
W1389  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-andra omr†den-ospec aktiviteter
W1390  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-ospec omr†de-idrott
W1391  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-ospec omr†de-lek,fritid
W1392  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-ospec omr†de-f”rv„rvsarbete
W1393  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-ospec omr†de-annan syssels„ttning
W1394  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-ospec omr†de-vitalaktivitet
W1398  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-ospec omr†de-andra aktiviteter
W1399  Fall ut ur, fr†n eller genom byggnad eller byggnadskonstruktion-ospec omr†de-ospec aktiviteter
W1400  Fall fr†n tr„d-bostad-idrott
W1401  Fall fr†n tr„d-bostad-lek,fritid
W1402  Fall fr†n tr„d-bostad-f”rv„rvsarbete
W1403  Fall fr†n tr„d-bostad-annan syssels„ttning
W1404  Fall fr†n tr„d-bostad-vitalaktivitet
W1408  Fall fr†n tr„d-bostad-andra aktiviteter
W1409  Fall fr†n tr„d-bostad-ospec aktiviteter
W1410  Fall fr†n tr„d-institutionellt boende-idrott
W1411  Fall fr†n tr„d-institutionellt boende-lek,fritid
W1412  Fall fr†n tr„d-institutionellt boende-f”rv„rvsarbete
W1413  Fall fr†n tr„d-institutionellt boende-annan syssels„ttning
W1414  Fall fr†n tr„d-institutionellt boende-vitalaktivitet
W1418  Fall fr†n tr„d-institutionellt boende-andra aktiviteter
W1419  Fall fr†n tr„d-institutionellt boende-ospec aktiviteter
W1420  Fall fr†n tr„d-skola, offentlig lokal-idrott
W1421  Fall fr†n tr„d-skola, offentlig lokal-lek,fritid
W1422  Fall fr†n tr„d-skola, offentlig lokal-f”rv„rvsarbete
W1423  Fall fr†n tr„d-skola, offentlig lokal-annan syssels„ttning
W1424  Fall fr†n tr„d-skola, offentlig lokal-vitalaktivitet
W1428  Fall fr†n tr„d-skola, offentlig lokal-andra aktiviteter
W1429  Fall fr†n tr„d-skola, offentlig lokal-ospec aktiviteter
W1430  Fall fr†n tr„d-idrottsanl„ggning-idrott
W1431  Fall fr†n tr„d-idrottsanl„ggning-lek,fritid
W1432  Fall fr†n tr„d-idrottsanl„ggning-f”rv„rvsarbete
W1433  Fall fr†n tr„d-idrottsanl„ggning-annan syssels„ttning
W1434  Fall fr†n tr„d-idrottsanl„ggning-vitalaktivitet
W1438  Fall fr†n tr„d-idrottsanl„ggning-andra aktiviteter
W1439  Fall fr†n tr„d-idrottsanl„ggning-ospec aktiviteter
W1440  Fall fr†n tr„d-gata-idrott
W1441  Fall fr†n tr„d-gata-lek,fritid
W1442  Fall fr†n tr„d-gata-f”rv„rvsarbete
W1443  Fall fr†n tr„d-gata-annan syssels„ttning
W1444  Fall fr†n tr„d-gata-vitalaktivitet
W1448  Fall fr†n tr„d-gata-andra aktiviteter
W1449  Fall fr†n tr„d-gata-ospec aktiviteter
W1450  Fall fr†n tr„d-serviceomr†de-idrott
W1451  Fall fr†n tr„d-serviceomr†de-lek,fritid
W1452  Fall fr†n tr„d-serviceomr†de-f”rv„rvsarbete
W1453  Fall fr†n tr„d-serviceomr†de-annan syssels„ttning
W1454  Fall fr†n tr„d-serviceomr†de-vitalaktivitet
W1458  Fall fr†n tr„d-serviceomr†de-andra aktiviteter
W1459  Fall fr†n tr„d-serviceomr†de-ospec aktiviteter
W1460  Fall fr†n tr„d-industriomr†de-idrott
W1461  Fall fr†n tr„d-industriomr†de-lek,fritid
W1462  Fall fr†n tr„d-industriomr†de-f”rv„rvsarbete
W1463  Fall fr†n tr„d-industriomr†de-annan syssels„ttning
W1464  Fall fr†n tr„d-industriomr†de-vitalaktivitet
W1468  Fall fr†n tr„d-industriomr†de-andra aktiviteter
W1469  Fall fr†n tr„d-industriomr†de-ospec aktiviteter
W1470  Fall fr†n tr„d-lantbruksomr†de-idrott
W1471  Fall fr†n tr„d-lantbruksomr†de-lek,fritid
W1472  Fall fr†n tr„d-lantbruksomr†de-f”rv„rvsarbete
W1473  Fall fr†n tr„d-lantbruksomr†de-annan syssels„ttning
W1474  Fall fr†n tr„d-lantbruksomr†de-vitalaktivitet
W1478  Fall fr†n tr„d-lantbruksomr†de-andra aktiviteter
W1479  Fall fr†n tr„d-lantbruksomr†de-ospec aktiviteter
W1480  Fall fr†n tr„d-andra omr†den-idrott
W1481  Fall fr†n tr„d-andra omr†den-lek,fritid
W1482  Fall fr†n tr„d-andra omr†den-f”rv„rvsarbete
W1483  Fall fr†n tr„d-andra omr†den-annan syssels„ttning
W1484  Fall fr†n tr„d-andra omr†den-vitalaktivitet
W1488  Fall fr†n tr„d-andra omr†den-andra aktiviteter
W1489  Fall fr†n tr„d-andra omr†den-ospec aktiviteter
W1490  Fall fr†n tr„d-ospec omr†de-idrott
W1491  Fall fr†n tr„d-ospec omr†de-lek,fritid
W1492  Fall fr†n tr„d-ospec omr†de-f”rv„rvsarbete
W1493  Fall fr†n tr„d-ospec omr†de-annan syssels„ttning
W1494  Fall fr†n tr„d-ospec omr†de-vitalaktivitet
W1498  Fall fr†n tr„d-ospec omr†de-andra aktiviteter
W1499  Fall fr†n tr„d-ospec omr†de-ospec aktiviteter
W1500  Fall fr†n stup-bostad-idrott
W1501  Fall fr†n stup-bostad-lek,fritid
W1502  Fall fr†n stup-bostad-f”rv„rvsarbete
W1503  Fall fr†n stup-bostad-annan syssels„ttning
W1504  Fall fr†n stup-bostad-vitalaktivitet
W1508  Fall fr†n stup-bostad-andra aktiviteter
W1509  Fall fr†n stup-bostad-ospec aktiviteter
W1510  Fall fr†n stup-institutionellt boende-idrott
W1511  Fall fr†n stup-institutionellt boende-lek,fritid
W1512  Fall fr†n stup-institutionellt boende-f”rv„rvsarbete
W1513  Fall fr†n stup-institutionellt boende-annan syssels„ttning
W1514  Fall fr†n stup-institutionellt boende-vitalaktivitet
W1518  Fall fr†n stup-institutionellt boende-andra aktiviteter
W1519  Fall fr†n stup-institutionellt boende-ospec aktiviteter
W1520  Fall fr†n stup-skola, offentlig lokal-idrott
W1521  Fall fr†n stup-skola, offentlig lokal-lek,fritid
W1522  Fall fr†n stup-skola, offentlig lokal-f”rv„rvsarbete
W1523  Fall fr†n stup-skola, offentlig lokal-annan syssels„ttning
W1524  Fall fr†n stup-skola, offentlig lokal-vitalaktivitet
W1528  Fall fr†n stup-skola, offentlig lokal-andra aktiviteter
W1529  Fall fr†n stup-skola, offentlig lokal-ospec aktiviteter
W1530  Fall fr†n stup-idrottsanl„ggning-idrott
W1531  Fall fr†n stup-idrottsanl„ggning-lek,fritid
W1532  Fall fr†n stup-idrottsanl„ggning-f”rv„rvsarbete
W1533  Fall fr†n stup-idrottsanl„ggning-annan syssels„ttning
W1534  Fall fr†n stup-idrottsanl„ggning-vitalaktivitet
W1538  Fall fr†n stup-idrottsanl„ggning-andra aktiviteter
W1539  Fall fr†n stup-idrottsanl„ggning-ospec aktiviteter
W1540  Fall fr†n stup-gata-idrott
W1541  Fall fr†n stup-gata-lek,fritid
W1542  Fall fr†n stup-gata-f”rv„rvsarbete
W1543  Fall fr†n stup-gata-annan syssels„ttning
W1544  Fall fr†n stup-gata-vitalaktivitet
W1548  Fall fr†n stup-gata-andra aktiviteter
W1549  Fall fr†n stup-gata-ospec aktiviteter
W1550  Fall fr†n stup-serviceomr†de-idrott
W1551  Fall fr†n stup-serviceomr†de-lek,fritid
W1552  Fall fr†n stup-serviceomr†de-f”rv„rvsarbete
W1553  Fall fr†n stup-serviceomr†de-annan syssels„ttning
W1554  Fall fr†n stup-serviceomr†de-vitalaktivitet
W1558  Fall fr†n stup-serviceomr†de-andra aktiviteter
W1559  Fall fr†n stup-serviceomr†de-ospec aktiviteter
W1560  Fall fr†n stup-industriomr†de-idrott
W1561  Fall fr†n stup-industriomr†de-lek,fritid
W1562  Fall fr†n stup-industriomr†de-f”rv„rvsarbete
W1563  Fall fr†n stup-industriomr†de-annan syssels„ttning
W1564  Fall fr†n stup-industriomr†de-vitalaktivitet
W1568  Fall fr†n stup-industriomr†de-andra aktiviteter
W1569  Fall fr†n stup-industriomr†de-ospec aktiviteter
W1570  Fall fr†n stup-lantbruksomr†de-idrott
W1571  Fall fr†n stup-lantbruksomr†de-lek,fritid
W1572  Fall fr†n stup-lantbruksomr†de-f”rv„rvsarbete
W1573  Fall fr†n stup-lantbruksomr†de-annan syssels„ttning
W1574  Fall fr†n stup-lantbruksomr†de-vitalaktivitet
W1578  Fall fr†n stup-lantbruksomr†de-andra aktiviteter
W1579  Fall fr†n stup-lantbruksomr†de-ospec aktiviteter
W1580  Fall fr†n stup-andra omr†den-idrott
W1581  Fall fr†n stup-andra omr†den-lek,fritid
W1582  Fall fr†n stup-andra omr†den-f”rv„rvsarbete
