Code;text;Note
NEW49;Bruces malu paversanas (dehiscences) korekcija iegurna kirurgija;
NEW59;Reoperacija iegurna kirurgija virspusejas infekcijas del;Jaieklauj: Brucu infekcija
NEW69;Reoperacija iegurna  kirurgija dzilas infekcijas del;Merkstrukturu atrasanas vietas infekcija
NEW79;Reoperacija iegurna  kirurgija virspusejas asinosanas del ;Jaieklauj: Brucu asinosana vai asinsizpludumi
NEW89;Reoperacija iegurna  kirurgija dzilas asinosanas del;Asinosana vai asinsizpludums merkstrukturu atrasanas vieta
NEW99;Cita veida reoperacija iegurna  kirurgija ;
NFA00;"Guzas locitavas un augsstilba miksto audu eksplorativa izmeklesana; perkutana";
NFA01;"Guzas locitavas un augsstilba miksto audu eksplorativa izmeklesana; artroskopiska";
NFA02;"Guzas locitavas un augsstilba miksto audu eksplorativa izmeklesana; valeja";
NFA10;"Guzas locitavas eksplorativa izmeklesana; perkutana";
NFA11;"Guzas locitavas eksplorativa izmeklesana; artroskopiska";Jaieklauj: Diagnostiska artroskopija
NFA12;"Guzas locitavas eksplorativa izmeklesana; valeja";
NFA20;"Guzas locitavas miksto audu vai augsstilba miksto audu biopsija; perkutana";
NFA21;"Guzas locitavas miksto audu vai augsstilba miksto audu biopsija; artroskopiska";
NFA22;"Guzas locitavas miksto audu vai augsstilba miksto audu biopsija; valeja";
NFA30;"augsstilba kaula biopsija; perkutana";
NFA31;"augsstilba kaula biopsija; artroskopiska";
NFA32;"augsstilba kaula biopsija; valeja";
NFB00;"Primara Daleja guzas locitavas endoprotezesana, neizmantojot cementu; visu dalu";
NFB01;"Primara Daleja guzas locitavas endoprotezesana, neizmantojot cementu; vienas - proksimalas - dalas";
NFB02;"Primara Daleja guzas locitavas endoprotezesana, neizmantojot cementu; vienas - distalas - dalas";
NFB03;"Primara Daleja guzas locitavas endoprotezesana, neizmantojot cementu; vienas - citas - dalas";
NFB09;"Primara Daleja guzas locitavas endoprotezesana, neizmantojot cementu; cita veida vai bez precizejuma";
NFB10;"Primara Daleja guzas locitavas endoprotezesana, izmantojot cementu; visu dalu";
NFB11;"Primara Daleja guzas locitavas endoprotezesana, izmantojot cementu; vienas - proksimalas - dalas";
NFB12;"Primara Daleja guzas locitavas endoprotezesana, izmantojot cementu; vienas - distalas - dalas";
NFB13;"Primara Daleja guzas locitavas endoprotezesana, izmantojot cementu; vienas - citas - dalas";
NFB19;"Primara Daleja guzas locitavas endoprotezesana, izmantojot cementu; cita veida vai bez precizejuma";
NFB20;Primari pilniga Guzas locitavas endoprotezesana, neizmantojot cementu;
NFB30;Primari pilniga Guzas locitavas endoprotezesana, izmantojot hibridtehniku;
NFB40;Primari pilniga Guzas locitavas endoprotezesana, izmantojot cementu;
NFB59;primara Guzas locitavas interpozicijas artroplastika;
NFB62;primara augsstilba kaula galvinas virsmas endoprotezesana;Jaieklauj: Parklata proteze
NFB99;Cita veida primara Guzas locitavas endoprotezesana;
NFC00;"Sekundara guzas locitavas dalejas protezes implantacija, neizmantojot cementu; visu dalu";Nav jaieklauj: Totalas protezes komponenta implantacija
NFC01;"Sekundara guzas locitavas dalejas protezes implantacija, neizmantojot cementu; vienas - proksimalas - dalas"; Nav jaieklauj: Totalas protezes komponenta implantacija
NFC02;"Sekundara guzas locitavas dalejas protezes implantacija, neizmantojot cementu; vienas - distalas - dalas";Nav jaieklauj: Totalas protezes komponenta implantacija
NFC03;"Sekundara guzas locitavas dalejas protezes implantacija, neizmantojot cementu; vienas - citas - dalas"; Nav jaieklauj: Totalas protezes komponenta implantacija
NFC09;"Sekundara guzas locitavas dalejas protezes implantacija, neizmantojot cementu; cita veida vai bez precizejuma";
NFC10;"Sekundara guzas locitavas dalejas protezes implantacija, izmantojot cementu; visu dalu";
NFC11;"Sekundara guzas locitavas dalejas protezes implantacija, izmantojot cementu; vienas - proksimalas - dalas";
NFC12;"Sekundara guzas locitavas dalejas protezes implantacija, izmantojot cementu; vienas - distalas - dalas";
NFC13;"Sekundara guzas locitavas dalejas protezes implantacija, izmantojot cementu; vienas - citas - dalas";
NFC19;"Sekundara guzas locitavas dalejas protezes implantacija, izmantojot cementu; cita veida vai bez precizejuma";
NFC20;"Sekundara guzas locitavas totalas protezes implantacija, neizmantojot cementu; visu dalu";
NFC21;"Sekundara guzas locitavas totalas protezes implantacija, neizmantojot cementu; vienas - proksimalas - dalas";
NFC22;"Sekundara guzas locitavas totalas protezes implantacija, neizmantojot cementu; vienas - distalas - dalas";
NFC23;"Sekundara guzas locitavas totalas protezes implantacija, neizmantojot cementu; vienas - citas - dalas";
NFC29;"Sekundara guzas locitavas totalas protezes implantacija, neizmantojot cementu; cita veida vai bez precizejuma";
NFC30;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot hibridtehniku; visu dalu";
NFC31;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot hibridtehniku; vienas - proksimalas - dalas";
NFC32;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot hibridtehniku; vienas - distalas - dalas";
NFC33;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot hibridtehniku; vienas - citas - dalas";
NFC39;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot hibridtehniku; cita veida vai bez precizejuma";
NFC40;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot cementu; visu dalu";
NFC41;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot cementu; vienas - proksimalas - dalas";
NFC42;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot cementu; vienas - distalas - dalas";
NFC43;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot cementu; vienas - citas - dalas";
NFC49;"Sekundara guzas locitavas totalas protezes implantacija, izmantojot cementu; cita veida vai bez precizejuma";
NFC59;Sekundara guzas locitavas interpozicijas protezes implantacija;
NFC99;Cita veida Sekundara guzas locitavas endoprotezesana;
NFE91;"Guzas locitavas kapsulas vai saites operacija; artroskopiska";
NFE92;"Guzas locitavas kapsulas vai saites operacija; valeja";
NFF01;"Totala Guzas locitavas sinovektomija; artroskopiska";
NFF02;"Totala Guzas locitavas sinovektomija; valeja";
NFF11;"Parciala Guzas locitavas sinovektomija; artroskopiska";
NFF12;"Parciala Guzas locitavas sinovektomija; valeja";Jaieklauj: Sinovialas krokas (plica sinovialis) ekscizija
NFF21;"Guzas locitavas virsmas fragmenta fiksacija; artroskopiska";
NFF22;"Guzas locitavas virsmas fragmenta fiksacija; valeja";Jaieklauj: Skrimsla vai skrimsla un kaula fragmenta fiksacija. Jaieklauj: Osteohondrita vai traumatiska bojajuma del
NFF31;"Daleja guzas locitavas skrimsla ekscizija; artroskopiska";
NFF32;"Daleja guzas locitavas skrimsla ekscizija; valeja";
NFF91;"Cita veida guzas locitavas virsmas vai sinovialo apvalku operacija; artroskopiska";
NFF92;"Cita veida guzas locitavas virsmas vai sinovialo apvalku operacija; valeja";
NFG09;Guzas locitavas ekscizijas artroplastika;
NFG19;Guzas locitavas interpozicijas artroplastika;
NFG29;Cita veida guzas locitavas artroplastika bez endoprotezesanas;
NFG39;Guzas locitavas artrodeze bez fiksacijas;
NFG49;Guzas locitavas artrodeze ar ieksejo fiksaciju;
NFG59;Guzas locitavas artrodeze ar arejo fiksaciju;
NGF99;Cita veida guzas locitavas rezekcija, rekonstrukcija un artrodeze ;
NFGX56;Guzas locitavas kimiska sinoviorteze;
NFGX57;Guzas locitavas sinoviorteze ar radioaktiviem izotopiem;
NFH00;"Guzas locitavas izmezgijuma repozicija; slegta";Nav jaieklauj: Protezes repozicija
NFH01;"Guzas locitavas izmezgijuma repozicija; artroskopiska";
NFH02;"Guzas locitavas izmezgijuma repozicija; valeja";
NFH20;"Guzas locitavas endoprotezes izmezgijuma repozicija; slegta";
NFH21;"Guzas locitavas endoprotezes izmezgijuma repozicija; artroskopiska";
NFH22;"Guzas locitavas endoprotezes izmezgijuma repozicija; valeja";
NFH30;"Guzas locitavas atbrivosana no saaugumiem; slegta";
NFH31;"Guzas locitavas atbrivosana no saaugumiem; artroskopiska";
NFH32;"Guzas locitavas atbrivosana no saaugumiem; valeja";
NFH40;"Guzas locitavas Sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana; slegta";
NFH41;"Guzas locitavas Sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana; artroskopiska";
NFH42;"Guzas locitavas Sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana; valeja";
NFH50;"Guzas locitavas intraartikularas eksostozes vai osteofita rezekcija; slegta";
NFH51;"Guzas locitavas intraartikularas eksostozes vai osteofita rezekcija; artroskopiska";
NFH52;"Guzas locitavas intraartikularas eksostozes vai osteofita rezekcija; valeja";
NFH70;"Guzas locitavas operacija paraduma mezgijuma del; slegta";
NFH71;"Guzas locitavas operacija paraduma mezgijuma del; artroskopiska";
NFH72;"Guzas locitavas operacija paraduma mezgijuma del; valeja";
NFH90;"Cita veida guzas locitavas operacija; slegta";Nav jaieklauj: Visas manipulacijas, kas ieklautas NFB-NFG
NFH91;"Cita veida guzas locitavas operacija; artroskopiska";Nav jaieklauj: Visas manipulacijas, kas ieklautas NFB-NFG
NFH92;"Cita veida guzas locitavas operacija; valeja";Nav jaieklauj: Visas manipulacijas, kas ieklautas NFB-NFG
NFJ00;"Augsstilba kaula luzuma slegta repozicija; augsstilba kaula kaklins";
NFJ01;"Augsstilba kaula luzuma slegta repozicija; pertrohanterisks";
NFJ02;"Augsstilba kaula luzuma slegta repozicija; subtrohanterisks";
NFJ03;"Augsstilba kaula luzuma slegta repozicija; cita augsstilba kaula proksimala dala";
NFJ04;"Augsstilba kaula luzuma slegta repozicija; augsstilba kaula kermenis";
NFJ05;"Augsstilba kaula luzuma slegta repozicija; augsstilba kaula distala dala";
NFJ10;"Augsstilba kaula luzuma valeja repozicija; augsstilba kaula kaklins";
NFJ11;"Augsstilba kaula luzuma valeja repozicija; pertrohanterisks";
NFJ12;"Augsstilba kaula luzuma valeja repozicija; subtrohanterisks";
NFJ13;"Augsstilba kaula luzuma valeja repozicija; cita augsstilba kaula proksimala dala";
NFJ14;"Augsstilba kaula luzuma valeja repozicija; augsstilba kaula kermenis";
NFJ15;"Augsstilba kaula luzuma valeja repozicija; augsstilba kaula distala dala";
NFJ20;"Augsstilba kaula luzuma areja fiksacija; augsstilba kaula kaklins";
NFJ21;"Augsstilba kaula luzuma areja fiksacija; pertrohanterisks";
NFJ22;"Augsstilba kaula luzuma areja fiksacija; subtrohanterisks";
NFJ23;"Augsstilba kaula luzuma areja fiksacija; cita augsstilba kaula proksimala dala";
NFJ24;"Augsstilba kaula luzuma areja fiksacija; augsstilba kaula kermenis";
NFJ25;"Augsstilba kaula luzuma areja fiksacija; augsstilba kaula distala dala";
NFJ30;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot bioimplantatu; augsstilba kaula kaklins";
NFJ31;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot bioimplantatu; pertrohanterisks";
NFJ32;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot bioimplantatu; subtrohanterisks";
NFJ33;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot bioimplantatu; cita augsstilba kaula proksimala dala";
NFJ34;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot bioimplantatu; augsstilba kaula kermenis";
NFJ35;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot bioimplantatu; augsstilba kaula distala dala";
NFJ40;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; augsstilba kaula kaklins";
NFJ41;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; pertrohanterisks";
NFJ42;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; subtrohanterisks";
NFJ43;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; cita augsstilba kaula proksimala dala";
NFJ44;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; augsstilba kaula kermenis";
NFJ45;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu; augsstilba kaula distala dala";
NFJ50;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot intramedularo naglu; augsstilba kaula kaklins";
NFJ51;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot intramedularo naglu; pertrohanterisks";
NFJ52;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot intramedularo naglu; subtrohanterisks";
NFJ53;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot intramedularo naglu; cita augsstilba kaula proksimala dala";
NFJ54;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot intramedularo naglu; augsstilba kaula kermenis";
NFJ55;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot intramedularo naglu; augsstilba kaula distala dala";
NFJ60;"augsstilba kaula luzuma iekseja fiksacja, izmantojot plaksni un skruves; augsstilba kaula kaklins";
NFJ61;"augsstilba kaula luzuma iekseja fiksacja, izmantojot plaksni un skruves; pertrohanterisks";
NFJ62;"augsstilba kaula luzuma iekseja fiksacja, izmantojot plaksni un skruves; subtrohanterisks";
NFJ63;"augsstilba kaula luzuma iekseja fiksacja, izmantojot plaksni un skruves; cita augsstilba kaula proksimala dala";
NFJ64;"augsstilba kaula luzuma iekseja fiksacja, izmantojot plaksni un skruves; augsstilba kaula kermenis";
NFJ65;"augsstilba kaula luzuma iekseja fiksacja, izmantojot plaksni un skruves; augsstilba kaula distala dala";
NFJ70;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot tikai skruves; augsstilba kaula kaklins";
NFJ71;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot tikai skruves; pertrohanterisks";
NFJ72;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot tikai skruves; subtrohanterisks";
NFJ73;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot tikai skruves; cita augsstilba kaula proksimala dala";
NFJ74;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot tikai skruves; augsstilba kaula kermenis";
NFJ75;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot tikai skruves; augsstilba kaula distala dala";
NFJ80;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; augsstilba kaula kaklins";
NFJ81;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; pertrohanterisks";
NFJ82;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; subtrohanterisks";
NFJ83;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; cita augsstilba kaula proksimala dala";Piemeram: Izmantojot slidoso naglu
NFJ84;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; augsstilba kaula kermenis";Piemeram: Izmantojot slidoso naglu
NFJ85;"Augsstilba kaula luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi; augsstilba kaula distala dala";Piemeram: Izmantojot slidoso naglu
NFJ90;"Cita veida augsstilba kaula luzumu kirurgija; augsstilba kaula kaklins";
NFJ91;"Cita veida augsstilba kaula luzumu kirurgija; pertrohanterisks";
NFJ92;"Cita veida augsstilba kaula luzumu kirurgija; subtrohanterisks";
NFJ93;"Cita veida augsstilba kaula luzumu kirurgija; cita augsstilba kaula proksimala dala";
NFJ94;"Cita veida augsstilba kaula luzumu kirurgija; augsstilba kaula kermenis";
NFJ95;"Cita veida augsstilba kaula luzumu kirurgija; augsstilba kaula distala dala";
NFK09;Augsstilba kaula fragmenta rezekcija;Jaieklauj: Sekvestrektomija
NFK19;Augsstilba kaula parciala vai totala rezekcija;Jaieklauj: Eksostozes ekscizija, kas nav saistita ar locitavu
NFK29;Augsstilba kaula fenestracija vai tunelizacija;
NFK39;Augsstilba kaula cistas kiretaza;
NFK47;Totala augsstilba kaula augsanas platnites atdalisana;Epifiziolize
NFK48;Daleja augsstilba kaula augsanas platnites atdalisana;Hemiepifiziolize
NFK49;Augsstilba kaula epifiziodeze;
NFK59;Augsstilba kaula lenkiska, rotacijas vai nobides osteotomija;
NFK69;Augsstilba kaula pagarinasanas vai saisinasanas osteotomija;
NFK79;Augsstilba kaula kaula parvietosanas operacija;
NFK89;Augsstilba kaula epifizealas platnites trakcijas pagarinasana;
NFK99;Cita veida augsstilba kaula operacija;
NFL09;Guzas locitavas vai augsstilba muskula atbrivosana no saaugumiem;
NFL19;Guzas locitavas vai augsstilba muskula sasusana vai plastika;
NFL29;Guzas locitavas vai augsstilba muskula transpozicija;
NFL39;Guzas locitavas vai augsstilba tenotomija vai miotomija;
NFL49;Guzas locitavas vai augsstilba cipslas sasusana vai reinsercija;Jaieklauj: Cirksna kanala cipslaino strukturu rekonstrukcija Gilmora (Gilmore) jeb sportistu truces del
NFL79;Guzas locitavas vai augsstilba muskula vai cipslu rezekcija;
NFL99;Cita veida guzas locitavas vai augsstilba muskulu vai cipslu operacija;
NFM09;Augsstilba fasciotomija;
NFM19;Augsstilba fascijas daleja vai pilniga ekscizija;
NFM29;Augsstilba fascijas sasusana;
NFM79;Guzas locitavas vai augsstilba glotsominas ekscizija;
NFM99;Cita veida guzas locitavas vai augsstilba fascijas, sinovialo cistu vai glotsominu operacijas;
NFN09;Kaula autotransplantacija augsstilba;
NFN19;Kaula alotransplantacija augsstilba   ;
NFN29;Kaula ksenotransplantacija augsstilba;
NFN39;Cipslas transplantacija guzas locitava vai augsstilba;Brivais cipslas transplantats, skat.: ZZB
NFN49;Skrimsla, kaulpleves vai fascijas transplantacija guzas locitava vai augsstilba;Brivais transplantats, skat.: ZZ
NFN99;Cita veida transplantacija guzas locitavas vai augsstilba kirirurgija;
NFP29;Ekstremitates replantacija guzas vai augsstilba limeni;
NFQ09;Guzas locitavas eksartikulacija;
NFQ19;Augsstilba amputacija;
NFQ29;Guzas locitavas vai augsstilba amputacijas vai eksartikulacijas stumbra revizija;
NFQ99;Cita veida guzas locitavas vai augsstilba amputacija vai ar to saistita operacija;
NFR09;Guzas locitavas vai augsstilba miksto audu audzeja nepilniga ekscizija;
NFR19;Guzas locitavas vai augsstilba miksto audu audzeja pilniga ekscizija;
NFR29;Guzas locitavas vai augsstilba miksto audu audzeja paplasinata ekscizija;
NFR39;Guzas locitavas vai augsstilba miksto audu audzeja ekscizija vienota bloka;
NFR49;Guzas locitavas vai augsstilba kaula vai skrimsla audzeja nepilniga ekscizija;
NFR59;Guzas locitavas vai augsstilba kaula vai skrimsla audzeja pilniga ekscizija;
NFR69;Guzas locitavas vai augsstilba kaula vai skrimsla audzeja paplasinata ekscizija;
NFR79;Guzas locitavas vai augsstilba kaula vai skrimsla audzeja rezekcija vienota bloka;
NFR89;Totala augsstilba kaula ekscizija ar endoprotezesanu;Visa kaula endoprotezesana ar proksimalo un distalo locitavas virsmu audzeja del
NFR99;Cita veida guzas locitavas vai augsstilba audzeja operacija;
NFS19;Guzas locitavas infekcijas incizija un sanacija;
NFS29;Augsstilba kaula infekcijas incizija un sanacija;
NFS49;Guzas locitavas infekcijas incizija un sanacija ar medikamentu ievadisanu;
NFS59;Augsstilba kaula infekcijas incizija un sanacija ar medikamentu ievadisanu;
NFS99;Cita veida guzas locitavas vai augsstilba operacija cipslu, locitavu vai kaulu infekcijas del ;
