Code	text	Original code	1.	2.	3.	4.	5.	6.		
2	Pirma plaukstpamata un delnas locitava (art. carpometacarpea polliicis)	2	2							
3	Cita plaukstpamata un delnas locitava (art. carpometacarpea)	3	3							
4	Pirma delnas pamata un pirksta locitava (art. metacarpophalangea I)	4	4							
5	Cita delnas pamata un pirksta locitava (art. metacarpophalangea I)	5	5							
6	Starpfalangu locitava (art. interphalangea)	6	6							
7	Cita plaukstas locitava	7	7							
NDG0y	Plaukstpamata vai plaukstas ekscizijas artroplastika 	NDG 0y	N	D	G	 	0	y	NDG	0y
NDG1y	Plaukstpamata vai plaukstas interpozicijas artroplastika 	NDG 1y	N	D	G	 	1	y	NDG	1y
NDG2y	Cita veida plaukstpamata vai plaukstas artroplastika bez endoprotezesanas	NDG 2y	N	D	G	 	2	y	NDG	2y
NDG3y	Plaukstpamata locitavas vai plaukstas artrodeze bez fiksacijas 	NDG 3y	N	D	G	 	3	y	NDG	3y
NDG4y	Plaukstpamata locitavas vai plaukstas artrodeze ar ieksejo fiksaciju 	NDG 4y	N	D	G	 	4	y	NDG	4y
NDG5y	Plaukstpamata locitavas vai plaukstas artrodeze ar arejo fiksaciju 	NDG 5y	N	D	G	 	5	y	NDG	5y
NDG9y	Cita veida plaukstpamata vai plaukstas locitavas rezekcija, rekonstrukcija vai artrodeze 	NDG 9y	N	D	G	 	9	y	NDG	9y
NDH	Dazadas plaukstpamata vai plaukstas locitavas operacijas	NDH	N	D	H					
NDHko		NDH kodu pedeja cipara nozime: 	N	D	H	 	k	o	NDH	ko
0	Slegta	0	0							
1	Artroskopiska	1	1							
2	Valeja	2	2							
NDH0y	Plaukstpamata locitavas izmezgijuma repozicija 	NDH 0y	N	D	H	 	0	y	NDH	0y
NDH1y	Citas plaukstas locitavas izmezgijuma repozicija 	NDH 1y	N	D	H	 	1	y	NDH	1y
NDH2y	Plaukstpamata vai plaukstas locitavas endoprotezes izmezgijuma repozicija	NDH 2y	N	D	H	 	2	y	NDH	2y
NDH3y	Plaukstpamata vai plaukstas locitavas atbrivosana no saaugumiem	NDH 3y	N	D	H	 	3	y	NDH	3y
NDH4y	Sveskermena vai locitavas peles (mus articularis s. corpus liberum) iznemsana no plaukstpamata vai plaukstas locitavas	NDH 4y	N	D	H	 	4	y	NDH	4y
NDH5y	Plaukstpamata vai plaukstas locitavas intraartikularas eksostozes vai osteofita rezekcija	NDH 5y	N	D	H	 	5	y	NDH	5y
NDH7y	Plaukstpamata vai plaukstas locitavas operacija paraduma mezgijuma del 	NDH 7y	N	D	H	 	7	y	NDH	7y
NDH9y	Cita veida plaukstpamata vai plaukstas locitavas operacija 	NDH 9y	N	D	H	 	9	y	NDH	9y
NDJ	Plaukstpamata  un plaukstas luzumu kirurgija 	NDJ	N	D	J					
NDJko		NDJ kodu pedeja cipara nozime: 	N	D	J	 	k	o	NDJ	ko
0	Laivveida kauls (os scaphoideum)	0	0							
1	Citi plaukstpamata kauli	1	1							
2	Metakarpalais (delnas) kauls	2	2							
3	Falanga	3	3							
NDJ0y	Plaukstpamata vai plaukstas luzuma slegta repozicija 	NDJ 0y	N	D	J	 	0	y	NDJ	0y
NDJ1y	Plaukstpamata vai plaukstas luzuma valeja repozicija 	NDJ 1y	N	D	J	 	1	y	NDJ	1y
NDJ2y	Plaukstpamata vai plaukstas luzuma areja fiksacija	NDJ 2y	N	D	J	 	2	y	NDJ	2y
NDJ3y	Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot bioimplantatu	NDJ 3y	N	D	J	 	3	y	NDJ	3y
NDJ4y	Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot stiepli, stieni, gredzenu (serklazu) vai naglu	NDJ 4y	N	D	J	 	4	y	NDJ	4y
NDJ5y	Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot intramedularu naglu 	NDJ 5y	N	D	J	 	5	y	NDJ	5y
NDJ6y	Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot plaksni un skruves 	NDJ 6y	N	D	J	 	6	y	NDJ	6y
NDJ7y	Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot tikai skruves	NDJ 7y	N	D	J	 	7	y	NDJ	7y
NDJ8y	Plaukstpamata vai plaukstas luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi	NDJ8y	N	D	J	8	y			
NDJ9y	Cita veida plaukstpamata vai plaukstas luzumu  kirurgija	NDJ 9y	N	D	J	 	9	y	NDJ	9y
NDK	Plaukstpamata  un plaukstas kaulu operacijas	NDK	N	D	K					
NDKko		NDK kodu pedeja cipara nozime: 	N	D	K	 	k	o	NDK	ko
0	Laivveida kauls (os scaphoideum)	0	0							
1	Citi plaukstpamata kauli	1	1							
2	Metakarpalais (delnas) kauls	2	2							
3	Falanga	3	3							
NDK0y	Plaukstpamata vai plaukstas kaula fragmenta rezekcija 	NDK 0y	N	D	K	 	0	y	NDK	0y
NDK1y	Plaukstpamata vai paukstas parciala vai totala kaula rezekcija 	NDK 1y	N	D	K	 	1	y	NDK	1y
NDK2y	Plaukstpamata vai plaukstas kaula fenestracija vai tunelizacija 	NDK 2y	N	D	K	 	2	y	NDK	2y
NDK3y	Plaukstpamata vai plaukstas kaula cistas kiretaza 	NDK 3y	N	D	K	 	3	y	NDK	3y
NDK4y	Plaukstpamata vai plaukstas epifiziodeze 	NDK 4y	N	D	K	 	4	y	NDK	4y
NDK5y	Plaukstpamata vai plaukstas lenkiska, rotacijas vai nobides osteotomija	NDK 5y	N	D	K	 	5	y	NDK	5y
NDK6y	Plaukstpamata vai plaukstas pagarinasanas vai saisinasanas osteotomija	NDK 6y	N	D	K	 	6	y	NDK	6y
NDK7y	Plaukstpamata vai plaukstas kaula parvietosanas operacijas  	NDK 7y	N	D	K	 	7	y	NDK	7y
NDK8y	Plaukstpamata vai plaukstas epifizealas augsanas platnites trakcijas pagarinasana 	NDK 8y	N	D	K	 	8	y	NDK	8y
NDK9y	Cita veida plaukstpamata vai plaukstas kaulu operacija	NDK 9y	N	D	K	 	9	y	NDK	9y
NDL	Plaukstpamata  un plaukstas muskulu un cipslu operacijas	NDL	N	D	L					
NDLko		NDL kodu pedeja cipara nozime: 	N	D	L	 	k	o	NDL	ko
0	Saliecejmuskula cipsla	0	0							
1	Atliecejmuskula cipsla	1	1							
2	Cita cipsla	2	2							
9	Bez precizejuma	9	9							
NDL09	Plaukstpamata vai plaukstas muskula atbrivosana no saaugumiem	NDL 09	N	D	L	 	0	9	NDL	09
NDL19	Plaukstpamata vai plaukstas muskula sasusana vai plastika	NDL 19	N	D	L	 	1	9	NDL	19
NDL29	Plaukstpamata vai plaukstas muskula transpozicija	NDL 29	N	D	L	 	2	9	NDL	29
NDL3y	Plaukstpamata vai plaukstas tenotomija vai miotomija 	NDL 3y	N	D	L	 	3	y	NDL	3y
NDL4y	Plaukstpamata vai plaukstas cipslas sasusana vai reinsercija 	NDL 4y	N	D	L	 	4	y	NDL	4y
NDL5y	Plaukstpamata vai plaukstas tenolize vai tenosinovektomija 	NDL 5y	N	D	L	 	5	y	NDL	5y
NDL6y	Plaukstpamata vai plaukstas tenodeze, cipslas saisinasana vai pagarinasana	NDL 6y	N	D	L	 	6	y	NDL	6y
NDL7y	Plaukstpamata vai plaukstas muskula vai cipslas rezekcija 	NDL 7y	N	D	L	 	7	y	NDL	7y
NDL8y	Plaukstpamata vai plaukstas cipslas transpozicija 	NDL 8y	N	D	L	 	8	y	NDL	8y
NDL99	Cita veida plaukstpamata vai plaukstas muskulu vai cipslu operacija	NDL 99	N	D	L	 	9	9	NDL	99
NDM	Plaukstpamata un plaukstas fasciju, sinovialo cistu un glotsominu operacijas	NDM	N	D	M					
NDM09	Plaukstpamata vai plaukstas fasciotomija	NDM 09	N	D	M	 	0	9	NDM	09
NDM19	Plaukstpamata vai plaukstas fascijas daleja vai pilniga ekscizija	NDM 19	N	D	M	 	1	9	NDM	19
NDM29	Plaukstpamata vai plaukstas fascijas sasusana	NDM 29	N	D	M	 	2	9	NDM	29
NDM39	Plaukstpamata vai plaukstas sinovialas cistas ekscizija	NDM 39	N	D	M	 	3	9	NDM	39
NDM49	Plaukstpamata vai plaukstas cipslas maksts parskelsana	NDM 49	N	D	M	 	4	9	NDM	49
NDM59	Plaukstpamata vai plaukstas cipslas maksts daleja ekscizija	NDM 59	N	D	M	 	5	9	NDM	59
NDM69	Plaukstpamata vai plaukstas cipslas bloka rekonstrukcija	NDM 69	N	D	M	 	6	9	NDM	69
NDM79	Plaukstpamata vai plaukstas glotsominas ekscizija	NDM 79	N	D	M	 	7	9	NDM	79
NDM99	Cita veida plaukstpamata vai plaukstas fasciju, sinovialo cistu, cipslu makstu vai glotsominu operacija	NDM 99	N	D	M	 	9	9	NDM	99
NDN	Transplantacija plaukstpamata un plauksta 	NDN	N	D	N					
NDN09	Kaula autotransplantacija plaukstpamata vai plauksta 	NDN 09	N	D	N	 	0	9	NDN	09
NDN19	Kaula alotransplantacija plaukstpamata vai plauksta	NDN 19	N	D	N	 	1	9	NDN	19
NDN29	Kaula ksenotransplantacija plaukstpamata vai plauksta	NDN 29	N	D	N	 	2	9	NDN	29
NDN39	Cipslas transplantacija plaukstpamata vai plauksta 	NDN 39	N	D	N	 	3	9	NDN	39
NDN49	Skrimsla, kaulpleves vai fascijas transplantacija plaukstpamata vai plauksta	NDN 49	N	D	N	 	4	9	NDN	49
NDN99	Cita veida transplantacija plaukstpamata vai plaukstas kirurgija	NDN 99	N	D	N	 	9	9	NDN	99
NDP	Plaukstpamata un plaukstas replantacija un autotransplantacija 	NDP	N	D	P					
NDP09	Pirksta replantacija	NDP 09	N	D	P	 	0	9	NDP	09
NDP19	Pirksta autotransplantacija vai transpozicija 	NDP 19	N	D	P	 	1	9	NDP	19
NDP29	Plaukstas replantacija 	NDP 29	N	D	P	 	2	9	NDP	29
NDQ 	Plaukstpamata un plaukstas amputacija un ar to saistitas operacijas	NDQ 	N	D	Q	 				
NDQko		NDQ kodu pedeja cipara nozime: 	N	D	Q	 	k	o	NDQ	ko
0	Spiekkaula un plaukstpamata locitava (art. radiocarpea)	0	0							
1	Plaukstpamata apvidus	1	1							
2	Plaukstpamata un delnas locitava (art. carpometacarpea)	2	2							
3	ikskis, pilnigi	3	3							
4	ikskis, daleji	4	4							
5	Citi pirksti, pilnigi	5	5							
6	Citi pirksti, daleji	6	6							
NDQ0y	Plaukstpamata vai plaukstas eksartikulacija 	NDQ 0y	N	D	Q	 	0	y	NDQ	0y
NDQ1y	Plaukstpamata vai plaukstas amputacija 	NDQ 1y	N	D	Q	 	1	y	NDQ	1y
NDQ2y	Plaukstpamata vai plaukstas amputacijas vai eksartikulacijas stumbra revizija 	NDQ 2y	N	D	Q	 	2	y	NDQ	2y
NDQ99	Cita veida plaukstpamata vai plaukstas amputacija un ar tosaistitas operacija 	NDQ 99	N	D	Q	 	9	9	NDQ	99
NDR	Plaukstpamata un plaukstas audzeju operacijas	NDR	N	D	R					
NDR09	Plaukstpamata vai plaukstas miksto audu audzeja nepilniga ekscizija	NDR 09	N	D	R	 	0	9	NDR	09
NDR19	Plaukstpamata vai plaukstas miksto audu audzeja pilniga ekscizija	NDR 19	N	D	R	 	1	9	NDR	19
NDR29	Plaukstpamata vai plaukstas miksto audu audzeja paplasinata ekscizija	NDR 29	N	D	R	 	2	9	NDR	29
NDR39	Plaukstpamata vai plaukstas miksto audu audzeja ekscizija vienota bloka	NDR 39	N	D	R	 	3	9	NDR	39
NDR49	Plaukstpamata vai plaukstas kaula vai skrimsla audzeja nepilniga ekscizija	NDR 49	N	D	R	 	4	9	NDR	49
NDR59	Plaukstpamata vai plaukstas kaula vai skrimsla audzeja pilniga ekscizija	NDR 59	N	D	R	 	5	9	NDR	59
NDR69	Plaukstpamata vai plaukstas kaula vai skrimsla audzeja paplasinata ekscizija	NDR 69	N	D	R	 	6	9	NDR	69
NDR79	Plaukstpamata vai plaukstas kaula vai skrimsla audzeja ekscizija vienota bloka	NDR 79	N	D	R	 	7	9	NDR	79
NDR99	Cita veida plaukstpamata vai plaukstas audzeja operacija	NDR 99	N	D	R	 	9	9	NDR	99
NDS	Plaukstpamata un plaukstas operacijas cipslu, locitavu un kaulu infekcijas del	NDS	N	D	S					
NDS09	Plaukstpamata vai plaukstas cipslas infekcijas incizija un sanacija	NDS 09	N	D	S	 	0	9	NDS	09
NDS19	Plaukstpamata vai plaukstas locitavas infekcijas incizija un sanacija	NDS 19	N	D	S	 	1	9	NDS	19
NDS29	Plaukstpamata vai plaukstas kaula infekcijas incizija un sanacija	NDS 29	N	D	S	 	2	9	NDS	29
NDS39	Plaukstpamata vai plaukstas cipslas infekcijas incizija un sanacija ar medikamentu ievadisanu	NDS 39	N	D	S	 	3	9	NDS	39
NDS49	Plaukstpamata vai plaukstas locitavas infekcijas incizija un sanacija ar medikamentu ievadisanu	NDS 49	N	D	S	 	4	9	NDS	49
NDS59	Plaukstpamata vai plaukstas kaula infekcijas incizija un sanacija ar medikamentu ievadisanu	NDS 59	N	D	S	 	5	9	NDS	59
NDS99	Cita veida plaukstpamata vai plaukstas operacija cipslas, locitavas vai kaula  infekcijas del	NDS 99	N	D	S	 	9	9	NDS	99
NDT	Dazadas plaukstpamata un plaukstas operacijas 	NDT	N	D	T					
NDT09	Sveskermena iznemsana no plaukstpamata vai plaukstas audiem	NDT 09	N	D	T	 	0	9	NDT	09
NDT19	Plaukstpamata vai plaukstas locitavas forseta redresacija	NDT 19	N	D	T	 	1	9	NDT	19
NDT39	Plaukstpamata vai plaukstas deformacijas korekcija, izmantojot muskuli, cipslu vai saiti	NDT 39	N	D	T	 	3	9	NDT	39
NDT49	Plaukstpamata vai plaukstas deformacijas korekcija, izmantojot arejo vai ieksejo fiksaciju	NDT 49	N	D	T	 	4	9	NDT	49
NDT69	Pollicizacija	NDT 69	N	D	T	 	6	9	NDT	69
NDT79	Metakarpala kaula falangizacija 	NDT 79	N	D	T	 	7	9	NDT	79
NDT99	Cita veida plaukstpamata vai plaukstas operacija	NDT 99	N	D	T	 	9	9	NDT	99
NDU	Implantatu iznemsana un arejas fiksacijas aparatu nonemsana no plaukstpamata un plaukstas	NDU	N	D	U					
NDUko		NDU kodu pedeja cipara nozime: 	N	D	U	 	k	o	NDU	ko
0	Abas dalas	0	0							
1	Viena - proksimala - dala	1	1							
2	Viena - distala - dala	2	2							
3	Viena - cita - dala 	3	3							
9	Cita veida vai bez precizejuma	9	9							
NDU0y	Dalejas protezes iznemsana no plaukstpamata locitavas	NDU 0y	N	D	U	 	0	y	NDU	0y
NDU1y	Totalas protezes iznemsana no plaukstpamata locitavas 	NDU 1y	N	D	U	 	1	y	NDU	1y
NDU2y	Protezes iznemsana no citas plaukstas locitavas 	NDU 2y	N	D	U	 	2	y	NDU	2y
NDU39	arejas fiksacijas aparata nonemsana no plaukstpamata vai plaukstas 	NDU 39	N	D	U	 	3	9	NDU	39
NDU49	Ieksejas fiksacijas aparata nonemsana no plaukstpamata vai plaukstas	NDU 49	N	D	U	 	4	9	NDU	49
NDU69	Saites protezes iznemsana no plaukstpamata vai plaukstas	NDU 69	N	D	U	 	6	9	NDU	69
NDU89	Infekcijas arstesanai paredzeta terapeitiska implanta iznemsana no plaukstpamata vai plaukstas	NDU 89	N	D	U	 	8	9	NDU	89
NDU99	Cita veida implantata iznemsana no plaukstpamata vai plaukstas	NDU 99	N	D	U	 	9	9	NDU	99
NDW	Plaukstpamata un plaukstas reoperacijas 	NDW	N	D	W					
NDW49	Bruces malu paversanas (dehiscences) korekcija plaukstpamata vai plaukstas kirurgija	NDW 49	N	D	W	 	4	9	NDW	49
NDW59	Reoperacija plaukstpamata vai plaukstas kirurgija virspusejas infekcijas del	NDW 59	N	D	W	 	5	9	NDW	59
NDW69	Reoperacija plaukstpamata vai plaukstas  kirurgija dzilas infekcijas del	NDW 69	N	D	W	 	6	9	NDW	69
NDW79	Reoperacija plaukstpamata vai plaukstas kirurgija virspusejas asinosanas del	NDW 79	N	D	W	 	7	9	NDW	79
NDW89	Reoperacija plaukstpamata vai plaukstas kirurgija dzilas asinosanas del	NDW 89	N	D	W	 	8	9	NDW	89
NDW99	Cita veida reoperacija plaukstpamata vai plaukstas  kirurgija	NDW 99	N	D	W	 	9	9	NDW	99
NE	Iegurnis 	NE	N	E						
NEA	Iegurna diagnostiskas manipulacijas 	NEA	N	E	A					
NEAko		NEA kodu pedeja cipara nozime: 	N	E	A	 	k	o	NEA	ko
0	Perkutana	0	0							
1	Artroskopiska	1	1							
2	Valeja	2	2							
NEA0y	Iegurna miksto audu eksplorativa izmeklesana 	NEA 0y	N	E	A	 	0	y	NEA	0y
NEA1y	Iegurna locitavu eksplorativa izmeklesana 	NEA 1y	N	E	A	 	1	y	NEA	1y
NEA2y	Iegurna miksto audu vai locitavas biopsija	NEA 2y	N	E	A	 	2	y	NEA	2y
NEA3y	Iegurna kaula biopsija 	NEA 3y	N	E	A	 	3	y	NEA	3y
NEB	Primara iegurna locitavas endoprotezesana	NEB	N	E	B					
NEB99	Primara daleja iegurna locitavas endoprotezesana	NEB 99	N	E	B	 	9	9	NEB	99
NEC	Sekundara iegurna locitavas endoprotezesana	NEC	N	E	C					
NEC99	Sekundara iegurna locitavas endoprotezesana	NEC 99	N	E	C	 	9	9	NEC	99
NEE	Iegurna locitavu kapsulas un saisu operacijas	NEE	N	E	E					
NEE99	Iegurna locitavas kapsulas vai saites operacija	NEE 99	N	E	E	 	9	9	NEE	99
NEF	Iegurna locitavas virsmu un sinovialo apvalku operacijas	NEF	N	E	F					
NEF99	Iegurna locitavas virsmas vai sinovialo apvalku operacija 	NEF 99	N	E	F	 	9	9	NEF	99
NEG	Iegurna locitavas rezekcija, rekonstrukcija un artrodeze	NEG	N	E	G					
NEG09	Iegurna locitavas ekscizijas artroplastika	NEG 09	N	E	G	 	0	9	NEG	09
NEG19	Iegurna locitavas interpozicijas artroplastika	NEG 19	N	E	G	 	1	9	NEG	19
NEG29	Cita veida iegurna locitavas artroplastika bez endoprotezesanas	NEG 29	N	E	G	 	2	9	NEG	29
NEG39	Iegurna locitavas artrodeze bez fiksacijas	NEG 39	N	E	G	 	3	9	NEG	39
NEG49	Iegurna locitavas artrodeze ar ieksejo fiksaciju	NEG 49	N	E	G	 	4	9	NEG	49
NEG59	Iegurna locitavas artrodeze ar arejo fiksaciju	NEG 59	N	E	G	 	5	9	NEG	59
NEG99	Cita veida iegurna locitavas rezekcija, rekonstrukcija vai artrodeze	NEG 99	N	E	G	 	9	9	NEG	99
NEH	Dazadas iegurna locitavas operacijas	NEH	N	E	H					
NEH09	Iegurna locitavas izmezgijuma repozicija	NEH 09	N	E	H	 	0	9	NEH	09
NEH29	Iegurna locitavas endoprotezes izmezgijuma repozicija	NEH 29	N	E	H	 	2	9	NEH	29
NEH99	Cita veida iegurna locitavas operacija	NEH 99	N	E	H	 	9	9	NEH	99
NEJ	Iegurna luzumu kirurgija 	NEJ	N	E	J					
NEJ09	Iegurna luzuma slegta repozicija	NEJ 09	N	E	J	 	0	9	NEJ	09
NEJ19	Iegurna luzuma valeja repozicija	NEJ 19	N	E	J	 	1	9	NEJ	19
NEJ29	Iegurna luzuma areja fiksacija	NEJ 29	N	E	J	 	2	9	NEJ	29
NEJ39	Iegurna luzuma iekseja fiksacija, izmantojot bioimplantatu 	NEJ 39	N	E	J	 	3	9	NEJ	39
NEJ49	Iegurna luzuma iekseja fiksacija, izmantojot ar stiepli, stieni, gredzenu (serklazu) vai naglu	NEJ 49	N	E	J	 	4	9	NEJ	49
NEJ69	Iegurna luzuma iekseja fiksacija, izmantojot plaksni un skruves	NEJ 69	N	E	J	 	6	9	NEJ	69
NEJ79	Iegurna luzuma iekseja fiksacija, izmantojot tikai skruves	NEJ 79	N	E	J	 	7	9	NEJ	79
NEJ89	Iegurna luzuma iekseja fiksacija, izmantojot citu vai kombinetu metodi	NEJ 89	N	E	J	 	8	9	NEJ	89
NEJ99	Cita veida iegurna luzumu  kirurgija 	NEJ 99	N	E	J	 	9	9	NEJ	99
NEK 	Iegurna kaulu operacijas	NEK 	N	E	K	 				
NEK09	Iegurna kaula fragmenta rezekcija	NEK 09	N	E	K	 	0	9	NEK	09
NEK19	Iegurna kaula parciala vai totala rezekcija	NEK 19	N	E	K	 	1	9	NEK	19
NEK29	Iegurna kaula fenestracija vai tunelizacija	NEK 29	N	E	K	 	2	9	NEK	29
NEK39	Iegurna kaula cistas kiretaza	NEK 39	N	E	K	 	3	9	NEK	39
NEK49	Iegurna epifiziodeze	NEK 49	N	E	K	 	4	9	NEK	49
NEK59	Iegurna lenkiska, rotacijas vai nobides osteotomija	NEK 59	N	E	K	 	5	9	NEK	59
NEK79	Iegurna kaula parvietosanas operacija	NEK 79	N	E	K	 	7	9	NEK	79
NEK89	Iegurna epifizealas augsanas platnites trakcijas pagarinasana	NEK 89	N	E	K	 	8	9	NEK	89
NEK99	Cita veida iegurna kaula operacija	NEK 99	N	E	K	 	9	9	NEK	99
NEL	Iegurna muskulu un cipslu operacijas	NEL	N	E	L					
NEL09	Iegurna muskula atbrivosana no saaugumiem	NEL 09	N	E	L	 	0	9	NEL	09
NEL19	Iegurna muskula sasusana vai plastika	NEL 19	N	E	L	 	1	9	NEL	19
NEL29	Iegurna muskula transpozicija	NEL 29	N	E	L	 	2	9	NEL	29
NEL79	Iegurna muskula vai cipslas rezekcija	NEL 79	N	E	L	 	7	9	NEL	79
NEL99	Cita veida iegurna muskulu vai cipslu operacija	NEL 99	N	E	L	 	9	9	NEL	99
NEM	Iegurna fasciju, sinovialo cistu un glotsominu operacijas	NEM	N	E	M					
NEM99	Iegurna fasciju, sinovialo cistu vai glotsominu operacija	NEM 99	N	E	M	 	9	9	NEM	99
NEN	Transplantacija iegurni	NEN	N	E	N					
NEN09	Kaula autotransplantacija iegurni	NEN 09	N	E	N	 	0	9	NEN	09
NEN19	Kaula alotransplantacija iegurni	NEN 19	N	E	N	 	1	9	NEN	19
NEN29	Kaula ksenotransplantacija iegurni	NEN 29	N	E	N	 	2	9	NEN	29
NEN49	Skrimsla, kaulpleves vai fascijas transplantacija iegurni	NEN 49	N	E	N	 	4	9	NEN	49
NEN99	Cita veida transplantacija iegurna kirurgija	NEN 99	N	E	N	 	9	9	NEN	99
NEP	Replantacija un autotransplantacija iegurni	NEP	N	E	P					
NEP29	Ekstremitates replantacija iegurna limeni	NEP 29	N	E	P	 	2	9	NEP	29
NEQ	Amputacija un ar to saistitas iegurna operacijas	NEQ	N	E	Q					
NEQ19	Hemipelvektomija	NEQ 19	N	E	Q	 	1	9	NEQ	19
NEQ29	Iegurna amputacijas vai eksartikulacijas stumbra revizija	NEQ 29	N	E	Q	 	2	9	NEQ	29
NEQ99	Cita veida amputacija vai ar to saistita iegurna operacija	NEQ 99	N	E	Q	 	9	9	NEQ	99
NER	Iegurna audzeju operacijas	NER	N	E	R					
NER09	Iegurna miksto audu audzeja nepilniga ekscizija	NER 09	N	E	R	 	0	9	NER	09
NER19	Iegurna miksto audu audzeja pilniga ekscizija	NER 19	N	E	R	 	1	9	NER	19
NER29	Iegurna miksto audu audzeja paplasinata ekscizija	NER 29	N	E	R	 	2	9	NER	29
NER39	Iegurna miksto audu audzeja ekscizija vienota bloka	NER 39	N	E	R	 	3	9	NER	39
NER49	Iegurna kaula vai skrimsla audzeja  nepilniga ekscizija	NER 49	N	E	R	 	4	9	NER	49
NER59	Iegurna kaula vai skrimsla audzeja pilniga ekscizija	NER 59	N	E	R	 	5	9	NER	59
NER69	Iegurna kaula vai skrimsla audzeja paplasinata ekscizija	NER 69	N	E	R	 	6	9	NER	69
NER79	Iegurna kaula vai skrimsla audzeja ekscizija vienota bloka	NER 79	N	E	R	 	7	9	NER	79
NER99	Cita veida iegurna audzeja operacija	NER 99	N	E	R	 	9	9	NER	99
NES	Iegurna operacijas cipslu, locitavu un kaulu infekcijas del	NES	N	E	S					
NES19	Iegurna locitavas infekcijas incizija un sanacija	NES 19	N	E	S	 	1	9	NES	19
NES29	Iegurna kaula infekcijas incizija un sanacija	NES 29	N	E	S	 	2	9	NES	29
NES49	Iegurna locitavas infekcijas incizija un sanacija ar medikamentu  ievadisanu	NES 49	N	E	S	 	4	9	NES	49
NES59	Iegurna kaula infekcijas incizija un sanacija ar medikamentu ievadisanu	NES 59	N	E	S	 	5	9	NES	59
NES99	Cita veida iegurna operacija cipslu, locitavu vai kaulu infekcijas del	NES 99	N	E	S	 	9	9	NES	99
NET 	Dazadas iegurna operacijas 	NET 	N	E	T	 				
NET09	Sveskermena iznemsana no iegurna audiem	NET 09	N	E	T	 	0	9	NET	09
NET49	Iegurna locitavas deformacijas korekcija, izmantojot arejo vai ieksejo fiksaciju	NET 49	N	E	T	 	4	9	NET	49
NET99	Cita veida iegurna operacija	NET 99	N	E	T	 	9	9	NET	99
NEU	Implantatu iznemsana un arejas fiksacijas aparatu nonemsana no iegurna	NEU	N	E	U					
NEU19	Totalas protezes iznemsana no iegurna locitavas	NEU 19	N	E	U	 	1	9	NEU	19
NEU39	arejas fiksacijas aparata nonemsana no iegurna	NEU 39	N	E	U	 	3	9	NEU	39
NEU49	Ieksejas fiksacijas aparata iznemsana no iegurna	NEU 49	N	E	U	 	4	9	NEU	49
NEU89	Infekcijas arstesanai parerdzeta terapeitiska implanta iznemsana no iegurna	NEU 89	N	E	U	 	8	9	NEU	89
NEU99	Cita veida implantata iznemsana no iegurna	NEU 99	N	E	U	 	9	9	NEU	99
NEW	Iegurna reoperacijas	NEW	N	E	W					
NEW49	Bruces malu paversanas (dehiscences) korekcija iegurna kirurgija	NEW 49	N	E	W	 	4	9	NEW	49
NEW59	Reoperacija iegurna kirurgija virspusejas infekcijas del	NEW 59	N	E	W	 	5	9	NEW	59
NEW69	Reoperacija iegurna  kirurgija dzilas infekcijas del	NEW 69	N	E	W	 	6	9	NEW	69
NEW79	Reoperacija iegurna  kirurgija virspusejas asinosanas del 	NEW 79	N	E	W	 	7	9	NEW	79
NEW89	Reoperacija iegurna  kirurgija dzilas asinosanas del	NEW 89	N	E	W	 	8	9	NEW	89
NEW99	Cita veida reoperacija iegurna  kirurgija 	NEW 99	N	E	W	 	9	9	NEW	99
NF	Guzas locitava un augsstilbs	NF	N	F						
NFA	Guzas locitavas un augsstilba diagnostiskas manipulacijas 	NFA	N	F	A					
NFAko		NFA kodu pedeja cipara nozime: 	N	F	A	 	k	o	NFA	ko
0	Perkutana	0	0							
1	Artroskopiska	1	1							
2	Valeja	2	2							
NFA0y	Guzas locitavas un augsstilba miksto audu eksplorativa izmeklesana 	NFA 0y	N	F	A	 	0	y	NFA	0y
NFA1y	Guzas locitavas eksplorativa izmeklesana 	NFA 1y	N	F	A	 	1	y	NFA	1y
NFA2y	Guzas locitavas miksto audu vai augsstilba miksto audu biopsija 	NFA 2y	N	F	A	 	2	y	NFA	2y
NFA3y	Augsstilba kaula biopsija 	NFA 3y	N	F	A	 	3	y	NFA	3y
NFB	Primara guzas locitavas endoprotezesana 	NFB	N	F	B					
NFBko		NFB kodu pedeja cipara nozime: 	N	F	B	 	k	o	NFB	ko
0	Visu dalu	0	0							
1	Vienas - proksimalas - dalas	1	1							
2	Vienas - distalas - dalas	2	2							
3	Vienas - citas - dalas	3	3							
9	Cita veida vai bez precizejuma	9	9							
NFB0y	Primara daleja guzas locitavas endoprotezesana, neizmantojot cementu	NFB 0y	N	F	B	 	0	y	NFB	0y
NFB1y	Primara daleja guzas locitavas endoprotezesana, izmantojot cementu 	NFB 1y	N	F	B	 	1	y	NFB	1y
NFB20	Primara pilniga guzas locitavas endoprotezesana, neizmantojot cementu	NFB 20	N	F	B	 	2	0	NFB	20
