Tunniste;Lyhenne;Nimi;Pitkä nimi;Ylempi koodi;Hierarkiataso;Voimassaolo alkaa;Voimassaolo päättyy;Muutospvm;Viim. tallentaja;Tila;Määritelmä;OID;Anm.;Exkluderar;Huom.;Inkluderar;Korvaava koodi;Lehtisolmu;Long_name;Långt_namn;Mukaan lukien;NCSP+;NCSP+ ala;NCSP ala;NCSP+ luku;NCSP luku;NCSP+ ryhmä;NCSP ryhmä;Note;Obs.;Pois lukien;Suun terveys (T/F);Taso;Vaativuus;Voimassa
NFQ10;Amputaatio lonkkanivelestä;Amputaatio lonkkanivelestä;Amputaatio lonkkanivelestä;NFQ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Exarticulation of hip;Disartikulation i höftleden;;NFSQ09;;NFQ;N;N;NF;NF;;;;F;C;;T
NFQ20;Reisiamputaatio;Reisiamputaatio;Reisiamputaatio;NFQ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Amputation of femur;Låramputation;;NFSQ19;;NFQ;N;N;NF;NF;;;;F;C;;T
NFQ39;Luukiinnitteinen ihon läpäisevä reisi-istute;Luukiinnitteinen ihon läpäisevä reisi-istute;Luukiinnitteisen ihon läpäisevän reisi-istutteen asettaminen;NFQ;3;1.1.2012;31.12.2030;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Insertion of bone-anchored transdermal femoral implant;Anleggelse av benforankret transdermal implantat i femur;;;;NFQ;;N;;NF;;;;F;C;;T
NFQ48;Reisityngän typistys tai muovaus;Reisityngän typistys tai muovaus;Reisityngän typistys tai muovaus;NFQ;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Revision of exarticulation or amputation stump of hip or femur;Revision av lårstump;;NFSQ48;;NFQ;N;N;NF;NF;;;;F;C;;T
NFQ49;Amputaatiotynkää muotoileva reisi-istute;Amputaatiotynkää muotoileva reisi-istute;Amputaatiotynkää muotoilevan reisi-istutteen asettaminen;NFQ;3;1.1.2012;31.12.2030;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Insertion of femoral implant to give form to the amputation stump;Anleggelse av amputasjonsstumpformende implantat i femur;;;;NFQ;;N;;NF;;;;F;C;;T
NFR;Lonkan ja reiden kasvainten leikkaukset;Lonkan ja reiden kasvainten leikkaukset;Lonkan ja reiden kasvainten leikkaukset;NF;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations for tumours of hip and thigh;Operationer för tumörer i höft och lår;;NFSR;;NFR;N;N;NF;NF;;;;F;A;;T
NFR20;Lonkan/reiden kasvainpoisto intral/marg;Lonkan/reiden kasvainpoisto intral/marg;Lonkan tai reiden kasvaimen poisto,  intralesionaalinen tai  marginaalinen;NFR;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Incomplete excision of soft tissue tumour of hip or thigh;Intralesional/marginal exstirpation av tumör i höft eller lår;;NFSR49;;NFR;N;N;NF;NF;;;;F;C;;T
NFR30;Lonkan/reiden kasvainpoisto ekst/radik;Lonkan/reiden kasvainpoisto ekst/radik;Lonkan tai reiden kasvaimen poisto,  ekstensiivinen  tai  radikaalinen;NFR;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Extended excision of soft tissue tumour of hip or thigh;Extensiv/radikal exstirpation av tumör i höft eller lår;;NFSR69;;NFR;N;N;NF;NF;;;;F;C;;T
NFR80;Fiksaatio patologisen femurmurtuman estä;Fiksaatio patologisen femurmurtuman estä;Kiinnityslaitteen asettaminen reisiluun patologisen murtuman estämiseksi;NFR;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Incomplete excision of tumour of bone or cartilage of hip joint or femur;Applikation av fixationsmaterial för förhindrande av patologisk fraktur;;NFSR80;;NFR;N;N;NF;NF;;;;F;C;;T
NFR89;Koko reisiluun poisto korv proteesi;Koko reisiluun poisto korv proteesi;Koko reisiluun täydellinen poisto ja korvaaminen proteesilla;NFR;3;1.1.2008;31.12.2030;22.10.2007;Stakes, Admin;1;;;;;;;;T;Total excision of femur with prosthetic replacement;Total excision av ben i höft eller lår med ledprotesoperation;;;;NFR;;N;;NF;;;;F;C;;T
NFR99;Muu lonkan tai reiden kasvaimen leikkaus;Muu lonkan tai reiden kasvaimen leikkaus;Muu lonkan tai reiden kasvaimen leikkaus;NFR;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation for tumour of hip or thigh;Annan operation för tumör i höft/lår;;NFSR99;;NFR;N;N;NF;NF;;;;F;C;;T
NFS;Lonkan ja reiden tulehdusleikkaukset;Lonkan ja reiden tulehdusleikkaukset;Lonkan ja reiden tulehdusleikkaukset;NF;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations for infection of tendons, joints and bone of hip and thigh;Operationer för muskuloskeletala infektioner i höft/lår;;NFSS;;NFS;N;N;NF;NF;;;;F;A;;T
NFS10;Lonkkanivelen tulehduksen leikkaus;Lonkkanivelen tulehduksen leikkaus;Lonkkanivelen tulehduksen leikkaus;NFS;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Incision and debridement of infection of hip joint;Operation på infekterad höftled;;NFSS19;;NFS;N;N;NF;NF;;;;F;C;;T
NFS20;Reisiluun luutulehduksen leikkaus;Reisiluun luutulehduksen leikkaus;Reisiluun luutulehduksen leikkaus;NFS;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Incision and debridement of infection of femur;Operation för infektionshärd i femur;;NFSS29;;NFS;N;N;NF;NF;;;;F;C;;T
NFS99;Muu lonkan/reiden tulehduksen leikkaus;Muu lonkan/reiden tulehduksen leikkaus;Muu lonkan tai reiden tulehduksen leikkaus;NFS;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation for infection of tendon, joint or bone of hip or thigh;Annan operation för muskuloskeletal infektion i höft eller lår;;NFSS99;;NFS;N;N;NF;NF;;;;F;C;;T
NFT;Lonkan/reiden erityiset/muut leikkaukset;Lonkan/reiden erityiset/muut leikkaukset;Lonkan ja reiden erityiset ja muut leikkaukset;NF;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Miscellaneous operations on hip or thigh;Andra operationer på höft/lår;;NFST;;NFT;N;N;NF;NF;;;;F;A;;T
NFT00;Reisiluuvedon asettaminen;Reisiluuvedon asettaminen;Reisiluuvedon asettaminen;NF_2;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Traction of femur;Applikation av femursträck;;NFXT10;;NFT;N;N;NF;NF;;;;F;C;;T
NFT50;Vierasesineen poisto lonkan tai reiden k;Vierasesineen poisto lonkan tai reiden k;Vierasesineen poisto lonkan tai reiden kudoksista;NFT;3;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Removal of foreign body from tissue of hip or thigh;Avlägsnande av penetrerande främmande föremål från höft/lår;;NFST59;;NFT;N;N;NF;NF;;;;F;C;;T
NFT60;Lonkkanivelen redressio ja sidos;Lonkkanivelen redressio ja sidos;Lonkkanivelen redressio ja sidos;NFT;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Redression and bandage of hip joint;Redression av höftled (inkl. bandage);;NFST60;;NFT;N;N;NF;NF;;;;F;C;;T
NFT99;Muu lonkan tai reiden erityinen leikkaus;Muu lonkan tai reiden erityinen leikkaus;Muu lonkan tai reiden erityinen leikkaus;NFT;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other operation on hip or thigh;Annan operation på höft/lår;;NFST99;;NFT;N;N;NF;NF;;;;F;C;;T
NFU;Lonkan/reiden istute-/kiinnityspoistot;Lonkan/reiden istute-/kiinnityspoistot;Lonkan ja reiden istute- ja kiinnityslaitepoistot;NF;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Removal of implants and external fixation devices from hip and femur;Avlägsnande av implantat /fixationsmaterial från höft/lår;;NFSU;;NFU;N;N;NF;NF;;;;F;A;;T
NFU00;Lonkan tekonivelen poisto;Lonkan tekonivelen poisto;Lonkan tekonivelen poisto;NFU;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Removal of partial prosthesis from hip joint, other or unspecified;Avlägsnande av höftprotes;;NFSU19;;NFU;N;N;NF;NF;;;;F;C;;T
NFU10;Lonkan/reiden eksterni fiksaatio poisto;Lonkan/reiden eksterni fiksaatio poisto;Lonkan tai reiden ulkoisen kiinnityslaitteen poisto;NFU;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Removal of external fixation device from femur;Avlägsnande av extern fixation från höft/lår;;NFSU39;;NFU;N;N;NF;NF;;;;F;C;;T
NFU20;Lonkan/reiden fiksaatiomateriaalipoisto;Lonkan/reiden fiksaatiomateriaalipoisto;Lonkan tai reiden sisäisen kiinnityslaitteen poisto;NFU;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Removal of internal fixation device from femur;Avlägsnande av intern fixation från höft/lår;;NFSU49;;NFU;N;N;NF;NF;;;;F;C;;T
NFU99;Muu lonkan tai reiden istutteen poisto;Muu lonkan tai reiden istutteen poisto;Muu lonkan tai reiden istutteen poisto;NFU;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Removal of other implant from hip joint or femur;Annat avlägsnande av implantat från höft/lår;;NFSU99;;NFU;N;N;NF;NF;;;;F;C;;T
NFW;Lonkan/reiden haavakomplikaatioleikkauks;Lonkan/reiden haavakomplikaatioleikkauks;Lonkan ja reiden haavakomplikaatioleikkaukset;NF;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Reoperations on hip or thigh;Reoperationer för komplikationer efter operationer på höft/lår;;NFSW;;NFW;N;N;NF;NF;;;;F;A;;T
NFW00;Lonkka/reisileikkaushaava revisio,vuoto;Lonkka/reisileikkaushaava revisio,vuoto;Lonkan tai reiden leikkaushaavan tarkistaminen vuodon vuoksi;NFW;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Reoperation for deep haemorrhage in surgery of hip or thigh;Sårrevision för blödning efter operationer på höft/lår;;NFSW89;;NFW;N;N;NF;NF;;;;F;C;;T
NFW10;Lonkka/reisileikkaushaava revisio,infekt;Lonkka/reisileikkaushaava revisio,infekt;Lonkan tai reiden leikkaushaavan tarkistaminen tulehduksen vuoksi;NFW;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Reoperation for deep infection in in surgery of hip or thigh;Revision för sårinfektion efter operationer på höft/lår;;NFSW69;;NFW;N;N;NF;NF;;;;F;C;;T
NFW99;Lonkka/reisileikkaushaava revisio,muu;Lonkka/reisileikkaushaava revisio,muu;Muu leikkaus lonkan tai reiden haavakomplikaation vuoksi;NFW;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other reoperation in surgery of hip or thigh;Annan reoperation för sårkomplikation efter operation på höft/lår;;NFSW99;;NFW;N;N;NF;NF;;;;F;C;;T
NF0;Alaraajan sädehoito;Alaraajan sädehoito;Alaraajan sädehoito;NF;2;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF0;F;;Strålbehandling av nedre extemitet;;NFO;;NF0;N;N;NF;NF;;;;F;A;;T
NF001;Sädeh alar prim.kasv preop hoitona;Sädeh alar prim.kasv preop hoitona;Sädehoito alaraajan primaarikasvaimen  preoperatiivisena hoitona;NF0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF001;T;Preoperative radiotherapy of lower extremity;Preoperativ strålbehandling av primärtumör i nedre extremitet;;NFO001;;NF0;N;N;NF;NF;;;;F;C;;T
NF002;Radik alar prim.kasv sädehoito;Radik alar prim.kasv sädehoito;Radikaali alaraajan primaarikasvaimen sädehoito;NF0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF002;T;Radical radiotherapy of lower extremity;Radikal strålbehandling av primärtumör i nedre extremitet;;NFO002;;NF0;N;N;NF;NF;;;;F;C;;T
NF003;Sädeh alar prim.kasv liit.hoitona;Sädeh alar prim.kasv liit.hoitona;Sädehoito alaraajan primaarikasvaimen liitännäishoitona;NF0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF003;T;Adjuvant radiotherapy of lower extremity;Adjuvant strålbehandling av primärtumör i nedre extremitet;;NFO003;;NF0;N;N;NF;NF;;;;F;C;;T
NF004;Sädeh alar prim.kasv palliat hoitona;Sädeh alar prim.kasv palliat hoitona;Sädehoito alaraajan primaarikasvaimen palliatiivisena hoitona;NF0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF004;T;Palliative radiotherapy of lower extremity;Palliativ strålbehandling av primärtumör i nedre extremitet;;NFO004;;NF0;N;N;NF;NF;;;;F;C;;T
NF029;Sädeh alar paik uus kasv hoitona;Sädeh alar paik uus kasv hoitona;Sädehoito alaraajan paikallisesti uusineen kasvaimen hoitona;NF0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF029;T;Radiotherapy of local recidive of tumor of lower extremity;Strålbehandling av lokalt recidivtumör  i nedre extremitet;;NFO029;;NF0;N;N;NF;NF;;;;F;C;;T
NF049;Sädeh alar metastaasin hoitona;Sädeh alar metastaasin hoitona;Sädehoito alaraajassa ilmenneen etäpesäkkeen hoitona;NF0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF049;T;Radiotherapy of methastasis in lower extremity;Strålbehandling av metastas i nedre extremitet;;NFO049;;NF0;N;N;NF;NF;;;;F;C;;T
NF090;Sädeh alar profyl hoitona;Sädeh alar profyl hoitona;Sädehoito alaraajan profylaktisena hoitona;NF0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF090;T;profylactic radiotherapy of lower extremity;Profylaktisk strålbehandling av nedre extremitet;;NFO090;;NF0;N;N;NF;NF;;;;F;C;;T
NF099;Muu alaraajan sädehoito;Muu alaraajan sädehoito;Muu alaraajan sädehoito;NF0;3;1.1.1997;31.12.2010;23.11.2010;Lehtonen, Jari;1;;;;;;;WF099;T;Other radiotherapy of lower extremity;Annan strålbehandling av nedre extremität;;NFO099;;NF0;N;N;NF;NF;;;;F;C;;T
NF1AA;Lonkan rtg;Lonkan rtg;Lonkan natiiviröntgen;NF_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Hip X-ray examination;Höftled, röntgen;;NFDA1A;;NF1;N;N;NF;NF;;;;F;C;;T
NF1AE;Lonkkanivelen UÄ;Lonkkanivelen UÄ;Lonkkanivelen UÄ;NF_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Hip joint ultrasound examination;Höftled, UL;;NFDE1A;;NF1;N;N;NF;NF;;;;F;C;;T
NF1AT;Lonkkanivelp,UÄ-ohj;Lonkkanivelp,UÄ-ohj;Lonkkanivelpunktio UÄ-ohjauksessa;NF_2;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Puncture of hip joint with ultrasound guidance;Höftled, UL-styrd punktion;;NFXX10;;NF1;N;N;NF;NF;;;;F;C;;T
NF1BA;Lonkan rtg, laaja;Lonkan rtg, laaja;Lonkan laaja natiiviröntgen;NF_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Hip extensive X-ray examination;Höftled, omfattande röntgen;;NFDA1A;;NF1;N;N;NF;NF;;;;F;C;;T
NF1BT;Lonkkanivelp,lpv-ohj;Lonkkanivelp,lpv-ohj;Lonkkanivelpunktio läpivalaisuohjauksessa;NF_2;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Puncture of hip joint with X-ray guidance;Höftled, genomlysningsstyrd punktion;;NFXX10;;NF1;N;N;NF;NF;;;;F;C;;T
NF1CB;Lonkkaniv.artrograf.;Lonkkaniv.artrograf.;Lonkkanivelen varjoainetutkimus (artrografia);NF_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Hip artrography with X-ray;Höftled, kontrastundersökning;;NFDB1C;;NF1;N;N;NF;NF;;;;F;C;;T
NF1DA;Lonkkien rtg;Lonkkien rtg;Lonkkien natiiviröntgen;NF_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Bilatera hip X-ray examination;Höftleder, röntgen;;NFDA1D;;NF1;N;N;NF;NF;;;;F;C;;F
NF1LT;Lantion LH+sement.;Lantion LH+sement.;Lantion tai lonkan lämpöhoito ja sementointi;NE_;3;1.1.2006;31.12.2030;2.3.2010;Stakes, Admin;1;;;;;;;;T;;Höft och lårben lesion koagulation med cementering;;;;;;;;;;;;F;C;;T
NF1UT;Lonkan porausfenestr;Lonkan porausfenestr;Lonkan porausfenestraatio;NF_2;3;1.1.2006;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;;Höft borrningsfenestration;;;;;;;;;;;;F;C;;F
NF_2;Muut lonkan ja reiden toimenpiteet;Muut lonkan ja reiden toimenpiteet;Muut lonkan ja reiden toimenpiteet;NF;2;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Other procedures of hip joint and thigh;Andra åtgärder på höftled och femur;;NFX;;NF_;N;N;NF;NF;;;;F;A;;T
NF2AT;Lonkkanivelinj,UÄ-oh;Lonkkanivelinj,UÄ-oh;Lonkkanivelinjektio UÄ-ohjauksessa;NF_2;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Injection to hip joint with ultrasound guidance;Höftled, UL-styrd injektion;;NFXX11;;NF2;N;N;NF;NF;;;;F;C;;T
NF2BT;Lonkkaniv.inj,lpv-oh;Lonkkaniv.inj,lpv-oh;Lonkkanivelinjektio läpivalaisuohjauksessa;NF_2;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Injection to hip joint with X-ray guidance;Höftled, genomlysningsstyrd injektion;;NFXX11;;NF2;N;N;NF;NF;;;;F;C;;T
NF3AA;Reiden rtg;Reiden rtg;Reiden natiiviröntgen;NF_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Femur X-ray examination;Lår, röntgen;;NFDA3A;;NF3;N;N;NF;NF;;;;F;C;;T
NF3AD;Reiden TT;Reiden TT;Reiden TT;NF_;3;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Femur CT;Lår, DT;;NFDD3A;;NF3;N;N;NF;NF;;;;F;C;;T
NF3BA;Reiden rtg, laaja;Reiden rtg, laaja;Reiden laaja natiiviröntgen;NF_;3;1.1.1999;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Femur extensive X-ray examination;Lår, omfattande röntgen;;NFDA3A;;NF3;N;N;NF;NF;;;;F;C;;T
NF3BD;Reiden laaja TT;Reiden laaja TT;Reiden laaja TT;NF_;3;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Extensive femur CT;Lår, omfattande DT;;NFDD3A;;NF3;N;N;NF;NF;;;;F;C;;T
NF3CD;Reiden erittäin laaja TT;Reiden erittäin laaja TT;Reiden erittäin laaja TT;NF_;3;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Very extensive femur CT;Lår, mycket omfattande DT;;NFDD3A;;NF3;N;N;NF;NF;;;;F;C;;T
NF3DA;Reisien rtg;Reisien rtg;Reisien natiiviröntgen;NF_;3;1.1.1999;31.12.2010;5.7.2011;Lehtonen, Jari;1;;;;;;;;T;Bilateral femur X-ray examination;Lår, bilateral röntgen;;NFDA3D;;NF3;N;N;NF;NF;;;;F;C;;F
NG;Polvi ja sääri;Polvi ja sääri;Polvi ja sääri;N;1;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Knee joint and lower leg;Knä och underben;;NG;;;N;N;NG;NG;;;;F;R;;T
NG_;Polven ja säären diagnostinen radiologia;Polven ja säären diagnostinen radiologia;Polven ja säären diagnostinen radiologia;NG;2;1.1.2003;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Diagnostic radiology of knee joint and lower leg;Diagnostisk radiologi av knä och underben;;NGD;;NG_;N;N;NG;NG;;;;F;A;;T
NGA;Polven/säären tutkimusleikkaukset/ASKO;Polven/säären tutkimusleikkaukset/ASKO;Polven ja säären tutkimusleikkaukset ja tähystykset;NG;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Exploratory procedures on knee and lower leg;Explorativa ingrepp på knä och underben;;NGSA;;NGA;N;N;NG;NG;;;;F;A;;T
NGA10;Neulakudosnäyte polvesta/säärestä;Neulakudosnäyte polvesta/säärestä;Neulakudosnäyte, polvi tai sääri;NG_2;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Biopsy of soft tissue or joint of knee or lower leg, percutaneous;Nålbiopsi av knä och underben;;NGXX00;;NGA;N;N;NG;NG;;;;F;C;;T
NGA20;Polven tai säären tutkimusleikkaus;Polven tai säären tutkimusleikkaus;Polven tai säären tutkimusleikkaus;NGA;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Exploration of soft tissue knee or lower leg, open;Exploration av knä och underben;;NGSA12;;NGA;N;N;NG;NG;;;;F;C;;T
NGA30;Polvinivelen tähystystutkimus;Polvinivelen tähystystutkimus;Polvinivelen tähystystutkimus;NGA;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Exploration of knee joint, arthroscopic;Knäartroskopi;;NGSA11;;NGA;N;N;NG;NG;;;;F;C;;T
NGB;Polven tekonivelleikkaukset;Polven tekonivelleikkaukset;Polven tekonivelleikkaukset;NG;2;1.1.1996;31.12.2030;22.10.2007;Stakes, Admin;1;;;;;;;;F;Primary prosthetic replacement of knee joint;Primära ledprotesoperationer i knäleder;;NGSB;;NGB;N;N;NG;NG;;;;F;A;;T
NGB10;Polven puolitekonivel, demi;Polven puolitekonivel, demi;Polven puolitekonivel, demi;NGB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Primary partial prosthetic replacement of knee joint, demi prosthesis;Halvprotes för knä, demi;;NGSB20;;NGB;N;N;NG;NG;;;;F;C;;T
NGB20;PolviTEP ilman lumpio-osaa,liukuproteesi;PolviTEP ilman lumpio-osaa,liukuproteesi;Polven tekonivel ilman lumpio-osaa, liukuproteesi;NGB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Primary total prosthetic replacement of knee joint without patellar part;Glidprotes för knä, utan patellakomponent;;NGSB12;;NGB;N;N;NG;NG;;;;F;C;;T
NGB30;PolviTEP ilman lumpio-osaa,kytketty;PolviTEP ilman lumpio-osaa,kytketty;Polven tekonivel ilman lumpio-osaa, kytketty;NGB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Primary total prosthetic replacement of knee joint without patellar part - connected prosthesis;Kopplad knäprotes utan patellakomponent;;NGSB10;;NGB;N;N;NG;NG;;;;F;C;;T
NGB40;PolviTEP lumpio-osan kanssa,liukuprotees;PolviTEP lumpio-osan kanssa,liukuprotees;Polven tekonivel lumpio-osan kanssa, liukuproteesi;NGB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Primary total prosthetic replacement of knee joint with patellar part - sliding prosthesis;Glidprotes för knä, med patellakomponent;;NGSB02;;NGB;N;N;NG;NG;;;;F;C;;T
NGB50;PolviTEP lumpio-osan kanssa,kytketty;PolviTEP lumpio-osan kanssa,kytketty;Polven tekonivel lumpio-osan kanssa, kytketty;NGB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Primary total prosthetic replacement of knee joint with patellar part - connected prosthesis;Kopplad protes för knä, med patellakomponent;;NGSB00;;NGB;N;N;NG;NG;;;;F;C;;T
NGB60;Polvilumpio-reisiosan asettaminen yksin;Polvilumpio-reisiosan asettaminen yksin;Polvilumpio-reisiosan asettaminen yksin;NGB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Primary partial prosthetic replacement of knee joint, patellar and femoral part;Applikation av endast patella-femur komponenter;;NGSB30;;NGB;N;N;NG;NG;;;;F;C;;T
NGB99;Muu polven tekonivelleikkaus;Muu polven tekonivelleikkaus;Muu polven tekonivelleikkaus;NGB;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other primary prosthetic replacement of knee joint, other or unspecified;Annan knäprotesoperation;;NGSB99;;NGB;N;N;NG;NG;;;;F;C;;T
NGC;Polven tekonivelien uusintaleikkaukset;Polven tekonivelien uusintaleikkaukset;Polven tekonivelien uusintaleikkaukset;NG;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Secondary prosthetic replacement of knee joint;Reoperationer för applikation av knäprotes;;NGSC;;NGC;N;N;NG;NG;;;;F;A;;T
NGC00;Polven tekonivelen irto-osan vaihto;Polven tekonivelen irto-osan vaihto;Polven tekonivelen irto-osan vaihto;NGC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Exchange of a loose part of prosthesis in knee joint;Utbyte av löstagbar komponent av knäprotes;;NGSC20;;NGC;N;N;NG;NG;;;;F;C;;T
NGC20;PolviTEP uusinta,tavallinen proteesi;PolviTEP uusinta,tavallinen proteesi;Polven tekonivelen uusintaleikkaus, tavallinen proteesi;NGC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Secondary implantation of prosthesis in knee joint, normal prosthesis;Reoperation av vanlig knäprotes;;NGSC00;;NGC;N;N;NG;NG;;;;F;C;;T
NGC30;PolviTEP uusinta,erikoisproteesi;PolviTEP uusinta,erikoisproteesi;Polven tekonivelen uusintaleikkaus, erikoisproteesi;NGC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Secondary implantation of prosthesis in knee joint, special prosthesis;Knäprotes reoperation med specialprotes;;NGSC02;;NGC;N;N;NG;NG;;;;F;C;;T
NGC40;PolviTEP uusinta,erikoisproteesi+luupank;PolviTEP uusinta,erikoisproteesi+luupank;Polven tekonivelen uusintaleikkaus, erikoisproteesi ja pankkiluu tarpeen;NGC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Secondary implantation of prosthesis in knee joint with allograft bone transplant;Knäprotes reoperation med specialprotes och transplantat från benbank;;NGSC04;;NGC;N;N;NG;NG;;;;F;C;;T
NGC60;Polvilumpio-osan lisäys tai vaihto;Polvilumpio-osan lisäys tai vaihto;Polvilumpio-osan lisäys tai vaihto;NGC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Exchange or addition of patellar part;Komplettering med eller byte av patellakomponent;;NGSC10;;NGC;N;N;NG;NG;;;;F;C;;T
NGC99;Muu polven tekonivelen uusintaleikkaus;Muu polven tekonivelen uusintaleikkaus;Muu polven tekonivelen uusintaleikkaus;NGC;3;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;T;Other secondary prosthetic replacement inknee joint, other or unspecified;Annan knäprotetisk reoperation;;NGSC99;;NGC;N;N;NG;NG;;;;F;C;;T
NGD;Polven nivelkierukkaleikkaukset;Polven nivelkierukkaleikkaukset;Polven nivelkierukkaleikkaukset;NG;2;1.1.1996;31.12.2030;12.1.2005;Stakes;1;;;;;;;;F;Operations on meniscus of knee;Operationer på knäledens menisker;;NGSD;;NGD;N;N;NG;NG;;;;F;A;;T
