code;text
NFSU03;"Removal of partial prosthesis from hip joint; single part - other"
NFSU04;"Removal of partial prosthesis from hip joint; more than one, but not all parts"
NFSU09;"Removal of partial prosthesis from hip joint; other or unspecified"
NFSU10;"Removal of total prosthesis from hip joint; all parts"
NFSU11;"Removal of total prosthesis from hip joint; single part - proximal"
NFSU12;"Removal of total prosthesis from hip joint; single part - distal"
NFSU13;"Removal of total prosthesis from hip joint; single part - other"
NFSU14;"Removal of total prosthesis from hip joint; more than one, but not all parts"
NFSU19;"Removal of total prosthesis from hip joint; other or unspecified"
NFSU39;Removal of external fixation device from femur
NFSU49;Removal of internal fixation device from femur
NFSU89;Removal of therapeutic implant in treatment of infection of hip or femur
NFSU99;Removal of other implant from hip joint or femur
NFSW49;Repair of wound dehiscence in surgery of hip or thigh
NFSW59;Reoperation for superficial infection in surgery of hip or thigh
NFSW69;Reoperation for deep infection in surgery of hip or thigh
NFSW79;Reoperation for superficial haemorrhage in surgery of hip or thigh
NFSW89;Reoperation for deep haemorrhage in surgery of hip or thigh
NFSW99;Other reoperation in surgery of hip or thigh
NFXQ00;Adjustment of external prosthesis on hip or tiigh
NFXT00;Forcible manipulation of hip joint
NFXT10;Traction of femur
NFXX00;"Biopsy of soft tissue or joint of hip and thigh; percutaneous"
NFXX01;"Biopsy of hip and thigh for cytology; percutaneous"
NFXX05;"Simple incision of soft tissue; hip joint and thigh"
NFXX10;"Arthrocentesis; hip joint and thigh"
NFXX11;"Injection of diagnostic or therapeutic substance into joint; hip joint and thigh"
NFXX30;"Soft bandage; hip joint and thigh"
NFXX31;"Prefabricated orthosis; hip joint and thigh"
NFXX32;"Custom moulded splint; hip joint and thigh"
NFXX33;"Custom moulded cast; hip joint and thigh"
NFXX34;"Major custom moulded cast; hip joint and thigh"
NFXX39;"Other orthopedic bandage; hip joint and thigh"
NFXX40;"External traction; hip joint and thigh"
NFXX50;"Implantation of skeletal marker; hip joint and thigh"
NGDA1A;Knee X-ray examination without contrast
NGDA1E;Knee X-ray examination with wrench
NGDA2A;Patella X-ray examination
NGDA2E;Patella examination using Laurin's projections
NGDA4A;Lower leg X-ray examination
NGDA4D;Bilateral lower leg X-ray examination
NGDB1C;Knee artrography with X-ray
NGDD1A;Knee CT
NGDD4A;Lower leg CT
NGDE1A;Knee joint ultrasound examination
NGDE3A;Patella tendon ultrasound examination
NGDG1B;Knee and lower leg MRI examination
NGFA00;Stability test of crux ligament
NGIA00;Knee isotope imaging
NGSA00;"Exploration of soft tissue knee or lower leg; open"
NGSA01;"Exploration of soft tissue knee or lower leg; arthroscopic"
NGSA10;"Exploration of knee joint; percutaneous"
NGSA11;"Exploration of knee joint; arthroscopic"
NGSA12;"Exploration of knee joint; open"
NGSA31;"Biopsy of bone of knee or lower leg; arthroscopic"
NGSA32;"Biopsy of bone of knee or lower leg; open"
NGSB00;Primary total replacement of knee joint using connected prosthesis with patellar part
NGSB02;Primary total replacement of knee joint using gliding prosthesis with patellar part
NGSB10;Primary total replacement of knee joint using connected prosthesis without patellar part
NGSB12;Primary total replacement of knee joint using gliding prosthesis without patellar part
NGSB20;Primary partial prosthetic replacement of knee joint - medial and lateral compartments
NGSB30;Primary partial prosthetic replacement of knee joint - patello-femoral compartment
NGSB40;Primary prosthetic interposition arthroplasty of knee joint
NGSB99;Other primary prosthetic replacement of knee joint
NGSC00;"Secondary implantation of total prosthesis in knee joint; all parts"
NGSC02;Secondary total or partial replacement of knee joint with special fabricated prosthesis
NGSC04;Secondary total or partial replacement of knee joint with special fabricated prosthesis using bone allograft
NGSC10;Patellar part exchange or addition in knee joint prosthesis
NGSC20;Exchange of other loose part of prosthesis in knee joint
NGSC99;Other secondary prosthetic replacement in knee joint
NGSD01;"Total excision of meniscus of knee; arthroscopic"
NGSD02;"Total excision of meniscus of knee; open"
NGSD09;"Total excision of meniscus of knee; unspecified"
NGSD11;"Partial excision of meniscus of knee; arthroscopic"
NGSD12;"Partial excision of meniscus of knee; open"
NGSD19;"Partial excision of meniscus of knee; unspecified"
NGSD21;"Reinsertion of meniscus of knee; arthroscopic"
NGSD22;"Reinsertion of meniscus of knee; open"
NGSD29;"Reinsertion of meniscus of knee; unspecified"
NGSD50;Transposition of meniscus of knee
NGSD91;"Other operation on meniscus of knee; arthroscopic"
NGSD92;"Other operation on meniscus of knee; open"
NGSD99;"Other operation on meniscus of knee; unspecified"
NGSE09;Incision or suture of capsule of knee joint
NGSE11;"Transcision or excision of ligament of knee; anterior cruciate, open"
NGSE12;"Transcision or excision of ligament of knee; posterior cruciate, open"
NGSE13;"Transcision or excision of ligament of knee; medial collateral"
NGSE14;"Transcision or excision of ligament of knee; lateral collateral"
NGSE15;"Transcision or excision of ligament of knee; anterior cruciate, arthroscopic"
NGSE16;"Transcision or excision of ligament of knee; posterior cruciate, arthroscopic"
NGSE20;"Suture or reinsertion of ligament of knee; lateral collateral"
NGSE21;"Fixation of fragment of surface of knee; anterior cruciate, open"
NGSE22;"Fixation of fragment of surface of knee; posterior cruciate, open"
NGSE23;"Fixation of fragment of surface of knee; medial collateral"
NGSE24;"Fixation of fragment of surface of knee; lateral collateral"
NGSE25;"Fixation of fragment of surface of knee; anterior cruciate, arthroscopic"
NGSE26;"Fixation of fragment of surface of knee; posterior cruciate, arthroscopic"
NGSE31;"Transposition of ligament of knee; anterior cruciate, open"
NGSE32;"Transposition of ligament of knee; posterior cruciate, open"
NGSE33;"Transposition of ligament of knee; medial collateral"
NGSE34;"Transposition of ligament of knee; lateral collateral"
NGSE35;"Transposition of ligament of knee; anterior cruciate, arthroscopic"
NGSE36;"Transposition of ligament of knee; posterior cruciate, arthroscopic"
NGSE41;"Plastic repair of ligament of knee not using prosthetic material; anterior cruciate, open"
NGSE42;"Plastic repair of ligament of knee not using prosthetic material; posterior cruciate, open"
NGSE43;"Plastic repair of ligament of knee not using prosthetic material; medial collateral"
NGSE44;"Plastic repair of ligament of knee not using prosthetic material; lateral collateral"
NGSE45;"Plastic repair of ligament of knee not using prosthetic material; anterior cruciate, arthroscopic"
NGSE46;"Plastic repair of ligament of knee not using prosthetic material; posterior cruciate, arthroscopic"
NGSE51;"Plastic repair of ligament of knee using prosthetic material; anterior cruciate, open"
NGSE52;"Plastic repair of ligament of knee using prosthetic material; posterior cruciate, open"
NGSE53;"Suture or reinsertion of ligament of knee; lateral collateral, arthroscopic"
NGSE54;"Plastic repair of ligament of knee using prosthetic material; lateral collateral"
NGSE55;"Plastic repair of ligament of knee using prosthetic material; anterior cruciate, arthroscopic"
NGSE56;"Plastic repair of ligament of knee not using prosthetic material; posterior or posterior and anterior cruciate,"
NGSE60;"Plastic repair of patellar ligaments; open"
NGSE65;"Plastic repair of patellar ligaments; arthroscopic"
NGSE91;"Other operation on capsule or ligament of knee; anterior cruciate, open"
NGSE92;"Other operation on capsule or ligament of knee; posterior cruciate, open"
NGSE93;"Other operation on capsule or ligament of knee; medial collateral"
NGSE94;"Other operation on capsule or ligament of knee; lateral collateral"
NGSE95;"Other operation on capsule or ligament of knee; anterior cruciate, arthroscopic"
NGSE96;"Plastic repair or reinsertion of cruciate and collateral ligaments of the knee; arthroscopic"
NGSF00;Excision of plica of synovy of knee
NGSF01;"Total synovectomy of knee; arthroscopic"
NGSF02;"Total synovectomy of knee; open"
NGSF03;"Total synovectomy of knee; unspecified"
NGSF11;"Partial synovectomy of knee; arthroscopic"
NGSF12;"Partial synovectomy of knee; open"
NGSF13;"Partial synovectomy of knee; unspecified"
NGSF20;"Operation for osteochondritis of knee; open"
NGSF21;"Fixation of fragment of surface of knee; arthroscopic"
NGSF22;"Fixation of fragment of surface of knee; open"
NGSF23;"Fixation of fragment of surface of knee; unspecified"
NGSF25;"Operation for osteochondritis of knee; arthroscopic"
NGSF30;Fixation of loose body of joint of knee
NGSF31;"Partial excision of joint cartilage of knee; arthroscopic"
NGSF32;"Partial excision of joint cartilage of knee; open"
NGSF33;"Partial excision of joint cartilage of knee; unspecified"
NGSF35;Plastic operation of joint cartilage of knee
NGSF40;Repair of defect of cartilage in the knee joint with transplant
NGSF91;"Other operation on synovia or joint surface of knee; arthroscopic"
NGSF92;"Other operation on synovia or joint surface of knee; open"
NGSF93;"Other operation on synovia or joint surface of knee; unspecified"
NGSG09;Excision arthroplasty of knee
NGSG19;Interposition arthroplasty of knee
NGSG29;Other arthroplasty of knee without prosthetic replacement
NGSG30;Fusion of knee joint with internal fixation
NGSG34;Fusion of knee joint with external fixation
NGSG39;Fusion of knee joint without fixation
NGSG49;Fusion of knee joint with internal fixation
NGSG59;Fusion of knee joint with external fixation
NGSG99;Other excision, reconstruction or fusion of knee joint
NGSH00;"Reduction of dislocation of knee joint; closed"
NGSH01;"Reduction of dislocation of knee joint; arthroscopic"
NGSH02;"Reduction of dislocation of knee joint; open"
NGSH10;"Reduction of dislocation of patella; closed"
NGSH11;"Reduction of dislocation of patella; arthroscopic"
NGSH12;"Reduction of dislocation of patella; open"
NGSH20;"Reduction of dislocation prosthesis of knee joint; closed"
NGSH21;"Reduction of dislocation of prosthesis of knee joint; arthroscopic"
NGSH22;"Reduction of dislocation prosthesis of knee joint; open"
NGSH30;"Freeing of adhesions of knee joint; closed"
NGSH31;"Freeing of adhesions of knee joint; arthroscopic"
NGSH32;"Freeing of adhesions of knee joint; open"
NGSH39;"Freeing of adhesions of knee joint; unspecified"
NGSH40;"Removal of foreign or loose body from knee joint; closed"
NGSH41;"Removal of foreign or loose body from knee joint; arthroscopic"
NGSH42;"Removal of foreign or loose body from knee joint; open"
NGSH49;"Removal of foreign or loose body from knee joint; unspecified"
NGSH51;"Excision of intraarticular exostosis or osteophyte of knee; arthroscopic"
NGSH52;"Excision of intraarticular exostosis or osteophyte of knee; open"
NGSH59;"Excision of intraarticular exostosis or osteophyte of knee; unspecified"
NGSH71;"Operation for habitual dislocation of knee joint; arthroscopic"
NGSH72;"Operation for habitual dislocation of knee joint; open"
NGSH79;"Operation for habitual dislocation of knee joint; unspecified"
NGSH90;"Other operation on knee joint; closed"
NGSH91;"Other operation on knee joint; arthroscopic"
NGSH92;"Other operation on knee joint; open"
NGSH99;"Other operation on knee joint; unspecified"
NGSJ00;"Closed reduction of fracture of knee or lower leg; patella"
NGSJ01;"Closed reduction of fracture of knee or lower leg; proximal tibia"
NGSJ02;"Closed reduction of fracture of knee or lower leg; body of tibia"
NGSJ03;"Closed reduction of fracture of knee or lower leg; fibula"
NGSJ04;"Closed reduction of fracture of knee or lower leg; other or unspecified"
NGSJ10;"Open reduction of fracture of knee or lower leg; patella"
NGSJ11;"Open reduction of fracture of knee or lower leg; proximal tibia"
NGSJ12;"Open reduction of fracture of knee or lower leg; body of tibia"
NGSJ13;"Open reduction of fracture of knee or lower leg; fibula"
NGSJ14;"Open reduction of fracture of knee or lower leg; other or unspecified"
NGSJ20;"External fixation of fracture of knee or lower leg; patella"
NGSJ21;"External fixation of fracture of knee or lower leg; proximal tibia"
NGSJ22;"External fixation of fracture of knee or lower leg; body of tibia"
NGSJ23;"External fixation of fracture of knee or lower leg; fibula"
NGSJ24;"External fixation of fracture of knee or lower leg; other or unspecified"
NGSJ30;"Internal fixation of fracture of knee or lower leg using bioimplant; patella"
NGSJ31;"Internal fixation of fracture of knee or lower leg using bioimplant; proximal tibia"
NGSJ32;"Internal fixation of fracture of knee or lower leg using bioimplant; body of tibia"
NGSJ33;"Internal fixation of fracture of knee or lower leg using bioimplant; fibula"
NGSJ34;"Internal fixation of fracture of knee or lower leg using bioimplant; other or unspecified"
NGSJ40;"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; patella"
NGSJ41;"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; proximal tibia"
NGSJ42;"Internal fixation of fracture of knee or lower leg using wire, rod, cerclage or pin; body of tibia"
