AA027	Innlegging av intracerebral trykkmåler
NDW49	Reoperasjon for sårruptur i håndledd eller hånd
NDW59	Reoperasjon for overfladisk infeksjon i håndledd eller hånd
NDW69	Reoperasjon for dyp infeksjon i håndledd eller hånd
NDW79	Reoperasjon for overfladisk blødning i håndledd eller hånd
NDW89	Reoperasjon for dyp blødning i håndledd eller hånd
NDW99	Annen reoperasjon på håndledd eller hånd
NEA00	Perkutan eksplorasjon av bløtdeler i bekkenet
NEA02	Åpen eksplorasjon av bløtdeler i bekkenet
NEA10	Perkutan eksplorasjon av ledd i bekkenet
NEA12	Artrotomi i ileosakralledd
NEA20	Perkutan biopsi av bløtdeler eller ledd i bekkenet
NEA21	Endoskopisk biopsi av bløtdeler eller ledd i bekkenet
NEA22	Åpen biopsi av bløtdeler eller ledd i bekkenet
NEA30	Perkutan biopsi av bein i bekkenet
NEA31	Endoskopisk biopsi av bein i bekkenet
NEA32	Åpen biopsi av bein i bekkenet
NEE99	Operasjon på leddkapsel eller ligament i bekkenet
NEF99	Operasjon på synovialhinne eller leddflate i ileosakralledd
NEG09	Eksisjonsartroplastikk i ileosakralledd
NEG19	Interposisjonsartroplastikk i ileosakralledd
NEG29	Annen artroplastikk uten protese i ileosakralledd
NEG39	Artrodese i ileosakralledd uten fiksasjon
NEG49	Artrodese i ileosakralledd med intern fiksasjon
NEG59	Artrodese i ileosakralledd med ekstern fiksasjon
NEG99	Annen eksisjon/rekonstruksjon/artrodese i ileosakralledd
NEH09	Reposisjon av ileosakralluksasjon
NEH99	Annen operasjon på ileosakralledd
NEJ09	Lukket reposisjon av bekkenfraktur
NEJ19	Åpen reposisjon av bekkenfraktur
NEJ29	Ekstern fiksasjon av bekkenfraktur
NEJ39	Osteosyntese av bekkenfraktur med bioimplantat
NEJ49	Osteosyntese av bekkenfraktur med metalltråd/cerclage/pinne
NEJ69	Osteosyntese av bekkenfraktur med plate og skruer
NEJ79	Osteosyntese av bekkenfraktur med skruer
NEJ89	Osteosyntese av bekkenfraktur med annet/kombinert materiale
NEJ99	Annen operativ bruddbehandling i bekkenet
NEK09	Eksisjon av beinfragment i bekkenet
NEK19	Reseksjon eller eksisjon av bein i bekkenet
NEK29	Fenestrasjon eller oppboring av bein i bekkenet
NEK39	Utskraping av beincyste i bekkenet
NEK49	Epifysiodese i bekkenet
NEK59	Osteotomi i bekkenet med aksekorreksjon/rotasjon/forskyvning
NEK79	Beintransportoperasjon i bekkenet
NEK89	Epifysedistraksjon på bekkenet
NEK99	Annen operasjon på bein i bekkenet
NEL09	Frilegging av muskel i bekkenet
NEL19	Sutur eller rekonstruksjon av muskel i bekkenet
NEL29	Transposisjon av muskel i bekkenet
NEL99	Annen operasjon på muskel eller sene i bekkenet
NEM99	Operasjon på fascie, ganglion eller bursa i bekkenet
NEN09	Autotransplantasjon av bein til bekkenet
NEN19	Allotransplantasjon av bein til bekkenet
NEN29	Xenotransplantasjon av bein til bekkenet
NEN49	Transplantasjon av brusk/periost/fascie til bekkenet
NEN99	Annen transplantasjon til bekkenet
NEQ19	Hemipelvektomi
NEQ29	Revisjon av amputasjons/eksartikulasjonsstump i bekkenet
NEQ99	Annen amputasjon i bekkenet eller tilhørende operasjon
NER09	Reseksjon av bløtdelstumor i bekkenet
NER19	Marginal eksisjon av bløtdelstumor i bekkenet
NER29	Vid eksisjon av bløtdelstumor i bekkenet
NER39	Kompartmentell eksisjon av bløtdelstumor i bekkenet
NER49	Reseksjon av bein/brusktumor i bekkenet
NER59	Marginal eksisjon av bein/brusktumor i bekkenet
NER69	Vid eksisjon av bein/brusktumor i bekkenet
NER79	Kompartmentell eksisjon av bein/brusktumor i bekkenet
NER99	Annen operasjon for tumor i bekkenet
NES19	Incisjon/revisjon ved infeksjon i ileosakralledd
NES29	Incisjon/revisjon ved infeksjon i bein i bekkenet
NES49	Incisjon/revisjon/terap subst ved infeksjon i ileosakralledd
NES59	Incisjon/revisjon/terap subst ved beininfeksjon i bekkenet
NES99	Annen operasjon for infeksjon i sene/ledd/bein i bekkenet
NET49	Korrek deformitet bekkenledd med ekstern/intern fiksasjon
NET99	Annen operasjon på bekkenet
NEU39	Fjerning av eksternt fiksasjonsutstyr fra bekkenet
NEU49	Fjerning av osteosyntesemateriale fra bekkenet
NEU89	Fjerning av terapeutisk substans etter infekbeh i bekkenet
NEU99	Fjerning av annet implantat fra bekkenet
NEW49	Reoperasjon for sårruptur etter inngr på bekkenet
NEW59	Reop for overfladisk infeksjon etter inngr på bekkenet
NEW69	Reoperasjon for dyp infeksjon etter inngr på bekkenet
NEW79	Reoperasjon for overfladisk blødning etter inngr på bekkenet
NEW89	Reoperasjon for dyp blødning etter inngr på bekkenet
NEW99	Annen reoperasjon etter inngr på bekkenet
NFA00	Perkutan eksplorasjon av bløtdeler i hofte eller lår
NFA02	Åpen eksplorasjon av bløtdeler i hofte eller lår
NFA10	Perkutan eksplorasjon av hofteledd
NFA11	Artroskopi i hofteledd
NFA12	Artrotomi i hofteledd
NFA20	Perkutan biopsi av bløtdeler eller ledd i hofte eller lår
NFA22	Åpen biopsi av bløtdeler eller ledd i hofte eller lår
NFA30	Perkutan biopsi av femur
NFA32	Åpen biopsi av femur
NFB01	Implant proks primær delprotese i hofteledd uten sement
NFB02	Implant dist primær delprotese i hofteledd uten sement
NFB11	Implant proks primær delprotese i hofteledd med sement
NFB12	Implant dist primær delprotese i hofteledd med sement
NFB20	Implantasjon av primær totalprotese i hofteledd uten sement
NFB30	Implantasjon primær totalprotese i hofte med hybrid teknikk
NFB40	Implantasjon av primær totalprotese i hofteledd med sement
NFB59	Implantasjon av primær interposisjonsprotese i hofteledd
NFB99	Annen implantasjon av primær protese i hofteledd
NFC01	Implant proks sekundær delprotese i hofteledd uten sement
NFC02	Implant distal sekundær delprotese i hofteledd uten sement
NFC03	Implant annen del av sekundær delprotese i hofte uten sement
NFC11	Implant proksimal sekundær delprotese i hofteledd med sement
NFC12	Implant distal sekundær delprotese i hofteledd med sement
NFC13	Implant annen del av sekundær delprotese i hofte med sement
NFC20	Implantasjon sekundær totalprotese i hofteledd uten sement
NFC21	Implant proks del sekundær totalprotese i hofte uten sement
NFC22	Implant distal del sekundær totalprotese i hofte uten sement
NFC23	Implant annen del sekundær totalprotese i hofte uten sement
NFC30	Implant sekundær totalprotese i hofteledd med hybrid teknikk
NFC31	Implant proks del sekundær totalprotese hofte hybrid teknikk
NFC32	Implant dist del sekundær totalprotese hofte hybrid teknikk
NFC33	Implant annen del sekundær totalprotese hofte hybrid teknikk
NFC40	Implantasjon av sekundær totalprotese i hofteledd med sement
NFC41	Implant av proks del sekundær totalprotese hofte med sement
NFC42	Implant dist del sekundær totalprotese i hofte med sement
NFC43	Implant annen del sekundær totalprotese i hofte med sement
NFC59	Implantasjon av sekundær interposisjonsprotese i hofteledd
NFC99	Annen implantasjon av sekundær protese i hofteledd
NFE91	Endoskopisk operasjon på leddkapsel/ligament i hofteledd
NFE92	Åpen operasjon på leddkapsel eller ligament i hofteledd
NFF01	Endoskopisk total synovektomi i hofte
NFF02	Åpen total synovektomi i hofte
NFF11	Endoskopisk partiell synovektomi i hofte
NFF12	Åpen partiell synovektomi i hofte
NFF21	Endoskopisk fiksasjon av leddflatefragment i hofte
NFF22	Åpen fiksasjon av leddflatefragment i hofte
NFF31	Endoskopisk reseksjon av leddbrusk i hofte
NFF32	Åpen reseksjon av leddbrusk i hofte
NFF91	Annen endoskopisk op på synovialhinne/leddflate i hofte
NFF92	Annen åpen operasjon på synovialhinne/leddflate i hofte
NFG09	Eksisjonsartroplastikk i hofteledd
NFG19	Interposisjonsartroplastikk i hofteledd
NFG29	Annen artroplastikk i hofteledd uten protese
NFG39	Artrodese i hofteledd uten fiksasjon
NFG49	Artrodese i hofteledd med intern fiksasjon
NFG59	Artrodese i hofteledd med ekstern fiksasjon
NFH00	Lukket reposisjon av hofteluksasjon
NFH02	Åpen reposisjon av hofteluksasjon
NFH20	Lukket reposisjon av proteseluksasjon i hofteledd
NFH22	Åpen reposisjon av proteseluksasjon i hofteledd
NFH31	Endoskopisk adheranseløsning i hofteledd
NFH32	Åpen adheranseløsning i hofteledd
NFH40	Lukket fjerning av fremmed eller fritt legeme fra hofteledd
NFH41	Endoskopisk fjerning av fremmed/fritt legeme fra hofteledd
NFH42	Åpen fjerning av fremmed eller fritt legeme fra hofteledd
NFH51	Endoskopisk eksisjon eksostose/osteofytt i hofteledd
NFH52	Åpen eksisjon av eksostose/osteofytt i hofteledd
NFH90	Annen lukket operasjon på hofteledd
NFH91	Annen endoskopisk operasjon på hofteledd
NFH92	Annen åpen operasjon på hofteledd
NFJ00	Lukket reposisjon av lårhalsfraktur
NFJ01	Lukket reposisjon av pertrokantær femurfraktur
NFJ02	Lukket reposisjon av subtrokantær femurfraktur
NFJ03	Lukket reposisjon av annen proksimal femurfraktur
NFJ04	Lukket reposisjon av femurskaftfraktur
NFJ05	Lukket reposisjon av distal femurfraktur
NFJ10	Åpen reposisjon av lårhalsfraktur
NFJ11	Åpen reposisjon av pertrokantær femurfraktur
NFJ12	Åpen reposisjon av subtrokantær femurfraktur
NFJ13	Åpen reposisjon av annen proksimal femurfraktur
NFJ14	Åpen reposisjon av femurskaftfraktur
NFJ15	Åpen reposisjon av distal femurfraktur
NFJ20	Ekstern fiksasjon av lårhalsfraktur
NFJ21	Ekstern fiksasjon av pertrokantær femurfraktur
NFJ22	Ekstern fiksasjon av subtrokantær femurfraktur
NFJ23	Ekstern fiksasjon av annen proksimal femurfraktur
NFJ24	Ekstern fiksasjon av femurskaftfraktur
NFJ25	Ekstern fiksasjon av distal femurfraktur
NFJ30	Osteosyntese av lårhalsfraktur med bioimplantat
NFJ31	Osteosyntese av pertrokantær femurfraktur med bioimplantat
NFJ32	Osteosyntese av subtrokantær femurfraktur med bioimplantat
NFJ33	Osteosyntese av annen proksimalfemurfraktur med bioimplantat
NFJ34	Osteosyntese av femurskaftfraktur med bioimplantat
NFJ35	Osteosyntese av distal femurfraktur med bioimplantat
NFJ40	Osteosyntese av lårhalsfraktur med metalltråd/cerclage/pinne
NFJ41	Osteosyntese pertrokantær fraktur metalltråd/cerclage/pinne
NFJ42	Osteosyntese subtrokantær fraktur metalltråd/cerclage/pinne
NFJ43	Osteosynt annen proks femurfraktur metalltråd/cerclage/pinne
NFJ44	Osteosyntese femurskaftfraktur med metalltråd/cerclage/pinne
NFJ45	Osteosyntese distal femurfraktur metalltråd/cerclage/pinne
NFJ50	Osteosyntese av lårhalsfraktur med margnagle
NFJ51	Osteosyntese av pertrokantær femurfraktur med margnagle
NFJ52	Osteosyntese av subtrokantær femurfraktur med margnagle
NFJ53	Osteosyntese av annen proksimal femurfraktur med margnagle
NFJ54	Osteosyntese av femurskaftfraktur med margnagle
NFJ55	Osteosyntese av distal femurfraktur med margnagle
NFJ60	Osteosyntese av lårhalsfraktur med plate og skruer
NFJ61	Osteosyntese av pertrokantær femurfraktur med plate/skruer
NFJ62	Osteosyntese av subtrokantær femurfraktur med plate/skruer
NFJ63	Osteosyntese annen proksimal femurfraktur med plate/skruer
NFJ64	Osteosyntese av femurskaftfraktur med plate og skruer
NFJ65	Osteosyntese av distal femurfraktur med plate og skruer
NFJ70	Osteosyntese av lårhalsfraktur med skruer
NFJ71	Osteosyntese av pertrokantær femurfraktur med skruer
NFJ72	Osteosyntese av subtrokantær femurfraktur med skruer
NFJ73	Osteosyntese av annen proksimal femurfraktur med skruer
NFJ74	Osteosyntese av femurskaftfraktur med skruer
NFJ75	Osteosyntese av distal femurfraktur med skruer
NFJ80	Osteosyntese av lårhalsfraktur med annet/kombinert materiale
NFJ81	Osteosyntese pertrokantær fraktur med annet/komb materiale
NFJ82	Osteosyntese subtrokantær fraktur med annet/komb materiale
NFJ83	Osteosyntese annen proks femurfrakt med annet/komb materiale
NFJ84	Osteosyntese femurskaftfraktur med annet/kombinert materiale
NFJ85	Osteosyntese distal femurfraktur med annet/komb materiale
NFJ90	Annen osteosyntese av lårhalsfraktur
NFJ91	Annen osteosyntese av pertrokantær femurfraktur
NFJ92	Annen osteosyntese av subtrokantær femurfraktur
NFJ93	Annen osteosyntese av annen proksimal femurfraktur
NFJ94	Annen osteosyntese av femurskaftfraktur
NFJ95	Annen osteosyntese av distal femurfraktur
NFK09	Eksisjon av beinfragment i femur
NFK19	Reseksjon eller eksisjon av bein i femur
NFK29	Fenestrasjon eller oppboring av femur
NFK39	Utskraping av cyste i femur
NFK49	Epifysiodese av femur
NFK59	Osteotomi av femur med aksekorreksjon/rotasjon/forskyvning
NFK69	Osteotomi av femur med forkorting eller forlengelse
NFK79	Beintransportoperasjon av femur
NFK89	Epifysedistraksjon på femur
NFK99	Annen operasjon på bein i femur
NFL09	Frilegging av muskel i hofte eller lår
NFL19	Sutur eller rekonstruksjon av muskel i hofte eller lår
NFL29	Transposisjon av muskel i hofte eller lår
NFL39	Myotomi eller tenotomi i hofte eller lår
NFL99	Annen operasjon på muskel eller sene i hofte eller lår
NFM09	Fasciotomi på lår
NFM19	Reseksjon eller eksisjon av fascie på lår
NFM29	Sutur av fascie på lår
NFM79	Eksisjon av bursa i hofte eller lår
NFM99	Annen operasjon på fascie/ganglion/bursa i hofte eller lår
NFN09	Autotransplantasjon av bein til femur
NFN19	Allotransplantasjon av bein til femur
NFN29	Xenotransplantasjon av bein til femur
NFN39	Transplantasjon av sene til hofte eller lår
NFN49	Transplantasjon av brusk/periost/fascie til hofte eller lår
NFN99	Annen transplantasjon til hofte eller lår
NFP29	Replantasjon av underekstremitet i hofte- eller lårnivå
NFQ09	Eksartikulasjon i hofte
NFQ19	Amputasjon av femur
NFQ29	Revisjon av eksartikulasjons/amputasjonsstump i hofte/lår
NFQ99	Annen amputasjon/tilhørende operasjon på hofte eller lår
NFR09	Reseksjon av bløtdelstumor i hofte eller lår
NFR19	Marginal eksisjon av bløtdelstumor i hofte eller lår
NFR29	Vid eksisjon av bløtdelstumor i hofte eller lår
NFR39	Kompartmentell eksisjon av bløtdelstumor i hofte eller lår
NFR49	Reseksjon av bein/brusktumor i hofteledd eller femur
NFR59	Marginal eksisjon av bein/brusktumor i hofteledd eller femur
NFR69	Vid eksisjon av bein/brusktumor i hofteledd eller femur
NFR79	Kompartmentell eksisjon av bein/brusktumor i hofteledd/femur
NFR99	Annen operasjon for tumor i hofte eller lår
NFS19	Incisjon/revisjon ved infeksjon i hofteledd
NFS29	Incisjon/revisjon ved infeksjon i femur
NFS49	Incisjon/revisjon/terap subst ved infeksjon i hofteledd
NFS59	Incisjon/revisjon/terap subst ved infeksjon i femur
NFS99	Annen operasjon for infeksjon i sene/ledd/bein i hofte/lår
NFT19	Mobilisering av hofteledd
NFT39	Korrek deformitet i hofteledd/femur med muskel/sene/ligament
NFT49	Korrek deform hofteledd/femur med ekstern/intern fiksasjon
NFT99	Annen operasjon på hofte eller lår
NFU01	Fjerning av proksimal delprotese fra hofteledd
NFU02	Fjerning av distal delprotese fra hofteledd
NFU03	Fjerning av annen delprotese fra hofteledd
NFU10	Fjerning av totalprotese fra hofteledd
NFU11	Fjerning av proksimal del av totalprotese fra hofteledd
NFU12	Fjerning av distal del av totalprotese fra hofteledd
NFU13	Fjerning av annen del av totalprotese fra hofteledd
NFU14	Fjerning av mer enn en del av totalprotese fra hofteledd
NFU39	Fjerning av eksternt fiksasjonsutstyr fra femur
NFU49	Fjerning av osteosyntesemateriale fra femur
NFU89	Fjerning av terap substans etter infeksjbeh i hofte/femur
NFU99	Fjerning av annet implantat fra hofteledd eller femur
NFW49	Reoperasjon for sårruptur i hofte eller lår
NFW59	Reoperasjon for overfladisk infeksjon i hofte eller lår
NFW69	Reoperasjon for dyp infeksjon i hofte eller lår
NFW79	Reoperasjon for overfladisk blødning i hofte eller lår
NFW89	Reoperasjon for dyp blødning i hofte eller lår
NFW99	Annen reoperasjon på hofte eller lår
NGA00	Perkutan eksplorasjon av bløtdeler i kne eller legg
NGA02	Åpen eksplorasjon av bløtdeler i kne eller legg
NGA10	Perkutan eksplorasjon av kneledd
NGA11	Artroskopi i kneledd
NGA12	Artrotomi i kneledd
NGA20	Perkutan biopsi av bløtdeler eller ledd i kne eller legg
NGA21	Endoskopisk biopsi av bløtdeler eller ledd i kne eller legg
NGA22	Åpen biopsi av bløtdeler eller ledd i kne eller legg
NGA30	Perkutan biopsi av bein i kne eller legg
NGA32	Åpen biopsi av bein i kne eller legg
NGB01	Implantasjon medial primær delprotese i kneledd uten sement
NGB02	Implantasjon lateral primær delprotese i kneledd uten sement
NGB03	Implantasjon av patellofemoral primær delprotese uten sement
NGB04	Implant flere primære delprotesekompon i kne uten sement
NGB05	Implant to mediale/lat prim delprotesekomp i kne uten sement
NGB11	Implantasjon medial primær delprotese i kneledd med sement
NGB12	Implantasjon lateral primær delprotese i kneledd med sement
NGB13	Implantasjon av patellofemoral primær delprotese med sement
NGB14	Implant flere primære delprotesekomponenter i kne med sement
NGB15	Impl to mediale/lat primære delprotesekomp i kne med sement
NGB20	Implantasjon av primær totalprotese i kneledd uten sement
NGB30	Implant primær totalprotese i kneledd med hybrid teknikk
NGB40	Implantasjon av primær totalprotese i kneledd med sement
NGB59	Implantasjon av primær interposisjonsprotese i kneledd
NGB99	Annen implantasjon av primær protese i kneledd
NGC01	Implant av medial sekundær delprotese i kneledd uten sement
NGC02	Implant av lateral sekundær delprotese i kneledd uten sement
NGC03	Implant patellofemoral sekundær delprotese i kne uten sement
NGC04	Implant flere sekund delprotesekomp i kneledd uten sement
NGC11	Implantasjon medial sekundær delprotese i kneledd med sement
NGC12	Implant av lateral sekundær delprotese i kneledd med sement
NGC13	Implant patellofemoral sekundær delprotese i kne med sement
NGC14	Implant flere sekund delprotesekomponenter i kne med sement
NGC20	Implantasjon av sekundær totalprotese i kneledd uten sement
NGC21	Implant medial sekundær totalprotesekomp i kne uten sement
NGC22	Implant lateral sekundær totalprotesekomp i kne uten sement
NGC23	Implant patellofem sekund totalprotesekomp i kne uten sement
