AAA00	Eksplorativ kraniotomi
NEK19	Reseksjon eller eksisjon av bein i bekkenet
NEK29	Fenestrasjon eller oppboring av bein i bekkenet
NEK39	Utskraping av beincyste i bekkenet
NEK49	Epifysiodese i bekkenet
NEK59	Osteotomi i bekkenet med aksekorreksjon, rotasjon eller forskyvning
NEK79	Beintransportoperasjon i bekkenet
NEK89	Epifysedistraksjon på bekkenet
NEK99	Annen operasjon på bein i bekkenet
NEL09	Frilegging av muskel i bekkenet
NEL19	Sutur eller rekonstruksjon av muskel i bekkenet
NEL29	Transposisjon av muskel i bekkenet
NEL99	Annen operasjon på muskel eller sene i bekkenet
NEM99	Operasjon på fascie, ganglion eller bursa i bekkenet
NEN09	Autotransplantasjon av bein til bekkenet
NEN19	Allotransplantasjon av bein til bekkenet
NEN29	Xenotransplantasjon av bein til bekkenet
NEN49	Transplantasjon av brusk, periost eller fascie til bekkenet
NEN99	Annen transplantasjon i bekkenet
NEQ19	Hemipelvektomi
NEQ29	Revisjon av amputasjons- eller eksartikulasjonsstump i bekkenet
NEQ99	Annen amputasjon i bekkenet eller tilhørende operasjon
NER09	Reseksjon av bløtdelstumor i bekkenet
NER19	Marginal eksisjon av bløtdelstumor i bekkenet
NER29	Vid eksisjon av bløtdelstumor i bekkenet
NER39	Kompartmentell eksisjon av bløtdelstumor i bekkenet
NER49	Reseksjon av bein- eller brusktumor i bekkenet
NER59	Marginal eksisjon av bein- eller brusktumor i bekkenet
NER69	Vid eksisjon av bein- eller brusktumor i bekkenet
NER79	Kompartmentell eksisjon av bein- eller brusktumor i bekkenet
NER99	Annen operasjon for tumor i bekkenet
NES19	Incisjon og revisjon ved infeksjon i ileosakralledd
NES29	Incisjon og revisjon ved infeksjon i bein i bekkenet
NES49	Incisjon og revisjon med innlegging av terapeutisk substans ved infeksjon i ileosakralledd
NES59	Incisjon og revisjon med innlegging av terapeutisk substans ved infeksjon i bein i bekkenet
NES99	Annen operasjon for infeksjon i sene, ledd eller bein i bekkenet
NET09	Fjerning av fremmedlegeme fra vev i bekkenet
NET49	Korreksjon av deformitet av ledd i bekkenet med ekstern eller intern fiksasjon
NET99	Annen operasjon på bekkenet
NEU39	Fjerning av eksternt fiksasjonsutstyr fra bekkenet
NEU49	Fjerning av osteosyntesemateriale fra bekkenet
NEU89	Fjerning av terapeutisk substans etter infeksjonsbehandling i bekkenet
NEU99	Fjerning av annet implantat fra bekkenet
NEW49	Reoperasjon for sårruptur i bekkenet
NEW59	Reoperasjon for overfladisk infeksjon i bekkenet
NEW69	Reoperasjon for dyp infeksjon i bekkenet
NEW79	Reoperasjon for overfladisk blødning i bekkenet
NEW89	Reoperasjon for dyp blødning i bekkenet
NEW99	Annen reoperasjon på bekkenet
NFA00	Perkutan eksplorasjon av bløtdeler i hofte eller lår
NFA02	Åpen eksplorasjon av bløtdeler i hofte eller lår
NFA10	Perkutan eksplorasjon av hofteledd
NFA11	Artroskopi i hofteledd
NFA12	Artrotomi i hofteledd
NFA20	Perkutan biopsi av bløtdeler eller ledd i hofte eller lår
NFA22	Åpen biopsi av bløtdeler eller ledd i hofte eller lår
NFA30	Perkutan biopsi av femur
NFA32	Åpen biopsi av femur
NFB01	Implantasjon av proksimal primær delprotese i hofteledd uten sement
NFB02	Implantasjon av distal primær delprotese i hofteledd uten sement
NFB11	Implantasjon av proksimal primær delprotese i hofteledd med sement
NFB12	Implantasjon av distal primær delprotese i hofteledd med sement
NFB20	Implantasjon av primær totalprotese i hofteledd uten sement
NFB30	Implantasjon av primær totalprotese i hofteledd med hybrid teknikk
NFB40	Implantasjon av primær totalprotese i hofteledd med sement
NFB59	Implantasjon av primær interposisjonsprotese i hofteledd
NFB99	Annen implantasjon av primær protese i hofteledd
NFC01	Implantasjon av proksimal sekundær delprotese i hofteledd uten sement
NFC02	Implantasjon av distal sekundær delprotese i hofteledd uten sement
NFC03	Implantasjon av annen del av sekundær delprotese i hofteledd uten sement
NFC11	Implantasjon av proksimal sekundær delprotese i hofteledd med sement
NFC12	Implantasjon av distal sekundær delprotese i hofteledd med sement
NFC13	Implantasjon av annen del av sekundær delprotese i hofteledd med sement
NFC20	Implantasjon av sekundær totalprotese i hofteledd uten sement
NFC21	Implantasjon av proksimal del av sekundær totalprotese i hofteledd uten sement
NFC22	Implantasjon av distal del av sekundær totalprotese i hofteledd uten sement
NFC23	Implantasjon av annen del av sekundær totalprotese i hofteledd uten sement
NFC30	Implantasjon av sekundær totalprotese i hofteledd med hybrid teknikk
NFC31	Implantasjon av proksimal del av sekundær totalprotese i hofteledd med hybrid teknikk
NFC32	Implantasjon av distal del av sekundær totalprotese i hofteledd med hybrid teknikk
NFC33	Implantasjon av annen del av sekundær totalprotese i hofteledd med hybrid teknikk
NFC40	Implantasjon av sekundær totalprotese i hofteledd med sement
NFC41	Implantasjon av proksimal del av sekundær totalprotese i hofteledd med sement
NFC42	Implantasjon av distal del av sekundær totalprotese i hofteledd med sement
NFC43	Implantasjon av annen del av sekundær totalprotese i hofteledd med sement
NFC59	Implantasjon av sekundær interposisjonsprotese i hofteledd
NFC99	Annen implantasjon av sekundær protese i hofteledd
NFE91	Endoskopisk operasjon på leddkapsel eller ligament i hofteledd
NFE92	Åpen operasjon på leddkapsel eller ligament i hofteledd
NFF01	Endoskopisk total synovektomi i hofte
NFF02	Åpen total synovektomi i hofte
NFF11	Endoskopisk partiell synovektomi i hofte
NFF12	Åpen partiell synovektomi i hofte
NFF21	Endoskopisk fiksasjon av leddflatefragment i hofte
NFF22	Åpen fiksasjon av leddflatefragment i hofte
NFF31	Endoskopisk reseksjon av leddbrusk i hofte
NFF32	Åpen reseksjon av leddbrusk i hofte
NFF91	Annen endoskopisk operasjon på synovialhinne eller leddflate i hofte
NFF92	Annen åpen operasjon på synovialhinne eller leddflate i hofte
NFG09	Eksisjonsartroplastikk i hofteledd
NFG19	Interposisjonsartroplastikk i hofteledd
NFG29	Annen artroplastikk i hofteledd uten protese
NFG39	Artrodese i hofteledd uten fiksasjon
NFG49	Artrodese i hofteledd med intern fiksasjon
NFG59	Artrodese i hofteledd med ekstern fiksasjon
NFH00	Lukket reposisjon av hofteluksasjon
NFH02	Åpen reposisjon av hofteluksasjon
NFH20	Lukket reposisjon av proteseluksasjon i hofteledd
NFH22	Åpen reposisjon av proteseluksasjon i hofteledd
NFH31	Endoskopisk adheranseløsning i hofteledd
NFH32	Åpen adheranseløsning i hofteledd
NFH41	Endoskopisk fjerning av fremmed eller fritt legeme fra hofteledd
NFH42	Åpen fjerning av fremmed eller fritt legeme fra hofteledd
NFH51	Endoskopisk eksisjon av intraartikulær eksostose eller osteofytt i hofteledd
NFH52	Åpen eksisjon av intraartikulær eksostose eller osteofytt i hofteledd
NFH90	Annen perkutan operasjon på hofteledd
NFH91	Annen endoskopisk operasjon på hofteledd
NFH92	Annen åpen operasjon på hofteledd
NFJ00	Lukket reposisjon av lårhalsfraktur
NFJ01	Lukket reposisjon av pertrokantær femurfraktur
NFJ02	Lukket reposisjon av subtrokantær femurfraktur
NFJ03	Lukket reposisjon av annen proksimal femurfraktur
NFJ04	Lukket reposisjon av femurskaftfraktur
NFJ05	Lukket reposisjon av distal femurfraktur
NFJ10	Åpen reposisjon av lårhalsfraktur
NFJ11	Åpen reposisjon av pertrokantær femurfraktur
NFJ12	Åpen reposisjon av subtrokantær femurfraktur
NFJ13	Åpen reposisjon av annen proksimal femurfraktur
NFJ14	Åpen reposisjon av femurskaftfraktur
NFJ15	Åpen reposisjon av distal femurfraktur
NFJ20	Ekstern fiksasjon av lårhalsfraktur
NFJ21	Ekstern fiksasjon av pertrokantær femurfraktur
NFJ22	Ekstern fiksasjon av subtrokantær femurfraktur
NFJ23	Ekstern fiksasjon av annen proksimal femurfraktur
NFJ24	Ekstern fiksasjon av femurskaftfraktur
NFJ25	Ekstern fiksasjon av distal femurfraktur
NFJ30	Osteosyntese av lårhalsfraktur med bioimplantat
NFJ31	Osteosyntese av pertrokantær femurfraktur med bioimplantat
NFJ32	Osteosyntese av subtrokantær femurfraktur med bioimplantat
NFJ33	Osteosyntese av annen proksimalfemurfraktur med bioimplantat
NFJ34	Osteosyntese av femurskaftfraktur med bioimplantat
NFJ35	Osteosyntese av distal femurfraktur med bioimplantat
NFJ40	Osteosyntese av lårhalsfraktur med metalltråd, cerclage eller pinne
NFJ41	Osteosyntese av pertrokantær femurfraktur med metalltråd, cerclage eller pinne
NFJ42	Osteosyntese av subtrokantær femurfraktur med metalltråd, cerclage eller pinne
NFJ43	Osteosyntese av annen proksimal femurfraktur med metalltråd, cerclage eller pinne
NFJ44	Osteosyntese av femurskaftfraktur med metalltråd, cerclage eller pinne
NFJ45	Osteosyntese av distal femurfraktur med metalltråd, cerclage eller pinne
NFJ50	Osteosyntese av lårhalsfraktur med margnagle
NFJ51	Osteosyntese av pertrokantær femurfraktur med margnagle
NFJ52	Osteosyntese av subtrokantær femurfraktur med margnagle
NFJ53	Osteosyntese av annen proksimal femurfraktur med margnagle
NFJ54	Osteosyntese av femurskaftfraktur med margnagle
NFJ55	Osteosyntese av distal femurfraktur med margnagle
NFJ60	Osteosyntese av lårhalsfraktur med plate og skruer
NFJ61	Osteosyntese av pertrokantær femurfraktur med plate og skruer
NFJ62	Osteosyntese av subtrokantær femurfraktur med plate og skruer
NFJ63	Osteosyntese av annen proksimal femurfraktur med plate og skruer
NFJ64	Osteosyntese av femurskaftfraktur med plate og skruer
NFJ65	Osteosyntese av distal femurfraktur med plate og skruer
NFJ70	Osteosyntese av lårhalsfraktur med skruer
NFJ71	Osteosyntese av pertrokantær femurfraktur med skruer
NFJ72	Osteosyntese av subtrokantær femurfraktur med skruer
NFJ73	Osteosyntese av annen proksimal femurfraktur med skruer
NFJ74	Osteosyntese av femurskaftfraktur med skruer
NFJ75	Osteosyntese av distal femurfraktur med skruer
NFJ80	Osteosyntese av lårhalsfraktur med annet eller kombinert materiale
NFJ81	Osteosyntese av pertrokantær femurfraktur med annet eller kombinert materiale
NFJ82	Osteosyntese av subtrokantær femurfraktur med annet eller kombinert materiale
NFJ83	Osteosyntese av annen proksimal femurfraktur med annet eller kombinert materiale
NFJ84	Osteosyntese av femurskaftfraktur med annet eller kombinert materiale
NFJ85	Osteosyntese av distal femurfraktur med annet eller kombinert materiale
NFJ90	Annen osteosyntese av lårhalsfraktur
NFJ91	Annen osteosyntese av pertrokantær femurfraktur
NFJ92	Annen osteosyntese av subtrokantær femurfraktur
NFJ93	Annen osteosyntese av annen proksimal femurfraktur
NFJ94	Annen osteosyntese av femurskaftfraktur
NFJ95	Annen osteosyntese av distal femurfraktur
NFK09	Eksisjon av beinfragment i femur
NFK19	Reseksjon eller eksisjon av bein i femur
NFK29	Fenestrasjon eller oppboring av femur
NFK39	Utskraping av cyste i femur
NFK49	Epifysiodese av femur
NFK59	Osteotomi av femur med aksekorreksjon, rotasjon eller forskyvning
NFK69	Osteotomi av femur med forkorting eller forlengelse
NFK79	Beintransportoperasjon av femur
NFK89	Epifysedistraksjon på femur
NFK99	Annen operasjon på bein i femur
NFL09	Frilegging av muskel i hofte eller lår
NFL19	Sutur eller rekonstruksjon av muskel i hofte eller lår
NFL29	Transposisjon av muskel i hofte eller lår
NFL39	Myotomi eller tenotomi i hofte eller lår
NFL99	Annen operasjon på muskel eller sene i hofte eller lår
NFM09	Fasciotomi på lår
NFM19	Reseksjon eller eksisjon av fascie på lår
NFM29	Sutur av fascie på lår
NFM79	Eksisjon av bursa i hofte eller lår
NFM99	Annen operasjon på fascie, ganglion eller bursa i hofte eller lår
NFN09	Autotransplantasjon av bein til femur
NFN19	Allotransplantasjon av bein til femur
NFN29	Xenotransplantasjon av bein til femur
NFN39	Transplantasjon av sene til hofte eller lår
NFN49	Transplantasjon av brusk, periost eller fascie til hofte eller lår
NFN99	Annen transplantasjon i hofte eller lår
NFP29	Replantasjon av underekstremitet i hofte- eller lårnivå
NFQ09	Eksartikulasjon i hofte
NFQ19	Amputasjon av femur
NFQ29	Revisjon av eksartikulasjons- eller amputasjonsstump i hofte eller lår
NFQ99	Annen amputasjon eller tilhørende operasjon på hofte eller lår
NFR09	Reseksjon av bløtdelstumor i hofte eller lår
NFR19	Marginal eksisjon av bløtdelstumor i hofte eller lår
NFR29	Vid eksisjon av bløtdelstumor i hofte eller lår
NFR39	Kompartmentell eksisjon av bløtdelstumor i hofte eller lår
NFR49	Reseksjon av bein- eller brusktumor i hofteledd eller femur
NFR59	Marginal eksisjon av bein- eller brusktumor i hofteledd eller femur
NFR69	Vid eksisjon av bein- eller brusktumor i hofteledd eller femur
NFR79	Kompartmentell eksisjon av bein- eller brusktumor i hofteledd eller femur
NFR99	Annen operasjon for tumor i hofte eller lår
NFS19	Incisjon og revisjon ved infeksjon i hofteledd
NFS29	Incisjon og revisjon ved infeksjon i femur
NFS49	Incisjon og revisjon med innlegging av terapeutisk substans ved infeksjon i hofteledd
NFS59	Incisjon og revisjon med innlegging av terapeutisk substans ved infeksjon i femur
NFS99	Annen operasjon for infeksjon i sene, ledd eller bein i hofte eller lår
NFT09	Fjerning av fremmedlegeme fra vev i hofte eller lår
NFT19	Mobilisering av hofteledd
NFT39	Korreksjon av deformitet i hofteledd eller femur med muskel, sene eller ligament
NFT49	Korreksjon av deformitet i hofteledd eller femur med ekstern eller intern fiksasjon
NFT99	Annen operasjon på hofte eller lår
NFU01	Fjerning av proksimal delprotese fra hofteledd
NFU02	Fjerning av distal delprotese fra hofteledd
NFU03	Fjerning av annen delprotese fra hofteledd
NFU10	Fjerning av totalprotese fra hofteledd
NFU11	Fjerning av proksimal del av totalprotese fra hofteledd
NFU12	Fjerning av distal del av totalprotese fra hofteledd
NFU13	Fjerning av annen del av totalprotese fra hofteledd
NFU14	Fjerning av mer enn en del av totalprotese fra hofteledd
NFU39	Fjerning av eksternt fiksasjonsutstyr fra femur
NFU49	Fjerning av osteosyntesemateriale fra femur
NFU89	Fjerning av terapeutisk substans etter infeksjonsbehandling i hofte eller femur
NFU99	Fjerning av annet implantat fra hofteledd eller femur
NFW49	Reoperasjon for sårruptur i hofte eller lår
NFW59	Reoperasjon for overfladisk infeksjon i hofte eller lår
NFW69	Reoperasjon for dyp infeksjon i hofte eller lår
NFW79	Reoperasjon for overfladisk blødning i hofte eller lår
NFW89	Reoperasjon for dyp blødning i hofte eller lår
NFW99	Annen reoperasjon på hofte eller lår
NGA00	Perkutan eksplorasjon av bløtdeler i kne eller legg
NGA02	Åpen eksplorasjon av bløtdeler i kne eller legg
NGA10	Perkutan eksplorasjon av kneledd
NGA11	Artroskopi i kneledd
NGA12	Artrotomi i kneledd
NGA20	Perkutan biopsi av bløtdeler eller ledd i kne eller legg
NGA21	Endoskopisk biopsi av bløtdeler eller ledd i kne eller legg
NGA22	Åpen biopsi av bløtdeler eller ledd i kne eller legg
NGA30	Perkutan biopsi av bein i kne eller legg
NGA32	Åpen biopsi av bein i kne eller legg
NGB01	Implantasjon av medial primær delprotese i kneledd uten sement
NGB02	Implantasjon av lateral primær delprotese i kneledd uten sement
NGB03	Implantasjon av patellofemoral primær delprotese uten sement
NGB04	Implantasjon av flere primære delprotesekomponenter i kneledd uten sement
NGB11	Implantasjon av medial primær delprotese i kneledd med sement
NGB12	Implantasjon av lateral primær delprotese i kneledd med sement
NGB13	Implantasjon av patellofemoral primær delprotese med sement
NGB14	Implantasjon av flere primære delprotesekomponenter i kneledd med sement
NGB20	Implantasjon av primær totalprotese i kneledd uten sement
NGB30	Implantasjon av primær totalprotese i kneledd med hybrid teknikk
NGB40	Implantasjon av primær totalprotese i kneledd med sement
NGB59	Implantasjon av primær interposisjonsprotese i kneledd
NGB99	Annen implantasjon av primær protese i kneledd
NGC01	Implantasjon av medial sekundær delprotese i kneledd uten sement
NGC02	Implantasjon av lateral sekundær delprotese i kneledd uten sement
NGC03	Implantasjon av patellofemoral sekundær delprotese i kneledd uten sement
NGC04	Implantasjon av flere sekundære delprotesekomponenter i kneledd uten sement
NGC11	Implantasjon av medial sekundær delprotese i kneledd med sement
NGC12	Implantasjon av lateral sekundær delprotese i kneledd med sement
NGC13	Implantasjon av patellofemoral sekundær delprotese i kneledd med sement
NGC14	Implantasjon av flere sekundære delprotesekomponenter i kneledd med sement
NGC20	Implantasjon av sekundær totalprotese i kneledd uten sement
NGC21	Implantasjon av medial sekundær totalprotesekomponent i kneledd uten sement
NGC22	Implantasjon av lateral sekundær totalprotesekomponent i kneledd uten sement
NGC23	Implantasjon av patellofemoral sekundær totalprotesekomponent i kneledd uten sement
NGC24	Implantasjon av flere sekundære totalprotesekomponenter i kneledd uten sement
NGC30	Implantasjon av sekundær totalprotese i kneledd med hybrid teknikk
NGC31	Implantasjon av medial sekundær totalprotesekomponent i kneledd med hybrid teknikk
